Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Lorenzo Cain,$4.1K,R,MIL,OF,@ MIN,1,Kyle Gibson,R, ,,,,,600, ,,,4.11,-0.09,569,0.288,0.335,0.120,0.357,0.408,0.765,17.30,9.50,0.336,9.13,2.23,64,0.234,0.326,0.109,0.364,0.344,0.708,20.80,18.20,0.283,34,0.265,0.329,0.118,0.359,0.382,0.741,28.20,12.80,0.364,12,0.167,0.224,0,0.286,0.167,0.453,28.60,14.30,0.250
David Peralta,$3.2K,L,ARI,OF,@ NYM,1,Jacob deGrom,R,,,,,,200,22,,,3.2,0.08,498,0.305,0.362,0.183,0.360,0.488,0.848,16.60,8.20,0.341,7.13,2.23,65,0.262,0.361,0.292,0.319,0.554,0.873,17.80,9.60,0.250,36,0.250,0.330,0.222,0.308,0.472,0.780,20.50,7.70,0.269,19,0.263,0.324,0.263,0.263,0.526,0.789,26.30,0.00,0.308
Jose Peraza,$3.2K,R,CIN,SS,CHC,1,Jon Lester,L,,,,,,300,1,,,4.09,0.07,183,0.279,0.276,0.049,0.302,0.328,0.630,11.10,3.70,0.311,7.06,2.21,36,0.361,0.336,0.056,0.361,0.417,0.778,5.70,0.00,0.382,22,0.318,0.295,0.045,0.318,0.364,0.682,0.00,0.00,0.318,11,0.273,0.239,0,0.273,0.273,0.546,0.00,0.00,0.273
Eduardo Nunez,$3.4K,R,BOS,2B/SS,BAL,7,Alex Cobb,R, ,,,,,800,-1,,,5.3,-0.46,443,0.305,0.335,0.153,0.329,0.458,0.787,13.20,3.00,0.327,7.5,2.21,58,0.259,0.260,0.103,0.254,0.362,0.616,25.40,0.00,0.326,32,0.188,0.170,0.031,0.182,0.219,0.401,18.20,0.00,0.222,17,0.176,0.155,0,0.176,0.176,0.352,17.60,0.00,0.214
Joe Mauer,$3.3K,L,MIN,1B,MIL,1,Brent Suter,L, ,,,,,600,1,,,4.89,0.09,155,0.310,0.341,0.052,0.390,0.361,0.751,15.30,11.30,0.372,7.3,2.21,17,0.294,0.341,0,0.429,0.294,0.723,14.30,19.00,0.357,8,0.375,0.428,0,0.545,0.375,0.920,18.20,27.30,0.500,6,0.333,0.292,0,0.333,0.333,0.666,16.70,0.00,0.400
Adam Jones,$3.5K,R,BAL,OF,@ BOS,2,Drew Pomeranz,L,,,,,,400,7,,,4.2,-0.04,192,0.266,0.303,0.125,0.311,0.391,0.702,18.80,5.80,0.309,7.73,2.21,20,0.150,0.132,0,0.150,0.150,0.300,20.00,0.00,0.188,10,0.300,0.263,0,0.300,0.300,0.600,30.00,0.00,0.429,3,0.000,0,0,0.000,0.000,0.000,33.30,0.00,0.000
Jay Bruce,$3.3K,L,NYM,OF,ARI,4,Zack Godley,R,,,,,,600,1,,,3.8,-0.08,495,0.263,0.359,0.257,0.327,0.519,0.846,20.80,10.40,0.278,7.26,2.2,49,0.306,0.368,0.184,0.358,0.490,0.848,15.10,9.40,0.333,21,0.238,0.330,0.190,0.304,0.429,0.733,17.40,13.00,0.250,4,0.000,0,0,0.000,0.000,0.000,25.00,0.00,0.000
Christian Yelich,$4.1K,L,MIL,OF,@ MIN,2,Kyle Gibson,R,,,,,,500,2,,,4.11,-0.09,531,0.288,0.357,0.164,0.369,0.452,0.821,20.10,12.90,0.343,8.94,2.18,68,0.279,0.354,0.176,0.338,0.456,0.794,18.90,10.80,0.327,36,0.361,0.401,0.167,0.395,0.528,0.923,23.70,7.90,0.462,15,0.400,0.485,0.333,0.438,0.733,1.171,25.00,6.20,0.500
Wilson Ramos,$3.1K,R,TBR,C,@ LAA,4,Nick Tropeano,R, ,,,,,400,-9,,,3.65,-0.32,229,0.253,0.299,0.166,0.280,0.419,0.699,18.60,4.50,0.270,6.75,2.18,53,0.302,0.307,0.075,0.327,0.377,0.704,21.80,3.60,0.375,32,0.250,0.219,0,0.250,0.250,0.500,25.00,0.00,0.333,20,0.200,0.175,0,0.200,0.200,0.400,25.00,0.00,0.267
Adam Frazier,$3.2K,L,PIT,2B,SDP,1,Tyson Ross,R,,,,,,1000,-56,,,3.87,-0.33,452,0.263,0.315,0.133,0.326,0.396,0.722,12.40,7.80,0.287,6.96,2.18,63,0.238,0.289,0.111,0.304,0.349,0.653,11.60,5.80,0.245,26,0.192,0.300,0.231,0.276,0.423,0.699,6.90,6.90,0.136,9,0.111,0.270,0.333,0.200,0.444,0.644,0.00,0.00,0.000
Nick Williams,$2.9K,L,PHI,OF,@ STL,6,Michael Wacha,R,,,,,,400,18,,,3.8,0.15,293,0.276,0.338,0.191,0.328,0.468,0.796,27.60,6.80,0.354,6.31,2.18,28,0.214,0.298,0.143,0.313,0.357,0.670,21.90,9.40,0.250,15,0.333,0.455,0.267,0.474,0.600,1.074,15.80,15.80,0.364,5,0.600,0.797,0.8,0.667,1.400,2.067,0.00,16.70,0.500
Daniel Descalso,$3.1K,L,ARI,3B,@ NYM,5,Jacob deGrom,R,,,,,, ,8,,,3.2,0.08,358,0.257,0.345,0.187,0.356,0.444,0.800,21.20,13.30,0.308,6.77,2.18,56,0.321,0.436,0.304,0.437,0.625,1.062,21.70,17.40,0.375,30,0.333,0.476,0.367,0.459,0.700,1.159,22.20,16.70,0.400,15,0.200,0.361,0.267,0.368,0.467,0.835,27.80,22.20,0.222
Martin Maldonado,$2.5K,R,LAA,C,TBR,7,Blake Snell,L,,,,,,500,-31,,,4.35,-0.18,129,0.225,0.280,0.093,0.306,0.318,0.624,28.80,6.80,0.318,5.42,2.17,1,0.000,0.346,0,0.500,0.000,0.500,33.30,33.30,0.000,0,0.000,0,0,1.000,0.000,1.000,0.00,0.00,0.000,0,0.000,0,0,1.000,0.000,1.000,0.00,0.00,0.000
Isiah Kiner-Falefa,$3.2K,R,TEX,2B/3B,@ CHW,3,Carson Fulmer,R, ,,,,,400,1,,,4.85,4.85,84,0.274,0.311,0.131,0.307,0.405,0.712,18.70,4.40,0.323,6.93,2.17,61,0.262,0.304,0.115,0.308,0.377,0.685,13.20,5.90,0.294,24,0.208,0.267,0.083,0.269,0.292,0.561,10.70,7.10,0.238,10,0.300,0.392,0.1,0.417,0.400,0.817,15.40,15.40,0.375
Mark Trumbo,$3.5K,R,BAL,1B,@ BOS,5,Drew Pomeranz,L,,,,,,700,-29,,,4.2,-0.04,164,0.274,0.321,0.165,0.308,0.439,0.747,22.10,5.20,0.314,7.55,2.16,14,0.286,0.276,0.071,0.286,0.357,0.643,21.40,0.00,0.364,12,0.250,0.249,0.083,0.250,0.333,0.583,25.00,0.00,0.333,4,0.000,0,0,0.000,0.000,0.000,25.00,0.00,0.000
Domingo Santana,$3.5K,R,MIL,OF,@ MIN,5,Kyle Gibson,R, ,,,,,1100,-21,,,4.11,-0.09,491,0.279,0.360,0.198,0.356,0.477,0.833,30.30,11.00,0.371,7.56,2.16,43,0.372,0.422,0.233,0.420,0.605,1.025,30.00,10.00,0.500,25,0.320,0.414,0.32,0.379,0.640,1.019,31.00,10.30,0.400,10,0.300,0.398,0.4,0.333,0.700,1.033,16.70,8.30,0.250
Delino DeShields,$3.4K,R,TEX,OF,@ CHW,1,Carson Fulmer,R, ,,,,,500,10,,,4.85,4.85,333,0.261,0.297,0.075,0.332,0.336,0.668,23.20,9.10,0.343,7.36,2.16,72,0.222,0.266,0.097,0.282,0.319,0.601,26.20,7.50,0.300,35,0.200,0.247,0.057,0.282,0.257,0.539,25.00,10.00,0.280,22,0.136,0.197,0.091,0.208,0.227,0.435,24.00,8.00,0.188
Nolan Arenado,$4.7K,R,COL,3B,@ SFG,3,Derek Holland,L,,,,,,-100,1,,,4.18,-0.07,208,0.409,0.519,0.394,0.461,0.803,1.264,12.00,11.20,0.410,10.11,2.15,33,0.424,0.527,0.364,0.500,0.788,1.288,20.50,15.40,0.522,18,0.444,0.537,0.389,0.474,0.833,1.307,20.00,10.00,0.538,12,0.500,0.524,0.25,0.500,0.750,1.250,15.40,7.70,0.600
Kevin Pillar,$3.7K,R,TOR,OF,OAK,5,Brett Anderson,L,,,,,,500,4,,,4.93,-0.34,194,0.304,0.363,0.216,0.344,0.521,0.865,14.40,5.30,0.335,7.97,2.15,34,0.206,0.269,0.235,0.222,0.441,0.663,16.70,2.80,0.214,17,0.118,0.124,0.059,0.118,0.176,0.294,23.50,0.00,0.154,10,0.100,0.123,0.1,0.100,0.200,0.300,20.00,0.00,0.125
Jose Abreu,$4.2K,R,CHW,1B,TEX,3,Matt Moore,L,,,,,,800,-8,,,4.65,4.65,183,0.339,0.408,0.257,0.382,0.596,0.978,20.00,5.50,0.376,8.98,2.14,20,0.200,0.254,0.15,0.238,0.350,0.588,23.80,0.00,0.214,4,0.250,0.219,0,0.250,0.250,0.500,0.00,0.00,0.250,4,0.250,0.219,0,0.250,0.250,0.500,0.00,0.00,0.250
Jurickson Profar,$3.3K,S,TEX,SS,@ CHW,5,Carson Fulmer,R,,,,,,600,-3,,,4.85,4.85,155,0.181,0.236,0.071,0.264,0.252,0.516,18.80,9.70,0.221,7.05,2.14,73,0.164,0.201,0.110,0.195,0.274,0.469,18.20,3.90,0.186,34,0.176,0.212,0.176,0.171,0.353,0.524,14.30,0.00,0.172,21,0.238,0.248,0.143,0.227,0.381,0.608,4.50,0.00,0.238
Brandon Nimmo,$3.1K,L,NYM,OF,ARI,1,Zack Godley,R,,,,,,300,18,,,3.8,-0.08,182,0.291,0.394,0.198,0.420,0.489,0.909,23.50,16.40,0.376,6.62,2.14,31,0.290,0.392,0.161,0.421,0.452,0.873,26.30,15.80,0.400,21,0.286,0.404,0.238,0.400,0.524,0.924,20.00,20.00,0.333,10,0.400,0.500,0.3,0.500,0.700,1.200,16.70,16.70,0.429
Josh Phegley,$2.3K,R,OAK,C,@ TOR,9,Marco Estrada,R, ,,,,,300,-29,,,4.57,-0.16,86,0.186,0.251,0.128,0.255,0.314,0.569,16.30,6.50,0.214,4.92,2.14,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Yulieski Gurriel,$3.2K,R,HOU,1B,CLE,5,Mike Clevinger,R, ,,,,,600,1,,,4.25,-0.26,488,0.318,0.358,0.186,0.345,0.504,0.849,10.40,3.50,0.329,6.86,2.14,68,0.279,0.292,0.074,0.320,0.353,0.673,10.70,5.30,0.306,30,0.267,0.285,0.067,0.313,0.333,0.646,9.40,6.20,0.296,13,0.077,0.095,0.077,0.077,0.154,0.231,23.10,0.00,0.100
Giovanny Urshela,$2.7K,R,TOR,3B,OAK,9,Brett Anderson,L,,,,,,700,-3,,,4.93,-0.34,65,0.231,0.233,0.046,0.254,0.277,0.531,23.50,2.90,0.306,5.78,2.14,3,0.333,0.292,0,0.333,0.333,0.666,33.30,0.00,0.500,3,0.333,0.292,0,0.333,0.333,0.666,33.30,0.00,0.500,3,0.333,0.292,0,0.333,0.333,0.666,33.30,0.00,0.500
Orlando Arcia,$2.9K,R,MIL,SS,@ MIN,9,Kyle Gibson,R, ,,,,,900,-5,,,4.11,-0.09,484,0.277,0.311,0.140,0.308,0.417,0.725,18.50,5.80,0.315,6.18,2.13,47,0.255,0.275,0.043,0.314,0.298,0.612,17.60,7.80,0.316,23,0.174,0.215,0,0.269,0.174,0.443,19.20,11.50,0.222,9,0.222,0.285,0,0.364,0.222,0.586,18.20,18.20,0.286
Starlin Castro,$3.4K,R,MIA,2B,@ ATL,3,Matt Wisler,R, ,,,,,300,4,,,3.89,0.32,508,0.276,0.308,0.132,0.306,0.407,0.713,20.10,4.30,0.318,7.23,2.13,67,0.313,0.354,0.164,0.347,0.478,0.825,16.70,6.90,0.352,36,0.306,0.367,0.222,0.342,0.528,0.870,18.40,5.30,0.333,16,0.438,0.488,0.25,0.471,0.688,1.159,17.60,5.90,0.500
