Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Brandon Guyer,$2.6K,R,CLE,OF,TEX,7,Matt Moore,L,,,,,,200,8,,,5.9,0.6,137,0.226,0.295,0.146,0.294,0.372,0.666,0.22,0.09,0.265,7.75,2.98,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Rajai Davis,$2.6K,R,CLE,OF,TEX,1,Matt Moore,L,,,,,,300,2,,,5.9,0.6,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.42,2.85,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Yadiel Rivera,$2.0K,R,MIA,2B/SS,PHI,8,Aaron Nola,R, ,,,,, ,7,,,3.02,-0.29,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.45,2.73,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Austin Jackson,$2.5K,R,SFG,OF,SDP,6,Clayton Richard,L,,,,,,300,1,,,4.21,-0.08,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.77,2.71,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Danny Valencia,$2.7K,R,BAL,3B,@ LAA,5,Andrew Heaney,L,,,,,, ,1,,,3.38,-0.26,150,0.260,0.356,0.200,0.358,0.460,0.818,0.20,0.14,0.286,7.19,2.66,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Omar Narvaez,$2.2K,L,CHW,C,@ STL,6,Carlos Martinez,R,,,,,,200,-28,,,3.29,0.16,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.71,2.6,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Craig Gentry,$2.4K,R,BAL,OF,@ LAA,2,Andrew Heaney,L,,,,,,200,2,,,3.38,-0.26,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.18,2.58,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Jose Pirela,$3.1K,R,SDP,OF,@ SFG,4,Derek Holland,L,,,,,,300,11,,,3.79,0.08,125,0.304,0.382,0.216,0.360,0.520,0.880,0.20,0.08,0.362,7.93,2.56,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Andrew McCutchen,$3.7K,R,SFG,OF,SDP,2,Clayton Richard,L,,,,,,-100,23,,,4.21,-0.08,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.44,2.55,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Manuel Margot,$3.3K,R,SDP,OF,@ SFG,1,Derek Holland,L,,,,,,500,1,,,3.79,0.08,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.43,2.55,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Matt Adams,$3.5K,L,WAS,1B/OF,PIT,3,Ivan Nova,R,,,,,,1100,-20,,,4.69,0.26,332,0.298,0.389,0.271,0.340,0.569,0.909,0.24,0.06,0.338,8.65,2.47,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,45,0.289,0.407,0.267,0.385,0.556,0.941,0.29,0.14,0.370,13,0.462,0.533,0.307,0.462,0.769,1.231,0.15,0.00,0.500
Justin Smoak,$3.5K,S,TOR,1B,@ MIN,3,Fernando Romero,R,,,,,,-400,12,,,4.57,-0.1,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.58,2.45,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,13,0.077,0.199,0.231,0.143,0.308,0.451,0.21,0.07,0.000
Wilmer Flores,$3.0K,R,NYM,1B,ATL,2,Sean Newcomb,L,,,,,,800,-17,,,4.11,0.19,126,0.254,0.313,0.214,0.265,0.468,0.733,0.16,0.02,0.248,7.29,2.43,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Deven Marrero,$2.7K,R,ARI,3B,LAD,7,Hyun-Jin Ryu,L,,,,,,600,-8,,,3.81,-0.39,82,0.280,0.363,0.232,0.337,0.512,0.849,0.23,0.09,0.322,6.51,2.41,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
