Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Matt Joyce,$3.3K,L,OAK,OF,@ DET,2,Mike Fiers,R,,,,,,700,5,,,4.91,4.91,562,0.238,0.345,0.228,0.327,0.466,0.793,21.40,13.10,0.260,9.03,2.74,19,0.158,0.240,0.053,0.292,0.211,0.503,16.70,16.70,0.188,9,0.222,0.349,0.111,0.417,0.333,0.750,16.70,25.00,0.286,9,0.222,0.349,0.111,0.417,0.333,0.750,16.70,25.00,0.286
Alcides Escobar,$2.6K,R,KCR,SS,@ MIL,7,Brent Suter,L,,,,,,300,4,,,3.33,-0.21,201,0.274,0.315,0.144,0.308,0.418,0.726,16.40,5.00,0.321,6.71,2.58,17,0.118,0.156,0.059,0.167,0.176,0.343,16.70,5.60,0.143,9,0.222,0.282,0.111,0.300,0.333,0.633,20.00,10.00,0.286,3,0.667,0.704,0.333,0.750,1.000,1.750,0.00,25.00,0.667
Chris Davis,$2.6K,L,BAL,1B,SEA,7,Wade LeBlanc,L, ,,,,,500,-8,,,4.67,0.06,207,0.184,0.267,0.145,0.270,0.329,0.599,39.50,10.10,0.275,6.66,2.56,15,0.067,0.19,0.2,0.167,0.267,0.434,50.00,11.10,0.000,8,0.125,0.273,0.375,0.200,0.500,0.700,50.00,10.00,0.000,8,0.125,0.273,0.375,0.200,0.500,0.700,50.00,10.00,0.000
Robbie Grossman,$3.0K,S,MIN,OF,@ CHW,6,James Shields,R,,,,,,600,10,,,4.84,-0.03,398,0.241,0.318,0.141,0.333,0.382,0.715,20.00,12.40,0.287,7.49,2.5,52,0.269,0.328,0.135,0.333,0.404,0.737,19.00,10.30,0.325,21,0.333,0.360,0.143,0.364,0.476,0.840,22.70,4.50,0.438,9,0.222,0.237,0.111,0.222,0.333,0.555,22.20,0.00,0.286
Kyle Higashioka,$2.3K,R,NYY,C,@ PHI,8,Zach Eflin,R, ,,,,,300,-24,,,4.16,-0.56,12,0.000,0.053,0,0.077,0.000,0.077,38.50,7.70,0.000,5.72,2.49,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Sandy Leon,$2.7K,S,BOS,C,LAA,8,Andrew Heaney,L,,,,,,500,-18,,,5.14,-0.01,100,0.240,0.293,0.12,0.300,0.360,0.660,19.80,9.00,0.286,6.66,2.47,5,0.200,0.146,0,0.167,0.200,0.367,33.30,0.00,0.250,3,0.333,0.220,0,0.250,0.333,0.583,25.00,0.00,0.333,1,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Michael Conforto,$3.8K,L,NYM,OF,PIT,5,Ivan Nova,R,,,,,,900, ,,,4.07,0.26,432,0.275,0.389,0.243,0.380,0.519,0.899,21.30,15.60,0.308,9.25,2.43,45,0.133,0.274,0.133,0.310,0.267,0.577,20.00,20.00,0.125,25,0.240,0.386,0.24,0.412,0.480,0.892,14.30,22.90,0.211,11,0.273,0.398,0.273,0.385,0.545,0.930,23.10,15.40,0.286
Jose Pirela,$3.4K,R,SDP,2B/OF,@ TEX,6,Mike Minor,L,,,,,,1000,1,,,4.65,0.17,170,0.288,0.356,0.188,0.348,0.476,0.824,18.70,9.10,0.336,8.27,2.43,24,0.333,0.382,0.208,0.370,0.542,0.912,3.70,7.40,0.304,14,0.286,0.359,0.286,0.313,0.571,0.884,0.00,6.20,0.214,9,0.333,0.423,0.333,0.333,0.667,1.000,0.00,0.00,0.250
Hernan Perez,$3.5K,R,MIL,2B/OF,KCR,5,Danny Duffy,L,,,,,,1100,-8,,,4.67,-0.29,161,0.280,0.305,0.143,0.289,0.422,0.711,18.50,3.00,0.320,8.43,2.41,11,0.182,0.177,0.091,0.167,0.273,0.440,25.00,0.00,0.222,6,0.000,0,0,0.000,0.000,0.000,33.30,0.00,0.000,2,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Deven Marrero,$2.6K,R,ARI,3B,@ MIA,8,Wei-Yin Chen,L,,,,,,500,-4,,,4.11,-0.34,109,0.239,0.302,0.183,0.286,0.422,0.708,27.70,6.70,0.297,6.25,2.4,15,0.067,0.059,0,0.067,0.067,0.134,46.70,0.00,0.125,3,0.333,0.293,0,0.333,0.333,0.666,33.30,0.00,0.500,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
