Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Joey Rickard,$2.7K,R,BAL,OF,BOS,1,Steven Wright,R, ,,,,,700,-3,,,4.03,-0.32,165,0.206,0.257,0.133,0.251,0.339,0.590,26.70,2.80,0.257,7.27,2.69,21,0.143,0.239,0.190,0.217,0.333,0.550,26.10,4.30,0.143,16,0.125,0.237,0.188,0.222,0.313,0.535,27.80,5.60,0.100,4,0.000,0.236,0,0.333,0.000,0.333,16.70,16.70,0.000
Lonnie Chisenhall,$2.9K,L,CLE,OF,@ CHW,7,Lucas Giolito,R,,,,,,200,7,,,5.57,0.2,227,0.269,0.344,0.216,0.327,0.485,0.812,20.90,7.90,0.305,7.13,2.46,19,0.316,0.316,0.053,0.350,0.368,0.718,10.00,5.00,0.353,19,0.316,0.316,0.053,0.350,0.368,0.718,10.00,5.00,0.353,19,0.316,0.316,0.053,0.350,0.368,0.718,10.00,5.00,0.353
Cameron Maybin,$2.8K,R,MIA,OF,SFG,4,Madison Bumgarner,L,,,,,,800,-5,,,3.25,-0.03,180,0.267,0.289,0.078,0.309,0.344,0.653,17.70,7.30,0.324,6.85,2.45,27,0.296,0.314,0.074,0.345,0.370,0.715,10.30,6.90,0.333,16,0.312,0.320,0.062,0.353,0.375,0.728,5.90,5.90,0.333,8,0.250,0.311,0.125,0.333,0.375,0.708,0.00,11.10,0.250
Freddy Galvis,$2.7K,S,SDP,SS,@ STL,7,Jack Flaherty,R,,,,,,300,-2,,,3.71,0.17,589,0.243,0.295,0.129,0.304,0.372,0.676,19.10,8.70,0.285,6.57,2.43,65,0.215,0.272,0.154,0.268,0.369,0.637,15.10,8.20,0.241,34,0.206,0.292,0.206,0.282,0.412,0.694,9.80,12.20,0.200,15,0.200,0.304,0.267,0.278,0.467,0.745,5.30,10.50,0.143
Jonathan Schoop,$3.3K,R,BAL,2B,BOS,3,Steven Wright,R, ,,,,,100,11,,,4.03,-0.32,608,0.268,0.320,0.183,0.300,0.451,0.751,21.20,3.60,0.302,8.02,2.43,60,0.183,0.227,0.15,0.206,0.333,0.539,27.00,1.60,0.214,31,0.129,0.189,0.161,0.156,0.290,0.446,21.90,0.00,0.130,15,0.067,0.169,0.2,0.125,0.267,0.392,12.50,0.00,0.000
Matt Duffy,$3.2K,R,TBR,3B,TOR,1,Sam Gaviglio,R, ,,,,,600,1,,,3.93,3.93,135,0.370,0.383,0.126,0.399,0.496,0.895,18.10,4.20,0.444,7.7,2.41,56,0.393,0.394,0.107,0.414,0.500,0.914,10.20,1.70,0.440,34,0.382,0.386,0.118,0.400,0.500,0.900,5.70,0.00,0.406,15,0.400,0.443,0.267,0.400,0.667,1.067,13.30,0.00,0.462
Joseph Wendle,$3.2K,L,TBR,2B,TOR,5,Sam Gaviglio,R,,,,,,900,4,,,3.93,3.93,164,0.274,0.309,0.122,0.316,0.396,0.712,20.20,6.20,0.331,7.65,2.39,64,0.266,0.303,0.094,0.319,0.359,0.678,21.70,7.20,0.333,35,0.229,0.267,0.114,0.270,0.343,0.613,24.30,2.70,0.280,13,0.231,0.240,0,0.286,0.231,0.517,14.30,0.00,0.273
Chris Davis,$2.6K,L,BAL,1B,BOS,7,Steven Wright,R,,,,,,300,-2,,,4.03,-0.32,468,0.199,0.289,0.186,0.274,0.385,0.659,36.10,11.10,0.268,6.2,2.38,45,0.111,0.143,0.022,0.167,0.133,0.300,50.00,4.20,0.238,23,0.174,0.153,0,0.174,0.174,0.348,43.50,0.00,0.308,8,0.250,0.219,0,0.250,0.250,0.500,50.00,0.00,0.500
Kendrys Morales,$3.1K,S,TOR,1B,@ TBR,4,Ryan Yarbrough,L,,,,,,500,2,,,4.07,4.07,177,0.311,0.364,0.198,0.346,0.508,0.854,22.00,7.30,0.357,7.32,2.36,19,0.158,0.175,0.053,0.150,0.211,0.361,20.00,5.00,0.188,16,0.188,0.204,0.062,0.176,0.250,0.426,17.60,5.90,0.214,6,0.167,0.205,0.167,0.167,0.333,0.500,33.30,0.00,0.250
Matt Carpenter,$3.8K,L,STL,2B/3B,SDP,1,Jordan Lyles,R,,,,,,-300,1,,,4.79,-0.17,569,0.250,0.365,0.225,0.370,0.475,0.845,20.80,16.50,0.284,8.96,2.36,88,0.341,0.418,0.25,0.402,0.591,0.993,20.40,10.20,0.406,41,0.317,0.387,0.195,0.391,0.512,0.903,21.30,12.80,0.379,20,0.450,0.504,0.25,0.500,0.700,1.200,13.60,9.10,0.500
