Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Nick Ahmed,$2.9K,R,ARI,SS,SDP,6,Joey Lucchesi,L,,,,,,100, ,,,3.8,-0.51,74,0.297,0.370,0.203,0.350,0.500,0.850,0.20,0.07,0.345,7.28,2.51,24,0.125,0.217,0.167,0.192,0.292,0.484,0.23,0.08,0.118,24,0.125,0.217,0.167,0.192,0.292,0.484,0.23,0.08,0.118,8,0.000,0.000,0.000,0.000,0.000,0.000,0.38,0.00,0.000
Justin Bour,$3.2K,L,MIA,1B,@ MIL,4,Junior Guerra,R,,,,,,-100,11,,,3.77, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8,2.5,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Scooter Gennett,$3.1K,L,CIN,2B,@ STL,4,Miles Mikolas,R,,,,,, ,6,,,3.38,-0.22,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.65,2.47,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,65,0.292,0.307,0.062,0.333,0.354,0.687,0.17,0.06,0.358,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Derek Dietrich,$3.0K,L,MIA,OF,@ MIL,1,Junior Guerra,R,,,,,,300,9,,,3.77, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.31,2.44,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,67,0.269,0.269,0.059,0.279,0.328,0.607,0.18,0.01,0.315,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Joe Panik,$3.1K,L,SFG,2B,@ LAA,1,Jaime Barria,R,,,,,,200,3,,,4.41,0.23,393,0.288,0.343,0.162,0.338,0.450,0.788,0.09,0.08,0.293,7.5,2.42,34,0.324,0.381,0.147,0.395,0.471,0.866,0.10,0.10,0.345,34,0.324,0.381,0.147,0.395,0.471,0.866,0.10,0.10,0.345,9,0.111,0.099,-0.000,0.111,0.111,0.222,0.11,0.00,0.125
Nomar Mazara,$3.4K,L,TEX,OF,SEA,3,Erasmo Ramirez,R,,,,,,500,-3,,,4.87,0.05,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.24,2.42,56,0.268,0.288,0.071,0.305,0.339,0.644,0.20,0.05,0.326,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
David Freitas,$2.5K,R,SEA,C,@ TEX,7,Martin Perez,L,,,,,,200,-19,,,5.13,-0.05,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.06,2.42,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Ian Desmond,$4.1K,R,COL,1B/OF,CHC,7,Jose Quintana,L,,,,,,700,-5,,,5.09,-0.03,121,0.256,0.307,0.157,0.292,0.413,0.705,0.23,0.05,0.295,9.84,2.4,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,27,0.296,0.418,0.334,0.345,0.630,0.975,0.21,0.07,0.278,6,0.167,0.399,0.500,0.286,0.667,0.953,0.00,0.14,0.000
Christopher Taylor,$3.5K,R,LAD,OF,WAS,1,Jeremy Hellickson,R, ,,,,,800,-15,,,4.67,0.11,457,0.278,0.366,0.221,0.345,0.499,0.844,0.25,0.09,0.339,8.4,2.4,61,0.230,0.289,0.180,0.262,0.410,0.672,0.29,0.05,0.293,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Nick Williams,$2.9K,L,PHI,OF,PIT,5,Trevor Williams,R,,,,,,600,-3,,,4.5,0.22,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.93,2.39,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Jeff Mathis,$2.2K,R,ARI,C,SDP,8,Joey Lucchesi,L,,,,,,100,-22,,,3.8,-0.51,60,0.217,0.314,0.183,0.309,0.400,0.709,0.32,0.12,0.306,5.26,2.39,8,0.250,0.317,0.125,0.333,0.375,0.708,0.56,0.11,0.667,8,0.250,0.317,0.125,0.333,0.375,0.708,0.56,0.11,0.667,4,0.500,0.570,0.250,0.600,0.750,1.350,0.40,0.20,1.000
Jason Kipnis,$3.7K,L,CLE,2B,@ BAL,2,Andrew Cashner,R,,,,,,700,-1,,,4.76,0.18,283,0.223,0.294,0.173,0.275,0.396,0.671,0.20,0.07,0.254,8.79,2.38,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Chris Iannetta,$3.6K,R,COL,C,CHC,5,Jose Quintana,L,,,,,,300,-14,,,5.09,-0.03,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.54,2.37,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,23,0.261,0.371,0.174,0.393,0.435,0.828,0.21,0.18,0.313,6,0.167,0.212,0.166,0.167,0.333,0.500,0.00,0.00,0.167
Mitch Moreland,$3.1K,L,BOS,1B,@ OAK,4,Daniel Mengden,R,,,,,,-300,18,,,4.47,-0.11,482,0.251,0.340,0.218,0.315,0.469,0.784,0.20,0.09,0.274,7.35,2.37,28,0.321,0.446,0.358,0.394,0.679,1.073,0.15,0.12,0.318,28,0.321,0.446,0.358,0.394,0.679,1.073,0.15,0.12,0.318,11,0.364,0.580,0.727,0.429,1.091,1.520,0.21,0.14,0.286
Adrian Beltre,$3.3K,R,TEX,3B,SEA,4,Erasmo Ramirez,R, ,,,,, ,1,,,4.87,0.05,338,0.290,0.358,0.189,0.346,0.479,0.825,0.14,0.09,0.302,7.83,2.37,62,0.290,0.326,0.097,0.352,0.387,0.739,0.11,0.10,0.309,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,16,0.250,0.247,0.000,0.300,0.250,0.550,0.00,0.10,0.222
Sean Rodriguez,$2.7K,R,PIT,1B/2B,@ PHI,1,Nicholas Pivetta,R, ,,,,, ,17,,,3.5,-0.22,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.37,2.36,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Alcides Escobar,$2.8K,R,KCR,SS,@ DET,8,Francisco Liriano,L,,,,,,200,3,,,3.93,0.14,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.59,2.35,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5,0.200,0.178,0.000,0.200,0.200,0.400,0.20,0.00,0.250
Denard Span,$2.8K,L,TBR,OF,MIN,1,Phil Hughes,R,,,,,,100,27,,,4.44,-0.09,435,0.285,0.356,0.193,0.340,0.478,0.818,0.12,0.08,0.300,6.59,2.35,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,10,0.400,0.544,0.400,0.500,0.800,1.300,0.08,0.17,0.375
Marcus Semien,$3.3K,R,OAK,SS,BOS,1,David Price,L,,,,,,-100,2,,,4.03,0.11,126,0.246,0.323,0.159,0.326,0.405,0.731,0.24,0.11,0.303,7.72,2.34,28,0.321,0.394,0.215,0.400,0.536,0.936,0.29,0.14,0.421,28,0.321,0.394,0.215,0.400,0.536,0.936,0.29,0.14,0.421,7,0.429,0.511,0.428,0.538,0.857,1.395,0.08,0.31,0.286
Jose Peraza,$2.9K,R,CIN,SS,@ STL,1,Miles Mikolas,R, ,,,,,400,-3,,,3.38,-0.22,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.8,2.34,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Avisail Garcia,$2.9K,R,CHW,OF,HOU,2,Lance McCullers,R, ,,,,,500, ,,,3.26,-0.02,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.77,2.33,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
JaCoby Jones,$2.8K,R,DET,OF,KCR,6,Eric Skoglund,L,,,,,,300,17,,,5.07,0.36,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.5,2.32,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Deven Marrero,$2.7K,R,ARI,3B,SDP,7,Joey Lucchesi,L,,,,,,300, ,,,3.8,-0.51,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.25,2.31,17,0.294,0.308,0.118,0.316,0.412,0.728,0.10,0.05,0.313,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,4,0.500,0.639,0.500,0.600,1.000,1.600,0.00,0.20,0.500
Eddie Rosario,$3.2K,L,MIN,OF,@ TBR,4,Yonny Chirinos,R,,,,,,500,-1,,,4.06,0.09,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.4,2.31,47,0.255,0.333,0.213,0.300,0.468,0.768,0.18,0.06,0.278,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Delino DeShields,$3.2K,R,TEX,OF,SEA,1,Erasmo Ramirez,R, ,,,,,1200,-37,,,4.87,0.05,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.33,2.29,4,0.000,0.138,0.000,0.200,0.000,0.200,0.20,0.20,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Aaron Hicks,$3.4K,S,NYY,OF,TOR,1,Jaime Garcia,L,,,,,,-300,22,,,5.26,0.02,125,0.264,0.344,0.184,0.338,0.448,0.786,0.20,0.11,0.301,7.77,2.29,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,4,0.250,0.392,0.250,0.400,0.500,0.900,0.00,0.20,0.250
Jesus Aguilar,$3.2K,R,MIL,1B,MIA,5,Caleb Smith,L,,,,,,500,-2,,,5.23, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.34,2.29,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Yadiel Rivera,$2.0K,R,MIA,2B/SS,@ MIL,8,Junior Guerra,R, ,,,,, ,7,,,3.77, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,4.58,2.29,6,0.167,0.225,0.000,0.286,0.167,0.453,0.29,0.14,0.250,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Ehire Adrianza,$2.5K,S,MIN,SS,@ TBR,8,Yonny Chirinos,R,,,,,,400,-3,,,4.06,0.09,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.68,2.27,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Jose Iglesias,$2.7K,R,DET,SS,KCR,8,Eric Skoglund,L,,,,,,400, ,,,5.07,0.36,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.11,2.26,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,3,0.667,0.592,0.000,0.667,0.667,1.334,0.00,0.00,0.667
Michael Brantley,$3.7K,L,CLE,OF,@ BAL,4,Andrew Cashner,R,,,,,,200,8,,,4.76,0.18,259,0.301,0.362,0.170,0.358,0.471,0.829,0.13,0.08,0.326,8.37,2.26,28,0.357,0.398,0.179,0.379,0.536,0.915,0.03,0.03,0.346,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,17,0.471,0.534,0.294,0.471,0.765,1.236,0.00,0.00,0.438
Chase Utley,$2.8K,L,LAD,2B,WAS,7,Jeremy Hellickson,R,,,,,,100,5,,,4.67,0.11,334,0.246,0.319,0.158,0.319,0.404,0.723,0.16,0.10,0.275,6.32,2.26,38,0.342,0.397,0.158,0.405,0.500,0.905,0.12,0.10,0.375,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,13,0.308,0.399,0.154,0.438,0.462,0.900,0.00,0.19,0.308
Giancarlo Stanton,$4.9K,R,NYY,OF,TOR,4,Jaime Garcia,L,,,,,,100,2,,,5.26,0.02,154,0.318,0.480,0.422,0.400,0.740,1.140,0.17,0.12,0.296,11.04,2.25,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,18,0.333,0.503,0.500,0.368,0.833,1.201,0.32,0.05,0.400,5,0.000,0.115,0.000,0.167,0.000,0.167,0.33,0.17,0.000
Nelson Cruz,$4.4K,R,SEA,OF,@ TEX,4,Martin Perez,L,,,,,,900,-8,,,5.13,-0.05,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.91,2.25,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,10,0.300,0.485,0.500,0.364,0.800,1.164,0.00,0.09,0.222,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Brandon Crawford,$2.9K,L,SFG,SS,@ LAA,8,Jaime Barria,R,,,,,,900,-12,,,4.41,0.23,410,0.256,0.308,0.151,0.300,0.407,0.707,0.22,0.07,0.304,6.5,2.24,29,0.241,0.249,0.035,0.281,0.276,0.557,0.34,0.06,0.368,29,0.241,0.249,0.035,0.281,0.276,0.557,0.34,0.06,0.368,8,0.000,0.000,0.000,0.000,0.000,0.000,0.50,0.00,0.000
Craig Gentry,$2.4K,R,BAL,OF,CLE,1,Corey Kluber,R, ,,,,,100,24,,,2.74,-0.18,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.34,2.23,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6,0.167,0.225,0.000,0.286,0.167,0.453,0.00,0.14,0.167
Benjamin Gamel,$2.9K,L,SEA,OF,@ TEX,9,Martin Perez,L, ,,,,,700,-6,,,5.13,-0.05,120,0.275,0.300,0.125,0.294,0.400,0.694,0.30,0.03,0.386,6.46,2.23,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Mark Canha,$3.0K,R,OAK,OF,BOS,6,David Price,L,,,,,,100,15,,,4.03,0.11,86,0.233,0.279,0.162,0.250,0.395,0.645,0.27,0.02,0.300,6.62,2.21,12,0.417,0.503,0.333,0.417,0.750,1.167,0.17,0.00,0.444,12,0.417,0.503,0.333,0.417,0.750,1.167,0.17,0.00,0.444,7,0.286,0.308,0.143,0.286,0.429,0.715,0.29,0.00,0.400
Isiah Kiner-Falefa,$2.7K,R,TEX,2B/3B,SEA,7,Erasmo Ramirez,R, ,,,,,300,4,,,4.87,0.05,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.97,2.21,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,29,0.310,0.331,0.138,0.310,0.448,0.758,0.31,0.00,0.421,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Devin Mesoraco,$2.7K,R,CIN,C,@ STL,6,Miles Mikolas,R, ,,,,,700,-37,,,3.38,-0.22,107,0.234,0.318,0.187,0.303,0.421,0.724,0.25,0.09,0.264,5.95,2.2,16,0.250,0.298,0.188,0.250,0.438,0.688,0.31,0.00,0.300,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Jackie Bradley,$3.5K,L,BOS,OF,@ OAK,1,Daniel Mengden,R,,,,,,800,-15,,,4.47,-0.11,431,0.230,0.304,0.171,0.290,0.401,0.691,0.23,0.08,0.266,7.66,2.19,49,0.245,0.341,0.204,0.327,0.449,0.776,0.11,0.11,0.244,49,0.245,0.341,0.204,0.327,0.449,0.776,0.11,0.11,0.244,13,0.385,0.567,0.538,0.429,0.923,1.352,0.00,0.07,0.273
Eduardo Escobar,$3.1K,S,MIN,SS,@ TBR,6,Yonny Chirinos,R,,,,,,200,-2,,,4.06,0.09,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.79,2.19,40,0.300,0.369,0.225,0.341,0.525,0.866,0.25,0.07,0.379,40,0.300,0.369,0.225,0.341,0.525,0.866,0.25,0.07,0.379,11,0.273,0.311,0.091,0.333,0.364,0.697,0.17,0.08,0.333
Cody Bellinger,$4.1K,L,LAD,1B,WAS,4,Jeremy Hellickson,R,,,,,,300,2,,,4.67,0.11,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.99,2.19,51,0.353,0.402,0.196,0.377,0.549,0.926,0.19,0.04,0.410,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Jacob Nottingham,$2.4K,R,MIL,C,MIA,8,Caleb Smith,L,,,,,,400,-29,,,5.23, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.25,2.19,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
C.J. Cron,$3.3K,R,TBR,1B,MIN,2,Phil Hughes,R, ,,,,,300,-1,,,4.44,-0.09,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.19,2.18,46,0.174,0.221,0.130,0.204,0.304,0.508,0.31,0.04,0.226,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Jesse Winker,$2.9K,L,CIN,OF,@ STL,2,Miles Mikolas,R,,,,,,300,10,,,3.38,-0.22,139,0.338,0.425,0.194,0.439,0.532,0.971,0.18,0.15,0.392,6.32,2.18,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Joseph Wendle,$2.8K,L,TBR,2B,MIN,6,Phil Hughes,R,,,,,, ,8,,,4.44,-0.09,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.11,2.18,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Lorenzo Cain,$4.3K,R,MIL,OF,MIA,1,Caleb Smith,L,,,,,,600,-1,,,5.23, ,148,0.291,0.375,0.209,0.360,0.500,0.860,0.13,0.10,0.306,9.34,2.17,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,2,1.000,1.354,2.000,1.000,3.000,4.000,0.00,0.33,1.000
Victor Martinez,$3.2K,S,DET,1B,KCR,5,Eric Skoglund,L,,,,,,600,-5,,,5.07,0.36,104,0.250,0.276,0.067,0.297,0.317,0.614,0.14,0.06,0.284,6.93,2.17,9,0.222,0.240,0.111,0.222,0.333,0.555,0.11,0.00,0.250,9,0.222,0.240,0.111,0.222,0.333,0.555,0.11,0.00,0.250,3,0.333,0.296,-0.000,0.333,0.333,0.666,0.00,0.00,0.333
Andrew McCutchen,$3.5K,R,SFG,OF,@ LAA,3,Jaime Barria,R, ,,,,, ,11,,,4.41,0.23,485,0.256,0.327,0.158,0.326,0.414,0.740,0.18,0.10,0.286,7.6,2.17,38,0.211,0.273,0.105,0.286,0.316,0.602,0.21,0.10,0.250,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9,0.222,0.322,0.111,0.364,0.333,0.697,0.18,0.18,0.286
Max Kepler,$3.2K,L,MIN,OF,@ TBR,7,Yonny Chirinos,R,,,,,,800,-17,,,4.06,0.09,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.93,2.17,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9,0.444,0.463,0.112,0.500,0.556,1.056,0.00,0.10,0.444
Kolten Wong,$2.7K,L,STL,2B,CIN,7,Luis Castillo,R,,,,,,500,3,,,4.12,-0.28,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.86,2.17,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
