Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Logan Morrison,$3.3K,L,MIN,1B,@ CHW,5,Lucas Giolito,R,,,,,,700,4,,,4.94,-0.07,557,0.226,0.346,0.259,0.318,0.485,0.803,23.00,12.70,0.232,9.32,2.82,49,0.122,0.199,0.143,0.185,0.265,0.450,22.20,5.60,0.111,22,0.136,0.208,0.136,0.200,0.273,0.473,16.00,4.00,0.111,12,0.167,0.244,0.25,0.167,0.417,0.584,16.70,0.00,0.111
Matt Olson,$4.0K,L,OAK,1B,@ DET,5,Michael Fulmer,R,,,,,,200,9,,,4.58,0.16,339,0.254,0.391,0.330,0.339,0.584,0.923,27.20,10.60,0.260,9.63,2.41,56,0.214,0.384,0.375,0.323,0.589,0.912,18.50,10.80,0.135,24,0.292,0.412,0.25,0.414,0.542,0.956,6.90,13.80,0.250,20,0.300,0.420,0.3,0.391,0.600,0.991,4.30,13.00,0.235
Orlando Arcia,$2.7K,R,MIL,SS,@ CIN,8,Anthony DeSclafani,R, ,,,,,700,-5,,,4.58,0.15,542,0.268,0.299,0.127,0.296,0.395,0.691,19.80,5.20,0.311,6.43,2.38,44,0.205,0.180,0,0.205,0.205,0.410,25.00,0.00,0.273,18,0.167,0.146,0,0.167,0.167,0.334,22.20,0.00,0.214,5,0.000,0,0,0.000,0.000,0.000,20.00,0.00,0.000
Robbie Grossman,$3.0K,S,MIN,OF,@ CHW,1,Lucas Giolito,R,,,,,,600,6,,,4.94,-0.07,400,0.240,0.318,0.14,0.335,0.380,0.715,20.00,12.70,0.286,7.12,2.37,50,0.240,0.322,0.14,0.333,0.380,0.713,17.20,13.80,0.282,18,0.333,0.386,0.167,0.400,0.500,0.900,20.00,10.00,0.429,6,0.333,0.438,0.167,0.500,0.500,1.000,25.00,25.00,0.500
Ian Kinsler,$3.8K,R,LAA,2B,@ BOS,1,Brian Johnson,L,,,,,,700,2,,,4.78,-0.14,183,0.240,0.318,0.197,0.302,0.437,0.739,10.10,8.00,0.237,8.95,2.36,23,0.217,0.276,0.174,0.250,0.391,0.641,4.20,4.20,0.190,7,0.286,0.251,0,0.286,0.286,0.572,0.00,0.00,0.286,3,0.667,0.586,0,0.667,0.667,1.334,0.00,0.00,0.667
Dustin Fowler,$3.6K,L,OAK,OF,@ DET,1,Michael Fulmer,R,,,,,,800,-1,,,4.58,0.16,111,0.270,0.320,0.162,0.305,0.432,0.737,19.30,5.00,0.306,8.34,2.32,67,0.313,0.344,0.164,0.329,0.478,0.807,22.90,1.40,0.367,27,0.333,0.322,0.074,0.345,0.407,0.752,27.60,3.40,0.450,21,0.333,0.330,0.095,0.348,0.429,0.777,30.40,4.30,0.467
Chris Herrmann,$2.6K,L,SEA,C/OF,@ BAL,7,Jimmy Yacabonis,R,,,,,,300,-15,,,5.73,0.63,189,0.190,0.288,0.159,0.297,0.349,0.646,26.00,13.20,0.224,6,2.31,4,0.250,0.376,0,0.500,0.250,0.750,0.00,33.30,0.250,4,0.250,0.376,0,0.500,0.250,0.750,0.00,33.30,0.250,4,0.250,0.376,0,0.500,0.250,0.750,0.00,33.30,0.250
John Hicks,$3.2K,R,DET,1B/C,OAK,4,Sean Manaea,L,,,,,,700,2,,,4.42,0.34,105,0.267,0.343,0.190,0.339,0.457,0.796,28.20,10.30,0.348,7.36,2.3,8,0.250,0.272,0,0.333,0.250,0.583,33.30,11.10,0.400,1,0.000,0.344,0,0.500,0.000,0.500,50.00,50.00,0.000,1,0.000,0,0,0.000,0.000,0.000,100.00,0.00,0.000
Logan Forsythe,$2.9K,R,LAD,2B/3B,CHC,7,Jose Quintana,L,,,,,,700,5,,,4.28,-0.05,187,0.262,0.345,0.139,0.374,0.401,0.775,21.00,15.20,0.328,6.63,2.29,27,0.259,0.312,0.185,0.286,0.444,0.730,21.40,3.60,0.300,14,0.357,0.367,0.143,0.357,0.500,0.857,21.40,0.00,0.455,3,0.000,0,0,0.000,0.000,0.000,100.00,0.00,0.000
Chris Davis,$3.0K,L,BAL,1B,SEA,5,Mike Leake,R,,,,,,900,-8,,,4.77,0.37,478,0.199,0.293,0.190,0.274,0.389,0.663,36.50,10.90,0.272,6.84,2.28,32,0.156,0.202,0.125,0.182,0.281,0.463,47.10,2.90,0.267,12,0.167,0.309,0.333,0.231,0.500,0.731,42.90,7.10,0.200,12,0.167,0.309,0.333,0.231,0.500,0.731,42.90,7.10,0.200
