Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Adrian Beltre,$3.2K,R,TEX,3B,OAK,4,Edwin Jackson,R, ,,,,,400,5,,,5.4,-0.5,454,0.280,0.345,0.181,0.340,0.460,0.800,16.90,9.00,0.304,8.29,2.59,46,0.130,0.156,0.087,0.146,0.217,0.363,29.20,2.10,0.156,23,0.217,0.247,0.174,0.208,0.391,0.599,16.70,0.00,0.211,14,0.214,0.278,0.286,0.200,0.500,0.700,13.30,0.00,0.167
Hunter Dozier,$2.9K,R,KCR,1B,DET,6,Matt Boyd,L,,,,,,800,-8,,,4.62,0.29,50,0.200,0.293,0.06,0.322,0.260,0.582,30.50,20.30,0.312,7.33,2.53,18,0.056,0.208,0,0.227,0.056,0.283,40.90,27.30,0.111,3,0.000,0.393,0,0.400,0.000,0.400,0.00,80.00,0.000,2,0.000,0.344,0,0.333,0.000,0.333,0.00,66.70,0.000
Ronny Rodriguez,$2.9K,R,DET,2B/3B,@ KCR,6,Danny Duffy,L,,,,,,600,5,,,4.38,0.21,18,0.278,0.244,0,0.278,0.278,0.556,33.30,0.00,0.417,7.35,2.53,11,0.273,0.240,0,0.273,0.273,0.546,36.40,0.00,0.429,10,0.300,0.264,0,0.300,0.300,0.600,40.00,0.00,0.500,5,0.200,0.176,0,0.200,0.200,0.400,40.00,0.00,0.333
Gerardo Parra,$3.5K,L,COL,OF,HOU,6,Charlie Morton,R,,,,,,300,33,,,4.37,-0.39,504,0.310,0.348,0.147,0.350,0.456,0.806,15.60,6.50,0.345,8.71,2.49,37,0.270,0.319,0.054,0.364,0.324,0.688,20.00,15.60,0.345,20,0.250,0.328,0.05,0.375,0.300,0.675,32.00,20.00,0.417,9,0.111,0.245,0,0.333,0.111,0.444,38.50,23.10,0.250
Rosell Herrera,$3.1K,S,KCR,OF,DET,2,Matt Boyd,L,,,,,,600,10,,,4.62,0.29,31,0.290,0.305,0.065,0.333,0.355,0.688,8.80,2.90,0.321,7.57,2.44,19,0.211,0.252,0.053,0.286,0.263,0.549,9.10,4.50,0.235,6,0.500,0.475,0,0.571,0.500,1.071,0.00,14.30,0.500,6,0.500,0.475,0,0.571,0.500,1.071,0.00,14.30,0.500
Wilmer Flores,$3.2K,R,NYM,1B/3B,SDP,3,Clayton Richard,L,,,,,,500,7,,,4.08, ,185,0.265,0.322,0.195,0.300,0.459,0.759,13.50,5.00,0.266,7.74,2.42,15,0.333,0.341,0.067,0.375,0.400,0.775,6.20,6.20,0.357,8,0.250,0.272,0,0.333,0.250,0.583,11.10,11.10,0.286,7,0.286,0.306,0,0.375,0.286,0.661,12.50,12.50,0.333
Curtis Granderson,$3.9K,L,TOR,OF,MIN,1,Ervin Santana,R,,,,,,1100,-7,,,4.65,0.02,580,0.219,0.339,0.226,0.331,0.445,0.776,25.20,14.40,0.255,9.38,2.41,52,0.135,0.194,0.077,0.211,0.212,0.423,24.60,10.50,0.184,25,0.080,0.108,0.04,0.115,0.120,0.235,26.90,7.70,0.111,15,0.133,0.176,0.067,0.188,0.200,0.388,18.80,12.50,0.167
Brad Miller,$2.9K,L,MIL,1B/2B,WAS,7,Tanner Roark,R,,,,,,700,16,,,5,0.32,439,0.219,0.311,0.144,0.331,0.362,0.693,29.20,16.00,0.300,6.88,2.37,54,0.222,0.261,0.111,0.263,0.333,0.596,42.10,7.00,0.379,15,0.133,0.153,0,0.188,0.133,0.321,43.80,6.20,0.250,5,0.200,0.261,0,0.333,0.200,0.533,16.70,16.70,0.250
Rougned Odor,$3.9K,L,TEX,2B,OAK,2,Edwin Jackson,R,,,,,,300,8,,,5.4,-0.5,620,0.232,0.310,0.206,0.284,0.439,0.723,25.40,7.30,0.267,9.19,2.36,47,0.404,0.470,0.277,0.442,0.681,1.123,25.00,5.80,0.500,23,0.391,0.375,0.087,0.400,0.478,0.878,32.00,0.00,0.562,17,0.471,0.411,0.059,0.444,0.529,0.973,27.80,0.00,0.615
Brandon Belt,$3.7K,L,SFG,1B,@ SEA,4,Mike Leake,R,,,,,,800,3,,,3.94,-0.04,454,0.271,0.389,0.244,0.381,0.515,0.896,22.20,17.70,0.315,8.66,2.34,51,0.275,0.366,0.176,0.383,0.451,0.834,20.00,20.00,0.324,16,0.062,0.216,0.188,0.211,0.250,0.461,36.80,15.80,0.000,9,0.111,0.273,0.333,0.200,0.444,0.644,40.00,10.00,0.000
Niko Goodrum,$3.5K,S,DET,2B/OF,@ KCR,2,Danny Duffy,L,,,,,,700,8,,,4.38,0.21,78,0.269,0.318,0.115,0.337,0.385,0.722,25.60,9.30,0.364,8.12,2.32,35,0.314,0.319,0.086,0.333,0.400,0.733,30.60,2.80,0.458,14,0.071,0.063,0,0.071,0.071,0.142,50.00,0.00,0.143,9,0.111,0.098,0,0.111,0.111,0.222,44.40,0.00,0.200
Brandon Crawford,$3.2K,L,SFG,SS,@ SEA,6,Mike Leake,R,,,,,,300,10,,,3.94,-0.04,591,0.267,0.325,0.154,0.328,0.421,0.749,21.00,10.20,0.318,7.43,2.32,48,0.104,0.229,0.083,0.259,0.188,0.447,25.90,25.90,0.125,18,0.000,0.125,0,0.182,0.000,0.182,31.80,27.30,0.000,10,0.000,0.062,0,0.091,0.000,0.091,36.40,9.10,0.000
Nelson Cruz,$4.2K,R,SEA,OF,SFG,4,Derek Holland,L,,,,,,500,18,,,4.56,0.04,210,0.248,0.397,0.257,0.403,0.505,0.908,20.10,23.10,0.259,9.65,2.3,12,0.083,0.196,0,0.267,0.083,0.350,40.00,26.70,0.167,6,0.167,0.224,0,0.286,0.167,0.453,42.90,14.30,0.333,3,0.333,0.293,0,0.333,0.333,0.666,33.30,0.00,0.500
Robinson Chirinos,$3.1K,R,TEX,C,OAK,7,Edwin Jackson,R, ,,,,,500,-21,,,5.4,-0.5,374,0.214,0.334,0.225,0.323,0.439,0.762,32.00,9.80,0.279,7.1,2.29,34,0.235,0.347,0.265,0.316,0.500,0.816,26.30,10.50,0.273,15,0.267,0.375,0.2,0.389,0.467,0.856,16.70,16.70,0.273,10,0.200,0.358,0.3,0.333,0.500,0.833,16.70,16.70,0.143
