Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Trey Mancini,$3.8K,R,BAL,1B/OF,@ CHW,1,Hector Santiago,L,,,,,,800,-13,,,4.57,-0.1,217,0.286,0.325,0.147,0.316,0.433,0.749,22.80,5.70,0.342,9.32,2.45,28,0.250,0.358,0.25,0.323,0.500,0.823,16.10,12.90,0.238,20,0.250,0.329,0.15,0.318,0.400,0.718,13.60,13.60,0.250,10,0.100,0.189,0,0.182,0.100,0.282,18.20,18.20,0.125
Matthew Szczur,$2.8K,R,SDP,OF,@ WAS,1,Gio Gonzalez,L,,,,,,800,-4,,,3.39,-0.01,80,0.212,0.332,0.163,0.364,0.375,0.739,23.50,17.30,0.259,6.79,2.43,9,0.444,0.610,0.556,0.545,1.000,1.545,18.20,18.20,0.500,4,0.250,0.385,0.25,0.400,0.500,0.900,20.00,20.00,0.333,2,0.500,0.616,0.5,0.500,1.000,1.500,0.00,0.00,0.500
Jarrod Dyson,$2.9K,L,ARI,OF,@ MIL,6,Chase Anderson,R,,,,,,500,2,,,4.26,0.2,373,0.255,0.301,0.115,0.314,0.370,0.684,14.30,7.50,0.285,7.03,2.42,45,0.267,0.324,0.133,0.327,0.400,0.727,16.30,10.20,0.286,17,0.412,0.396,0,0.474,0.412,0.886,15.80,10.50,0.500,10,0.400,0.408,0,0.500,0.400,0.900,16.70,16.70,0.500
Byron Buxton,$2.9K,R,MIN,OF,DET,9,Blaine Hardy,L,,,,,,700,-8,,,5.08,-0.24,146,0.267,0.319,0.130,0.323,0.397,0.720,26.50,10.50,0.354,7.01,2.42,6,0.000,0,0,0.000,0.000,0.000,66.70,0.00,0.000,6,0.000,0,0,0.000,0.000,0.000,66.70,0.00,0.000,4,0.000,0,0,0.000,0.000,0.000,75.00,0.00,0.000
Starlin Castro,$3.3K,R,MIA,2B,@ NYM,3,Jason Vargas,L,,,,,,100,3,,,4,-0.01,151,0.325,0.354,0.113,0.376,0.437,0.813,18.80,9.10,0.395,7.94,2.41,23,0.217,0.217,0.043,0.240,0.261,0.501,24.00,4.00,0.278,16,0.125,0.110,0,0.125,0.125,0.250,31.20,0.00,0.182,7,0.143,0.125,0,0.143,0.143,0.286,42.90,0.00,0.250
Didi Gregorius,$4.2K,L,NYY,SS,@ TEX,4,Bartolo Colon,R,,,,,,400,-1,,,5.68,0.18,545,0.281,0.354,0.248,0.319,0.528,0.847,12.40,7.10,0.268,10.06,2.4,64,0.188,0.258,0.219,0.212,0.406,0.618,19.10,5.90,0.170,23,0.043,0.065,0,0.083,0.043,0.126,16.70,4.20,0.053,4,0.000,0,0,0.000,0.000,0.000,25.00,0.00,0.000
Asdrubal Cabrera,$3.5K,S,NYM,2B,MIA,2,Elieser Hernandez,R,,,,,,-400,7,,,4.5,0.01,465,0.256,0.329,0.181,0.330,0.437,0.767,16.50,9.20,0.283,8.37,2.39,56,0.268,0.337,0.214,0.317,0.482,0.799,20.00,6.70,0.310,24,0.250,0.281,0.125,0.280,0.375,0.655,16.00,4.00,0.300,6,0.167,0.205,0.167,0.167,0.333,0.500,0.00,0.00,0.167
Yoan Moncada,$4.0K,S,CHW,2B,BAL,1,Andrew Cashner,R,,,,,,400,-1,,,4.43,-0.4,230,0.265,0.372,0.239,0.369,0.504,0.873,32.30,13.40,0.374,9.56,2.39,46,0.370,0.462,0.326,0.420,0.696,1.116,26.00,8.00,0.467,16,0.375,0.392,0.125,0.412,0.500,0.912,11.80,5.90,0.429,16,0.375,0.392,0.125,0.412,0.500,0.912,11.80,5.90,0.429
Rougned Odor,$2.9K,L,TEX,2B,NYY,7,Masahiro Tanaka,R,,,,,,400,3,,,3.82,-0.18,503,0.217,0.286,0.203,0.257,0.419,0.676,25.40,5.90,0.243,6.83,2.36,27,0.111,0.144,0.074,0.143,0.185,0.328,42.90,3.60,0.200,27,0.111,0.144,0.074,0.143,0.185,0.328,42.90,3.60,0.200,20,0.100,0.150,0.1,0.143,0.200,0.343,33.30,4.80,0.154
Pedro Severino,$2.8K,R,WAS,C,SDP,5,Robbie Erlin,L,,,,,,600,-16,,,4.61,0.01,28,0.321,0.312,0.036,0.355,0.357,0.712,29.00,3.20,0.450,6.62,2.36,12,0.333,0.353,0.083,0.385,0.417,0.802,23.10,0.00,0.444,7,0.286,0.301,0.143,0.286,0.429,0.715,28.60,0.00,0.400,3,0.000,0,0,0.000,0.000,0.000,33.30,0.00,0.000
Gerardo Parra,$3.1K,L,COL,OF,@ LAD,4,Walker Buehler,R,,,,,,600,2,,,2.98,-0.19,391,0.292,0.325,0.146,0.324,0.437,0.761,14.30,5.50,0.317,7.29,2.35,46,0.413,0.441,0.174,0.449,0.587,1.036,8.30,6.20,0.439,26,0.346,0.360,0.154,0.346,0.500,0.846,12.00,0.00,0.364,14,0.357,0.417,0.286,0.357,0.643,1.000,7.70,0.00,0.333
Jonathan Schoop,$3.9K,R,BAL,2B,@ CHW,4,Hector Santiago,L,,,,,,800,-2,,,4.57,-0.1,183,0.295,0.377,0.240,0.360,0.536,0.896,23.20,8.40,0.346,9.09,2.33,18,0.222,0.245,0,0.300,0.222,0.522,15.00,10.00,0.267,18,0.222,0.245,0,0.300,0.222,0.522,15.00,10.00,0.267,10,0.100,0.143,0,0.182,0.100,0.282,18.20,9.10,0.125
Michael Taylor,$3.0K,R,WAS,OF,SDP,8,Robbie Erlin,L,,,,,,600, ,,,4.61,0.01,141,0.277,0.335,0.213,0.301,0.489,0.790,32.20,5.40,0.372,6.97,2.32,23,0.217,0.302,0.304,0.217,0.522,0.739,28.00,4.00,0.214,12,0.167,0.146,0,0.167,0.167,0.334,28.60,7.10,0.250,4,0.000,0,0,0.000,0.000,0.000,40.00,20.00,0.000
Mark Trumbo,$3.4K,R,BAL,1B,@ CHW,6,Hector Santiago,L,,,,,,700,-13,,,4.57,-0.1,173,0.266,0.310,0.156,0.298,0.422,0.720,23.20,5.00,0.309,7.82,2.3,23,0.217,0.206,0.043,0.217,0.261,0.478,30.40,0.00,0.312,20,0.150,0.149,0.05,0.150,0.200,0.350,35.00,0.00,0.231,9,0.111,0.097,0,0.111,0.111,0.222,44.40,0.00,0.200
Michael Conforto,$3.9K,L,NYM,OF,MIA,4,Elieser Hernandez,R,,,,,,600, ,,,4.5,0.01,368,0.283,0.389,0.25,0.379,0.533,0.912,21.80,14.70,0.319,8.93,2.29,51,0.275,0.327,0.137,0.339,0.412,0.751,21.40,8.90,0.324,28,0.357,0.415,0.25,0.379,0.607,0.986,13.80,3.40,0.364,9,0.444,0.390,0,0.444,0.444,0.888,0.00,0.00,0.444
Andrew Susac,$2.8K,R,BAL,C,@ CHW,9,Hector Santiago,L,,,,,,800,-23,,,4.57,-0.1,9,0.222,0.234,0.111,0.222,0.333,0.555,33.30,0.00,0.333,6.39,2.28,9,0.222,0.234,0.111,0.222,0.333,0.555,33.30,0.00,0.333,9,0.222,0.234,0.111,0.222,0.333,0.555,33.30,0.00,0.333,9,0.222,0.234,0.111,0.222,0.333,0.555,33.30,0.00,0.333
Brian Anderson,$3.3K,R,MIA,3B/OF,@ NYM,4,Jason Vargas,L,,,,,,100,3,,,4,-0.01,75,0.293,0.342,0.133,0.361,0.427,0.788,21.70,9.60,0.375,7.48,2.27,26,0.269,0.331,0.115,0.367,0.385,0.752,16.70,13.30,0.333,20,0.300,0.333,0.15,0.333,0.450,0.783,9.50,4.80,0.333,9,0.333,0.292,0,0.333,0.333,0.666,11.10,0.00,0.375
Joc Pederson,$3.5K,L,LAD,OF,COL,1,German Marquez,R,,,,,,900,-7,,,4.02,-0.31,329,0.234,0.342,0.207,0.345,0.441,0.786,18.60,12.60,0.264,7.96,2.27,64,0.297,0.371,0.172,0.392,0.469,0.861,16.00,13.30,0.365,33,0.212,0.265,0.152,0.257,0.364,0.621,8.30,8.30,0.233,17,0.294,0.379,0.294,0.333,0.588,0.921,11.10,5.60,0.333
Yolmer Sanchez,$3.4K,S,CHW,3B,BAL,2,Andrew Cashner,R,,,,,,700,-5,,,4.43,-0.4,485,0.280,0.328,0.161,0.323,0.441,0.764,18.70,5.90,0.326,7.73,2.27,65,0.323,0.359,0.185,0.343,0.508,0.851,11.90,3.00,0.357,29,0.276,0.316,0.172,0.300,0.448,0.748,13.30,3.30,0.292,14,0.143,0.237,0.214,0.200,0.357,0.557,13.30,6.70,0.091
Mitch Garver,$3.1K,R,MIN,C,DET,5,Blaine Hardy,L,,,,,,1000,-26,,,5.08,-0.24,45,0.200,0.243,0.111,0.250,0.311,0.561,31.90,6.40,0.300,7.03,2.27,15,0.200,0.199,0.067,0.200,0.267,0.467,28.60,0.00,0.273,7,0.143,0.176,0.143,0.143,0.286,0.429,42.90,0.00,0.250,6,0.167,0.205,0.167,0.167,0.333,0.500,50.00,0.00,0.333
Jorge Alfaro,$3.0K,R,PHI,C,ATL,6,Michael Foltynewicz,R, ,,,,,800,-19,,,4.32,-0.37,148,0.311,0.365,0.196,0.350,0.507,0.857,34.80,3.20,0.447,6.75,2.25,43,0.279,0.322,0.163,0.311,0.442,0.753,41.30,6.50,0.455,20,0.350,0.358,0.05,0.409,0.400,0.809,31.80,9.10,0.538,10,0.400,0.414,0.1,0.455,0.500,0.955,27.30,9.10,0.571
Carlos Santana,$4.2K,S,PHI,1B,ATL,5,Michael Foltynewicz,R,,,,,,300, ,,,4.32,-0.37,485,0.243,0.347,0.221,0.344,0.464,0.808,16.90,13.90,0.260,9.41,2.24,65,0.231,0.355,0.308,0.306,0.538,0.844,12.90,12.90,0.212,31,0.258,0.394,0.355,0.324,0.613,0.937,14.30,14.30,0.217,17,0.118,0.247,0.176,0.211,0.294,0.505,20.00,20.00,0.083
Lewis Brinson,$2.7K,R,MIA,OF,@ NYM,8,Jason Vargas,L,,,,,,300,12,,,4,-0.01,61,0.230,0.299,0.197,0.277,0.426,0.703,21.20,7.60,0.233,6.05,2.24,24,0.292,0.317,0.125,0.320,0.417,0.737,12.00,4.00,0.300,17,0.294,0.323,0.176,0.294,0.471,0.765,11.80,0.00,0.286,7,0.286,0.251,0,0.286,0.286,0.572,14.30,0.00,0.333
Chris Owings,$3.2K,R,ARI,2B/OF,@ MIL,2,Chase Anderson,R, ,,,,,900,-35,,,4.26,0.2,348,0.261,0.309,0.164,0.299,0.425,0.724,23.10,5.40,0.315,7.16,2.24,42,0.143,0.201,0.048,0.234,0.190,0.424,19.10,10.60,0.182,21,0.143,0.151,0,0.182,0.143,0.325,18.20,4.50,0.176,9,0.222,0.245,0,0.300,0.222,0.522,10.00,10.00,0.250
Cody Bellinger,$4.0K,L,LAD,1B,COL,5,German Marquez,R,,,,,,400,-3,,,4.02,-0.31,473,0.258,0.363,0.290,0.315,0.548,0.863,26.10,11.60,0.290,8.93,2.23,68,0.206,0.295,0.235,0.257,0.441,0.698,25.70,8.10,0.234,39,0.154,0.260,0.256,0.195,0.410,0.605,31.70,7.30,0.167,19,0.105,0.219,0.211,0.150,0.316,0.466,25.00,10.00,0.077
Juan Soto,$2.9K,L,WAS,OF,SDP,6,Robbie Erlin,L, ,,,,,400,8,,,4.61,0.01,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.48,2.23,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Cameron Maybin,$2.9K,R,MIA,OF,@ NYM,6,Jason Vargas,L,,,,,,900,-11,,,4,-0.01,161,0.261,0.283,0.081,0.300,0.342,0.642,18.70,7.00,0.320,6.45,2.22,24,0.250,0.297,0.125,0.280,0.375,0.655,16.00,8.00,0.300,17,0.235,0.273,0.118,0.278,0.353,0.631,11.10,5.60,0.267,8,0.250,0.264,0.125,0.250,0.375,0.625,12.50,0.00,0.286
JaCoby Jones,$2.9K,R,DET,OF,@ MIN,7,Jose Berrios,R, ,,,,,500,2,,,3.42,-0.26,204,0.211,0.261,0.127,0.257,0.338,0.595,33.90,4.60,0.307,6.43,2.22,69,0.217,0.262,0.145,0.239,0.362,0.601,28.20,1.40,0.292,28,0.214,0.271,0.143,0.241,0.357,0.598,27.60,3.40,0.263,16,0.062,0.124,0.188,0.063,0.250,0.313,25.00,0.00,0.000
Danny Valencia,$3.4K,R,BAL,3B,@ CHW,5,Hector Santiago,L,,,,,,400,-1,,,4.57,-0.1,171,0.257,0.338,0.193,0.333,0.450,0.783,18.60,13.10,0.275,7.51,2.21,24,0.333,0.352,0.125,0.360,0.458,0.818,8.00,4.00,0.333,17,0.353,0.374,0.176,0.353,0.529,0.882,0.00,0.00,0.312,9,0.444,0.390,0,0.444,0.444,0.888,0.00,0.00,0.444
Jay Bruce,$3.6K,L,NYM,OF,MIA,3,Elieser Hernandez,R,,,,,,700,-7,,,4.5,0.01,502,0.261,0.357,0.253,0.326,0.514,0.840,21.10,10.40,0.278,7.96,2.21,50,0.300,0.367,0.18,0.364,0.480,0.844,16.40,10.90,0.333,19,0.158,0.264,0.158,0.238,0.316,0.554,19.00,14.30,0.143,10,0.100,0.143,0,0.182,0.100,0.282,27.30,9.10,0.143
Brandon Nimmo,$3.5K,L,NYM,OF,MIA,1,Elieser Hernandez,R,,,,,,200,10,,,4.5,0.01,188,0.293,0.397,0.207,0.421,0.500,0.921,23.60,16.30,0.375,7.7,2.2,36,0.278,0.367,0.139,0.395,0.417,0.812,27.90,14.00,0.391,18,0.333,0.446,0.278,0.455,0.611,1.066,22.70,18.20,0.417,8,0.375,0.492,0.375,0.444,0.750,1.194,22.20,11.10,0.400
Victor Martinez,$3.1K,S,DET,1B,@ MIN,3,Jose Berrios,R,,,,,,800,-5,,,3.42,-0.26,403,0.253,0.306,0.129,0.313,0.382,0.695,13.40,8.90,0.271,6.81,2.2,45,0.244,0.290,0.111,0.306,0.356,0.662,9.80,11.80,0.256,17,0.176,0.204,0.059,0.222,0.235,0.457,10.50,10.50,0.200,10,0.300,0.334,0.1,0.364,0.400,0.764,8.30,16.70,0.333
Delino DeShields,$3.4K,R,TEX,OF,NYY,1,Masahiro Tanaka,R, ,,,,,600,2,,,3.82,-0.18,343,0.257,0.293,0.073,0.329,0.329,0.658,23.50,9.10,0.339,7.43,2.19,79,0.215,0.264,0.089,0.287,0.304,0.591,27.00,7.90,0.296,41,0.146,0.216,0.049,0.255,0.195,0.450,27.10,10.40,0.214,23,0.087,0.182,0.043,0.222,0.130,0.352,32.10,10.70,0.143
Luis Guillorme,$2.7K,L,NYM,2B/SS,MIA,7,Elieser Hernandez,R,,,,,,500,1,,,4.5,0.01,6,0.500,0.498,0.167,0.500,0.667,1.167,0.00,0.00,0.500,5.88,2.18,6,0.500,0.498,0.167,0.500,0.667,1.167,0.00,0.00,0.500,6,0.500,0.498,0.167,0.500,0.667,1.167,0.00,0.00,0.500,5,0.400,0.422,0.2,0.400,0.600,1.000,0.00,0.00,0.400
Trea Turner,$4.8K,R,WAS,SS,SDP,1,Robbie Erlin,L,,,,,,400,-1,,,4.61,0.01,152,0.217,0.269,0.086,0.287,0.303,0.590,15.60,10.20,0.256,10.44,2.18,24,0.125,0.245,0.167,0.192,0.292,0.484,11.10,18.50,0.100,13,0.077,0.224,0.231,0.143,0.308,0.451,7.10,14.30,0.000,4,0.250,0.495,0.75,0.250,1.000,1.250,25.00,0.00,0.000
Tony Wolters,$2.6K,L,COL,C,@ LAD,7,Walker Buehler,R,,,,,,600,-19,,,2.98,-0.19,236,0.216,0.261,0.064,0.285,0.280,0.565,18.90,13.00,0.266,5.63,2.17,35,0.143,0.235,0.171,0.205,0.314,0.519,20.50,7.70,0.115,20,0.100,0.169,0.15,0.100,0.250,0.350,25.00,5.00,0.071,11,0.091,0.080,0,0.091,0.091,0.182,27.30,0.00,0.125
Jon Jay,$3.1K,L,KCR,OF,@ STL,1,Miles Mikolas,R,,,,,,600,2,,,3.45,0.02,431,0.290,0.324,0.090,0.356,0.381,0.737,17.50,6.80,0.355,6.74,2.17,74,0.351,0.346,0.068,0.380,0.419,0.799,14.80,3.70,0.413,42,0.381,0.383,0.119,0.395,0.500,0.895,11.10,2.20,0.432,15,0.400,0.437,0.2,0.438,0.600,1.038,11.80,5.90,0.462
Francisco Pena,$2.7K,R,STL,C,KCR,8,Ian Kennedy,R, ,,,,,700,-20,,,5.05,-0.02,35,0.400,0.469,0.286,0.432,0.686,1.118,25.00,2.80,0.478,5.87,2.17,27,0.333,0.371,0.148,0.379,0.481,0.860,28.60,3.60,0.444,22,0.409,0.437,0.182,0.435,0.591,1.026,22.70,4.50,0.500,14,0.500,0.553,0.286,0.533,0.786,1.319,26.70,6.70,0.667
Greg Garcia,$2.7K,L,STL,2B/SS,KCR,7,Ian Kennedy,R,,,,,,600,3,,,5.05,-0.02,254,0.272,0.324,0.087,0.365,0.358,0.723,21.10,12.00,0.349,5.83,2.16,27,0.185,0.169,0,0.200,0.185,0.385,26.70,3.30,0.238,17,0.294,0.267,0,0.316,0.294,0.610,26.30,5.30,0.385,9,0.222,0.175,0,0.200,0.222,0.422,40.00,0.00,0.333
Brett Gardner,$4.2K,L,NYY,OF,@ TEX,1,Bartolo Colon,R,,,,,,1500,-20,,,5.68,0.18,612,0.266,0.339,0.162,0.350,0.428,0.778,18.00,11.50,0.302,9.07,2.16,57,0.228,0.314,0.070,0.361,0.298,0.659,13.90,18.10,0.265,20,0.350,0.458,0.2,0.480,0.550,1.030,12.00,28.00,0.412,5,0.200,0.175,0,0.200,0.200,0.400,20.00,0.00,0.250
Ketel Marte,$2.7K,S,ARI,2B,@ MIL,5,Chase Anderson,R,,,,,,700,1,,,4.26,0.2,266,0.244,0.294,0.113,0.312,0.357,0.669,14.90,8.80,0.277,5.83,2.16,54,0.204,0.248,0.056,0.283,0.259,0.542,15.00,8.30,0.244,30,0.267,0.319,0.1,0.353,0.367,0.720,14.70,8.80,0.320,15,0.133,0.153,0,0.188,0.133,0.321,25.00,6.20,0.182
Isiah Kiner-Falefa,$3.2K,R,TEX,2B/3B,NYY,3,Masahiro Tanaka,R, ,,,,,400,-2,,,3.82,-0.18,89,0.258,0.300,0.124,0.302,0.382,0.684,18.00,4.00,0.300,6.9,2.16,57,0.228,0.290,0.123,0.297,0.351,0.648,13.20,5.90,0.250,24,0.208,0.288,0.083,0.310,0.292,0.602,12.50,6.20,0.238,14,0.214,0.327,0.071,0.368,0.286,0.654,9.50,9.50,0.231
Tim Anderson,$3.3K,R,CHW,SS,BAL,8,Andrew Cashner,R, ,,,,,200,-1,,,4.43,-0.4,543,0.225,0.265,0.140,0.254,0.365,0.619,27.00,3.70,0.281,7.09,2.15,62,0.194,0.267,0.194,0.242,0.387,0.629,26.90,6.00,0.220,21,0.143,0.242,0.143,0.250,0.286,0.536,33.30,12.50,0.167,9,0.111,0.097,0,0.111,0.111,0.222,22.20,0.00,0.143
Matt Carpenter,$3.4K,L,STL,2B/3B,KCR,2,Ian Kennedy,R,,,,,, ,3,,,5.05,-0.02,504,0.240,0.359,0.220,0.368,0.460,0.828,20.70,17.20,0.272,7.32,2.15,59,0.220,0.313,0.169,0.324,0.390,0.714,26.50,11.80,0.300,34,0.265,0.317,0.147,0.324,0.412,0.736,27.00,8.10,0.375,23,0.391,0.442,0.217,0.440,0.609,1.049,16.00,8.00,0.474
Joey Rickard,$2.9K,R,BAL,OF,@ CHW,8,Hector Santiago,L,,,,,,-200,21,,,4.57,-0.1,139,0.273,0.299,0.108,0.306,0.381,0.687,17.60,5.40,0.321,6.19,2.13,15,0.267,0.353,0.2,0.313,0.467,0.780,18.80,12.50,0.273,11,0.273,0.339,0.273,0.273,0.545,0.818,18.20,0.00,0.250,9,0.222,0.195,0,0.222,0.222,0.444,22.20,0.00,0.286
Alex Gordon,$3.0K,L,KCR,OF,@ STL,7,Miles Mikolas,R,,,,,,600, ,,,3.45,0.02,447,0.221,0.275,0.130,0.281,0.351,0.632,24.30,7.30,0.273,6.39,2.13,66,0.288,0.351,0.182,0.347,0.470,0.817,16.70,6.90,0.314,31,0.194,0.271,0.129,0.286,0.323,0.609,25.00,13.90,0.238,11,0.091,0.201,0.091,0.231,0.182,0.413,30.80,15.40,0.143
Max Kepler,$3.4K,L,MIN,OF,DET,2,Blaine Hardy,L, ,,,,,400,8,,,5.08,-0.24,163,0.196,0.264,0.153,0.261,0.350,0.611,24.90,6.60,0.235,7.24,2.13,28,0.357,0.449,0.321,0.424,0.679,1.103,9.10,12.10,0.333,12,0.417,0.579,0.667,0.467,1.083,1.550,6.70,13.30,0.300,10,0.300,0.421,0.4,0.385,0.700,1.085,7.70,15.40,0.222
Matt Davidson,$3.6K,R,CHW,1B/3B,BAL,5,Andrew Cashner,R, ,,,,,100,8,,,4.43,-0.4,406,0.219,0.308,0.244,0.269,0.463,0.732,37.40,6.60,0.279,7.64,2.12,61,0.279,0.370,0.246,0.343,0.525,0.868,27.50,13.00,0.325,29,0.207,0.333,0.241,0.294,0.448,0.742,26.50,17.60,0.211,17,0.118,0.184,0.059,0.167,0.176,0.343,33.30,11.10,0.182
Neil Walker,$3.4K,S,NYY,1B,@ TEX,8,Bartolo Colon,R,,,,,,1200,-11,,,5.68,0.18,399,0.258,0.336,0.160,0.344,0.419,0.763,17.50,12.50,0.289,7.21,2.12,44,0.227,0.298,0.068,0.340,0.295,0.635,20.80,15.10,0.294,17,0.235,0.295,0.118,0.316,0.353,0.669,21.10,10.50,0.308,3,0.000,0,0,0.000,0.000,0.000,33.30,0.00,0.000
Max Muncy,$3.3K,L,LAD,1B/3B,COL,2,German Marquez,R,,,,,,700,1,,,4.02,-0.31,63,0.238,0.351,0.270,0.329,0.508,0.837,26.70,13.30,0.275,6.97,2.11,50,0.260,0.374,0.28,0.356,0.540,0.896,25.00,13.30,0.303,31,0.290,0.406,0.323,0.378,0.613,0.991,24.30,10.80,0.333,14,0.286,0.427,0.357,0.421,0.643,1.064,21.10,15.80,0.300
Johan Camargo,$2.9K,S,ATL,3B/SS,@ PHI,7,Nicholas Pivetta,R,,,,,,100,1,,,4.18,-0.13,208,0.255,0.306,0.120,0.322,0.375,0.697,19.00,9.50,0.309,6.09,2.1,36,0.250,0.398,0.194,0.438,0.444,0.882,10.40,27.10,0.241,23,0.174,0.280,0,0.345,0.174,0.519,13.80,24.10,0.211,11,0.182,0.326,0,0.438,0.182,0.620,13.30,33.30,0.222
