Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Chris Davis,$2.5K,L,BAL,1B,SEA,5,Felix Hernandez,R,,,,,,400,-14,,,4.62,0.19,473,0.199,0.291,0.186,0.273,0.385,0.658,36.20,11.00,0.272,7.12,2.85,34,0.147,0.140,0.029,0.147,0.176,0.323,42.90,2.90,0.263,11,0.091,0.114,0.091,0.091,0.182,0.273,41.70,8.30,0.167,7,0.143,0.179,0.143,0.143,0.286,0.429,25.00,12.50,0.200
Victor Martinez,$2.9K,S,DET,1B,OAK,4,Edwin Jackson,R,,,,,,700,-10,,,4.65,-0.19,477,0.249,0.297,0.115,0.306,0.365,0.671,13.00,8.30,0.269,7.65,2.64,64,0.234,0.244,0.047,0.269,0.281,0.550,11.90,4.50,0.268,33,0.182,0.171,0.030,0.182,0.212,0.394,9.10,0.00,0.200,11,0.182,0.160,0,0.182,0.182,0.364,18.20,0.00,0.222
Matt Joyce,$3.2K,L,OAK,OF,@ DET,2,Jordan Zimmermann,R,,,,,,700,2,,,4.85,0.19,556,0.237,0.344,0.228,0.326,0.466,0.792,21.30,13.10,0.258,7.92,2.48,20,0.050,0.122,0,0.167,0.050,0.217,20.80,12.50,0.062,3,0.000,0.275,0,0.400,0.000,0.400,0.00,40.00,0.000,3,0.000,0.275,0,0.400,0.000,0.400,0.00,40.00,0.000
Jorge Alfaro,$2.8K,R,PHI,C,NYY,8,Jonathan Loaisiga,R, ,,,,,500,-18,,,3.88,-0.29,203,0.296,0.347,0.177,0.332,0.473,0.805,34.30,2.80,0.430,6.89,2.46,43,0.256,0.296,0.140,0.289,0.395,0.684,30.40,2.20,0.379,18,0.167,0.167,0.056,0.167,0.222,0.389,31.60,5.30,0.250,10,0.200,0.176,0,0.200,0.200,0.400,18.20,9.10,0.250
Greg Garcia,$2.7K,L,STL,2B/SS,CLE,2,Mike Clevinger,R,,,,,,600,8,,,3.84,-0.23,283,0.279,0.331,0.085,0.373,0.364,0.737,20.10,12.30,0.355,6.59,2.44,26,0.346,0.390,0.077,0.452,0.423,0.875,9.70,16.10,0.391,13,0.385,0.409,0.077,0.467,0.462,0.929,6.70,13.30,0.417,10,0.400,0.416,0.1,0.455,0.500,0.955,9.10,9.10,0.444
Dexter Fowler,$2.9K,S,STL,OF,CLE,6,Mike Clevinger,R,,,,,,300,18,,,3.84,-0.23,484,0.238,0.336,0.205,0.329,0.442,0.771,21.20,12.90,0.270,6.9,2.38,48,0.188,0.235,0.062,0.250,0.250,0.500,26.40,9.40,0.265,22,0.136,0.236,0.091,0.240,0.227,0.467,26.90,15.40,0.200,14,0.143,0.268,0.143,0.250,0.286,0.536,23.50,17.60,0.200
Adam Jones,$3.5K,R,BAL,OF,SEA,2,Felix Hernandez,R, ,,,,,600,8,,,4.62,0.19,668,0.290,0.343,0.192,0.318,0.482,0.800,17.80,3.30,0.317,8.21,2.35,65,0.369,0.399,0.123,0.423,0.492,0.915,12.70,5.60,0.418,34,0.382,0.414,0.118,0.447,0.500,0.947,15.80,5.30,0.464,16,0.375,0.448,0.188,0.474,0.563,1.037,21.10,5.30,0.500
Justin Bour,$3.4K,L,MIA,1B,ARI,3,Shelby Miller,R,,,,,,400,8,,,3.81,-0.27,450,0.284,0.385,0.253,0.361,0.538,0.899,21.30,13.50,0.314,8,2.35,54,0.296,0.387,0.204,0.391,0.500,0.891,29.20,15.40,0.412,25,0.280,0.419,0.28,0.419,0.560,0.979,32.30,19.40,0.385,9,0.333,0.414,0,0.538,0.333,0.871,30.80,30.80,0.600
Luis Guillorme,$2.5K,L,NYM,2B/3B,PIT,8,Jameson Taillon,R,,,,,,500,11,,,3.67,-0.02,34,0.147,0.210,0.029,0.256,0.176,0.432,5.10,12.80,0.156,5.86,2.34,18,0.111,0.205,0,0.273,0.111,0.384,0.00,18.20,0.111,2,0.000,0.412,0,0.600,0.000,0.600,0.00,60.00,0.000,0,0.000,0,0,1.000,0.000,1.000,0.00,0.00,0.000
Jonathan Lucroy,$2.9K,R,OAK,C,@ DET,8,Jordan Zimmermann,R, ,,,,,600,-19,,,4.85,0.19,459,0.277,0.324,0.111,0.345,0.388,0.733,12.20,8.70,0.307,6.74,2.32,46,0.239,0.265,0.065,0.294,0.304,0.598,19.60,7.80,0.297,16,0.125,0.191,0,0.250,0.125,0.375,10.00,15.00,0.133,4,0.000,0.196,0,0.286,0.000,0.286,0.00,28.60,0.000
