Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Andrew McCutchen,$4.0K,R,SFG,OF,@ COL,3,Tyler Anderson,L,,,,,,-100,26,,,5.08,-0.53,241,0.307,0.415,0.286,0.379,0.593,0.972,18.90,12.00,0.339,10.63,2.66,38,0.342,0.396,0.211,0.375,0.553,0.928,15.00,5.00,0.387,20,0.300,0.319,0.1,0.333,0.400,0.733,14.30,4.80,0.353,12,0.250,0.251,0.083,0.250,0.333,0.583,16.70,0.00,0.300
Gorkys Hernandez,$3.7K,R,SFG,OF,@ COL,1,Tyler Anderson,L,,,,,,-100,32,,,5.08,-0.53,222,0.243,0.289,0.117,0.294,0.360,0.654,24.80,7.90,0.316,9.83,2.66,33,0.212,0.314,0.242,0.257,0.455,0.712,22.20,8.30,0.217,17,0.294,0.439,0.471,0.294,0.765,1.059,17.60,0.00,0.250,9,0.222,0.325,0.333,0.222,0.556,0.778,0.00,0.00,0.125
Noel Cuevas,$3.3K,R,COL,OF,SFG,7,Andrew Suarez,L,,,,,,300,25,,,5.42,-0.47,65,0.262,0.273,0.062,0.294,0.323,0.617,11.80,2.90,0.286,8.37,2.54,24,0.208,0.218,0.042,0.240,0.250,0.490,24.00,4.00,0.278,16,0.250,0.269,0.062,0.294,0.313,0.607,29.40,5.90,0.364,10,0.200,0.256,0.1,0.273,0.300,0.573,36.40,9.10,0.333
Eduardo Nunez,$3.4K,R,BOS,2B/SS,@ WAS,6,Erick Fedde,R, ,,,,,900,1,,,4.76,0.09,534,0.301,0.332,0.144,0.326,0.446,0.772,13.60,2.90,0.326,8.57,2.52,40,0.200,0.239,0.075,0.256,0.275,0.531,14.00,4.70,0.212,14,0.214,0.299,0.214,0.267,0.429,0.696,20.00,6.70,0.200,8,0.125,0.256,0.375,0.125,0.500,0.625,25.00,0.00,0.000
Chris Herrmann,$2.7K,L,SEA,C/OF,LAA,8,Garrett Richards,R,,,,,,500,-27,,,4.18, ,193,0.187,0.283,0.155,0.291,0.342,0.633,26.00,13.00,0.219,6.79,2.51,8,0.125,0.225,0,0.300,0.125,0.425,10.00,20.00,0.143,8,0.125,0.225,0,0.300,0.125,0.425,10.00,20.00,0.143,4,0.000,0,0,0.000,0.000,0.000,25.00,0.00,0.000
Ian Desmond,$4.3K,R,COL,1B/OF,SFG,5,Andrew Suarez,L,,,,,,600,4,,,5.42,-0.47,189,0.270,0.346,0.212,0.325,0.481,0.806,22.70,7.10,0.301,10.75,2.5,27,0.407,0.551,0.444,0.484,0.852,1.336,22.60,12.90,0.438,17,0.235,0.337,0.176,0.350,0.412,0.762,30.00,15.00,0.300,10,0.100,0.142,0,0.182,0.100,0.282,36.40,9.10,0.167
Kole Calhoun,$3.2K,L,LAA,OF,@ SEA,1,Mike Leake,R,,,,,,600,10,,,4.32, ,579,0.231,0.293,0.135,0.299,0.366,0.665,22.00,9.60,0.274,7.89,2.47,36,0.333,0.431,0.333,0.375,0.667,1.042,12.50,7.50,0.310,30,0.300,0.395,0.3,0.353,0.600,0.953,11.80,8.80,0.280,17,0.294,0.384,0.294,0.350,0.588,0.938,15.00,10.00,0.286
Yoan Moncada,$3.8K,S,CHW,2B,@ CIN,1,Sal Romano,R,,,,,,500,2,,,4.36,0.15,370,0.246,0.342,0.211,0.333,0.457,0.790,34.00,11.00,0.355,9.3,2.45,91,0.220,0.286,0.176,0.260,0.396,0.656,38.10,5.20,0.346,47,0.255,0.327,0.213,0.300,0.468,0.768,34.00,4.00,0.379,27,0.259,0.309,0.148,0.310,0.407,0.717,37.90,6.90,0.438
Nick Williams,$3.4K,L,PHI,OF,BAL,5,Yefrey Ramirez,R,,,,,,900,-6,,,5.05,-0.12,382,0.267,0.344,0.209,0.326,0.476,0.802,27.30,7.30,0.333,8.28,2.44,48,0.208,0.295,0.146,0.309,0.354,0.663,30.90,10.90,0.300,27,0.185,0.242,0.037,0.290,0.222,0.512,38.70,12.90,0.333,9,0.222,0.318,0,0.417,0.222,0.639,50.00,25.00,0.667
Curtis Granderson,$4.0K,L,TOR,OF,NYM,1,Corey Oswalt,R,,,,,,1200,-17,,,5.38,0.13,542,0.227,0.348,0.238,0.336,0.465,0.801,25.20,14.00,0.263,9.74,2.44,59,0.339,0.452,0.339,0.400,0.678,1.078,24.60,9.20,0.395,28,0.286,0.438,0.393,0.375,0.679,1.054,25.00,12.50,0.294,11,0.273,0.366,0.182,0.385,0.455,0.840,23.10,15.40,0.375
Buster Posey,$4.2K,R,SFG,1B/C,@ COL,4,Tyler Anderson,L,,,,,,400,6,,,5.08,-0.53,230,0.335,0.403,0.204,0.398,0.539,0.937,10.40,14.20,0.347,10.19,2.43,29,0.345,0.395,0.138,0.424,0.483,0.907,9.10,15.20,0.385,14,0.286,0.352,0.143,0.375,0.429,0.804,17.60,17.60,0.364,8,0.250,0.350,0.125,0.400,0.375,0.775,20.00,20.00,0.333
Patrick Valaika,$3.0K,R,COL,1B/2B,SFG,8,Andrew Suarez,L,,,,,, ,23,,,5.42,-0.47,117,0.248,0.340,0.256,0.285,0.504,0.789,25.20,6.30,0.282,7.2,2.4,4,0.500,0.731,0.75,0.500,1.250,1.750,25.00,0.00,0.500,4,0.500,0.731,0.75,0.500,1.250,1.750,25.00,0.00,0.500,4,0.500,0.731,0.75,0.500,1.250,1.750,25.00,0.00,0.500
Daniel Palka,$3.0K,L,CHW,OF,@ CIN,5,Sal Romano,R,,,,,,300,22,,,4.36,0.15,154,0.234,0.309,0.227,0.263,0.461,0.724,31.90,5.50,0.305,7.13,2.38,64,0.188,0.270,0.172,0.246,0.359,0.605,40.80,9.90,0.281,28,0.179,0.309,0.321,0.207,0.500,0.707,35.50,9.70,0.143,15,0.200,0.373,0.4,0.250,0.600,0.850,33.30,16.70,0.143
Scott Kingery,$3.1K,R,PHI,SS,BAL,6,Yefrey Ramirez,R, ,,,,,700,1,,,5.05,-0.12,196,0.235,0.276,0.117,0.278,0.352,0.630,21.70,5.70,0.287,7.34,2.37,64,0.250,0.289,0.141,0.286,0.391,0.677,21.40,5.70,0.286,38,0.263,0.275,0.105,0.275,0.368,0.643,22.50,2.50,0.310,20,0.150,0.199,0.2,0.143,0.350,0.493,19.00,0.00,0.125
