Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Gregor Blanco,$2.2K,L,SFG,OF,@ SDP,8,Bryan Mitchell,R,,,,,,100,2,,,4.33,0.2,177,0.260,0.336,0.124,0.364,0.384,0.748,0.23,0.14,0.344,6.37,2.9,11,0.364,0.358,0.091,0.364,0.455,0.819,0.09,0.00,0.400,11,0.364,0.358,0.091,0.364,0.455,0.819,0.09,0.00,0.400,5,0.200,0.178,0.000,0.200,0.200,0.400,0.20,0.00,0.250
Victor Caratini,$2.3K,S,CHC,C,PIT,7,Trevor Williams,R,,,,,,100,-15,,,4.94,4.94,60,0.217,0.254,0.100,0.254,0.317,0.571,0.22,0.05,0.267,6.53,2.84,14,0.286,0.281,0.071,0.286,0.357,0.643,0.29,0.00,0.400,14,0.286,0.281,0.071,0.286,0.357,0.643,0.29,0.00,0.400,12,0.333,0.328,0.084,0.333,0.417,0.750,0.25,0.00,0.444
Eddie Rosario,$2.9K,L,MIN,OF,CHW,4,Lucas Giolito,R,,,,,,400,7,,,5.45,0.59,401,0.287,0.383,0.269,0.338,0.556,0.894,0.17,0.07,0.291,8.16,2.81,30,0.200,0.295,0.200,0.273,0.400,0.673,0.21,0.09,0.227,30,0.200,0.295,0.200,0.273,0.400,0.673,0.21,0.09,0.227,13,0.231,0.406,0.461,0.286,0.692,0.978,0.21,0.07,0.222
Dexter Fowler,$3.3K,S,STL,OF,@ CIN,1,Sal Romano,R,,,,,,100,7,,,5.2,0.46,355,0.256,0.356,0.229,0.339,0.485,0.824,0.22,0.12,0.292,8.83,2.68,36,0.194,0.257,0.139,0.250,0.333,0.583,0.17,0.07,0.207,36,0.194,0.257,0.139,0.250,0.333,0.583,0.17,0.07,0.207,13,0.231,0.277,0.077,0.313,0.308,0.621,0.06,0.13,0.231
Kolten Wong,$2.8K,L,STL,2B,@ CIN,8,Sal Romano,R,,,,,,400,9,,,5.2,0.46,317,0.268,0.313,0.126,0.317,0.394,0.711,0.14,0.07,0.306,7.44,2.66,27,0.148,0.170,-0.000,0.207,0.148,0.355,0.17,0.07,0.182,27,0.148,0.170,-0.000,0.207,0.148,0.355,0.17,0.07,0.182,12,0.250,0.258,0.000,0.308,0.250,0.558,0.00,0.08,0.250
Abraham Almonte,$2.5K,S,KCR,OF,LAA,6,Nick Tropeano,R,,,,,,500,-2,,,4.25,-0.11,126,0.246,0.318,0.159,0.319,0.405,0.724,0.23,0.10,0.312,6.65,2.66,2,0.000,0.000,0.000,0.000,0.000,0.000,0.50,0.00,0.000,2,0.000,0.000,0.000,0.000,0.000,0.000,0.50,0.00,0.000,2,0.000,0.000,0.000,0.000,0.000,0.000,0.50,0.00,0.000
Max Kepler,$3.0K,L,MIN,OF,CHW,7,Lucas Giolito,R,,,,,,700,-8,,,5.45,0.59,415,0.267,0.356,0.215,0.336,0.482,0.818,0.17,0.10,0.288,7.78,2.59,29,0.276,0.436,0.345,0.400,0.621,1.021,0.11,0.17,0.227,28,0.286,0.442,0.357,0.394,0.643,1.037,0.12,0.15,0.238,13,0.308,0.491,0.461,0.400,0.769,1.169,0.20,0.13,0.250
Jason Heyward,$2.9K,L,CHC,OF,PIT,8,Trevor Williams,R,,,,,, ,19,,,4.94,4.94,357,0.249,0.316,0.138,0.324,0.387,0.711,0.11,0.10,0.257,7.5,2.59,23,0.217,0.314,0.174,0.321,0.391,0.712,0.07,0.14,0.190,23,0.217,0.314,0.174,0.321,0.391,0.712,0.07,0.14,0.190,14,0.143,0.298,0.214,0.294,0.357,0.651,0.00,0.18,0.077
Matt Carpenter,$3.3K,L,STL,1B,@ CIN,3,Sal Romano,R,,,,,,300,10,,,5.2,0.46,426,0.244,0.373,0.230,0.374,0.474,0.848,0.20,0.17,0.269,8.51,2.58,32,0.188,0.315,0.219,0.308,0.406,0.714,0.28,0.15,0.200,32,0.188,0.315,0.219,0.308,0.406,0.714,0.28,0.15,0.200,14,0.143,0.257,0.214,0.235,0.357,0.592,0.35,0.12,0.125
Byron Buxton,$2.9K,R,MIN,OF,CHW,8,Lucas Giolito,R, ,,,,,500,4,,,5.45,0.59,361,0.238,0.296,0.158,0.281,0.396,0.677,0.31,0.06,0.320,7.39,2.55,34,0.176,0.194,0.059,0.200,0.235,0.435,0.29,0.03,0.250,32,0.156,0.179,0.063,0.182,0.219,0.401,0.30,0.03,0.227,15,0.067,0.123,0.066,0.125,0.133,0.258,0.19,0.06,0.083
