Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Joseph Wendle,$2.6K,L,TBR,2B,PHI,5,Vincent Velasquez,R,,,,,, ,15,,,3.94, ,33,0.273,0.358,0.242,0.324,0.515,0.839,0.16,0.08,0.269,7.25,2.79,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,23,0.261,0.347,0.217,0.333,0.478,0.811,0.15,0.11,0.263,11,0.364,0.516,0.363,0.500,0.727,1.227,0.14,0.21,0.375
Gregor Blanco,$2.4K,L,SFG,OF,@ SDP,8,Tyson Ross,R,,,,,,400, ,,,4.43, ,179,0.257,0.335,0.123,0.364,0.380,0.744,0.23,0.14,0.338,6.52,2.72,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7,0.143,0.197,0.000,0.250,0.143,0.393,0.13,0.13,0.167
Danny Valencia,$2.7K,R,BAL,3B,@ BOS,5,Eduardo Rodriguez,L,,,,,,400,-18,,,3.57, ,138,0.254,0.347,0.195,0.348,0.449,0.797,0.21,0.13,0.284,7.33,2.71,13,0.154,0.290,0.308,0.214,0.462,0.676,0.21,0.07,0.111,13,0.154,0.290,0.308,0.214,0.462,0.676,0.21,0.07,0.111,9,0.111,0.233,0.333,0.111,0.444,0.555,0.22,0.00,0.000
Whit Merrifield,$3.1K,R,KCR,2B,LAA,2,Andrew Heaney,L,,,,,,-200,13,,,4.14, ,135,0.281,0.341,0.186,0.319,0.467,0.786,0.15,0.06,0.303,8.34,2.69,14,0.357,0.317,-0.000,0.357,0.357,0.714,0.14,0.00,0.417,14,0.357,0.317,-0.000,0.357,0.357,0.714,0.14,0.00,0.417,6,0.500,0.444,0.000,0.500,0.500,1.000,0.33,0.00,0.750
Domingo Santana,$3.0K,R,MIL,OF,@ NYM,2,Steven Matz,L,,,,,,100,17,,,3.86, ,146,0.267,0.363,0.199,0.361,0.466,0.827,0.26,0.13,0.340,7.97,2.66,11,0.091,0.132,0.000,0.167,0.091,0.258,0.42,0.08,0.167,11,0.091,0.132,0.000,0.167,0.091,0.258,0.42,0.08,0.167,4,0.000,0.138,0.000,0.200,0.000,0.200,0.60,0.20,0.000
Justin Bour,$2.9K,L,MIA,1B,PIT,4,Chad Kuhl,R,,,,,,600,-7,,,3.74, ,326,0.282,0.375,0.243,0.343,0.525,0.868,0.20,0.09,0.302,7.55,2.6,29,0.172,0.266,0.207,0.226,0.379,0.605,0.23,0.07,0.150,29,0.172,0.266,0.207,0.226,0.379,0.605,0.23,0.07,0.150,16,0.188,0.340,0.376,0.235,0.563,0.798,0.29,0.06,0.111
Hunter Pence,$2.7K,R,SFG,OF,@ SDP,7,Tyson Ross,R, ,,,,,400,7,,,4.43, ,372,0.250,0.291,0.116,0.293,0.366,0.659,0.23,0.06,0.305,6.98,2.59,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Denard Span,$2.9K,L,TBR,OF,PHI,1,Vincent Velasquez,R,,,,,,200,15,,,3.94, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.49,2.58,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,27,0.222,0.287,0.111,0.313,0.333,0.646,0.13,0.13,0.250,11,0.182,0.243,0.000,0.308,0.182,0.490,0.00,0.15,0.182
Marcus Semien,$3.0K,R,OAK,SS,@ SEA,2,Mike Leake,R, ,,,,,-500,9,,,4.15, ,282,0.259,0.324,0.149,0.328,0.408,0.736,0.22,0.10,0.314,7.75,2.58,38,0.263,0.317,0.132,0.326,0.395,0.721,0.26,0.09,0.333,38,0.263,0.317,0.132,0.326,0.395,0.721,0.26,0.09,0.333,15,0.333,0.420,0.267,0.375,0.600,0.975,0.13,0.06,0.333
Hernan Perez,$2.9K,R,MIL,OF,@ NYM,6,Steven Matz,L,,,,,,700,-8,,,3.86, ,122,0.303,0.326,0.123,0.323,0.426,0.749,0.17,0.03,0.354,7.46,2.57,7,0.143,0.127,0.000,0.143,0.143,0.286,0.29,0.00,0.200,7,0.143,0.127,0.000,0.143,0.143,0.286,0.29,0.00,0.200,4,0.250,0.222,0.000,0.250,0.250,0.500,0.25,0.00,0.333
Teoscar Hernandez,$2.6K,R,TOR,OF,@ CLE,2,Michael Clevinger,R, ,,,,,500, ,,,3.89, ,64,0.281,0.419,0.360,0.343,0.641,0.984,0.33,0.09,0.343,6.66,2.56,2,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Kole Calhoun,$3.1K,L,LAA,OF,@ KCR,5,Jason Hammel,R,,,,,,200,13,,,5.36, ,449,0.249,0.317,0.145,0.321,0.394,0.715,0.22,0.10,0.298,7.85,2.53,40,0.250,0.291,0.125,0.286,0.375,0.661,0.29,0.05,0.333,39,0.256,0.298,0.129,0.293,0.385,0.678,0.27,0.05,0.333,16,0.312,0.323,0.001,0.389,0.313,0.702,0.17,0.11,0.385
Daniel Descalso,$2.6K,L,ARI,1B/3B,@ LAD,4,Kenta Maeda,R,,,,,,400,10,,,2.91, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.57,2.53,21,0.190,0.312,0.143,0.346,0.333,0.679,0.15,0.19,0.235,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,10,0.100,0.221,0.100,0.250,0.200,0.450,0.17,0.17,0.125
Mitch Moreland,$3.3K,L,BOS,1B,BAL,3,Chris Tillman,R,,,,,,900,-12,,,5.93, ,468,0.248,0.333,0.207,0.310,0.455,0.765,0.20,0.09,0.272,8.31,2.52,14,0.286,0.334,0.143,0.333,0.429,0.762,0.07,0.07,0.308,14,0.286,0.334,0.143,0.333,0.429,0.762,0.07,0.07,0.308,8,0.500,0.556,0.250,0.556,0.750,1.306,0.11,0.11,0.571
Matt Carpenter,$3.3K,L,STL,1B,@ CIN,3,Tyler Mahle,R,,,,,,200,12,,,5.31, ,427,0.244,0.372,0.229,0.375,0.473,0.848,0.20,0.18,0.268,8.28,2.51,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,15,0.133,0.274,0.200,0.286,0.333,0.619,0.33,0.19,0.111
Dexter Fowler,$3.3K,S,STL,OF,@ CIN,1,Tyler Mahle,R,,,,,,400,-2,,,5.31, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.29,2.51,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,16,0.250,0.300,0.063,0.350,0.313,0.663,0.05,0.15,0.250
Kevin Kiermaier,$3.0K,L,TBR,OF,PHI,2,Vincent Velasquez,R,,,,,,500,-1,,,3.94, ,261,0.276,0.353,0.195,0.337,0.471,0.808,0.23,0.08,0.333,7.47,2.49,16,0.125,0.227,0.000,0.300,0.125,0.425,0.40,0.20,0.250,16,0.125,0.227,0.000,0.300,0.125,0.425,0.40,0.20,0.250,3,0.333,0.454,-0.000,0.600,0.333,0.933,0.00,0.40,0.333
Matt Joyce,$3.1K,L,OAK,OF,@ SEA,1,Mike Leake,R,,,,,,-200,28,,,4.15, ,436,0.252,0.367,0.253,0.344,0.505,0.849,0.20,0.13,0.267,7.68,2.48,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,14,0.286,0.460,0.428,0.375,0.714,1.089,0.19,0.13,0.222
Andrew Benintendi,$4.0K,L,BOS,OF,BAL,2,Chris Tillman,R,,,,,,100,10,,,5.93, ,513,0.275,0.344,0.173,0.339,0.448,0.787,0.16,0.09,0.297,9.88,2.47,32,0.281,0.367,0.125,0.410,0.406,0.816,0.05,0.18,0.300,32,0.281,0.367,0.125,0.410,0.406,0.816,0.05,0.18,0.300,12,0.417,0.543,0.333,0.563,0.750,1.313,0.00,0.25,0.417
Nick Williams,$3.0K,L,PHI,OF,@ TBR,5,Jacob Faria,R,,,,,,400,3,,,4.06, ,249,0.285,0.345,0.193,0.320,0.478,0.798,0.28,0.05,0.365,7.32,2.44,24,0.208,0.252,0.167,0.208,0.375,0.583,0.25,0.00,0.235,24,0.208,0.252,0.167,0.208,0.375,0.583,0.25,0.00,0.235,13,0.308,0.396,0.307,0.308,0.615,0.923,0.15,0.00,0.300
Billy Hamilton,$3.1K,S,CIN,OF,STL,1,Luke Weaver,R,,,,,,400,3,,,4.19, ,438,0.253,0.297,0.087,0.322,0.340,0.662,0.20,0.09,0.320,7.55,2.44,25,0.200,0.277,0.000,0.355,0.200,0.555,0.23,0.19,0.278,25,0.200,0.277,0.000,0.355,0.200,0.555,0.23,0.19,0.278,18,0.278,0.343,0.000,0.435,0.278,0.713,0.17,0.22,0.357
Brandon Crawford,$2.8K,L,SFG,SS,@ SDP,6,Tyson Ross,R,,,,,,600,-2,,,4.43, ,397,0.257,0.311,0.156,0.302,0.413,0.715,0.21,0.07,0.302,6.83,2.44,16,0.250,0.280,0.063,0.316,0.313,0.629,0.32,0.10,0.364,16,0.250,0.280,0.063,0.316,0.313,0.629,0.32,0.10,0.364,10,0.400,0.443,0.100,0.500,0.500,1.000,0.33,0.17,0.667
Devin Mesoraco,$2.6K,R,CIN,C,STL,5,Luke Weaver,R, ,,,,,600,-35,,,4.19, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.33,2.43,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,10,0.100,0.089,0.000,0.100,0.100,0.200,0.20,0.00,0.125
Thomas Pham,$3.7K,R,STL,OF,@ CIN,2,Tyler Mahle,R, ,,,,,200,8,,,5.31, ,385,0.304,0.391,0.195,0.393,0.499,0.892,0.23,0.13,0.375,8.91,2.41,37,0.270,0.349,0.135,0.372,0.405,0.777,0.21,0.14,0.333,37,0.270,0.349,0.135,0.372,0.405,0.777,0.21,0.14,0.333,16,0.188,0.271,0.001,0.350,0.188,0.538,0.10,0.20,0.214
Scooter Gennett,$3.2K,L,CIN,2B,STL,4,Luke Weaver,R,,,,,,200,10,,,4.19, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.67,2.4,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Jordy Mercer,$3.1K,R,PIT,SS,@ MIA,7,Dillon Peters,L,,,,,,500,-5,,,4.26, ,131,0.237,0.301,0.145,0.299,0.382,0.681,0.16,0.08,0.257,7.42,2.39,6,0.000,0.099,0.000,0.143,0.000,0.143,0.14,0.14,0.000,6,0.000,0.099,0.000,0.143,0.000,0.143,0.14,0.14,0.000,6,0.000,0.099,0.000,0.143,0.000,0.143,0.14,0.14,0.000
Brandon Belt,$3.3K,L,SFG,1B,@ SDP,2,Tyson Ross,R,,,,,,900,-12,,,4.43, ,272,0.243,0.371,0.246,0.361,0.489,0.850,0.24,0.16,0.283,7.84,2.38,16,0.188,0.292,0.188,0.278,0.375,0.653,0.44,0.11,0.286,16,0.188,0.292,0.188,0.278,0.375,0.653,0.44,0.11,0.286,9,0.000,0.069,0.000,0.100,0.000,0.100,0.60,0.10,0.000
Neil Walker,$3.0K,S,NYY,1B/2B,@ DET,7,Michael Fiers,R,,,,,,300,7,,,5.19, ,335,0.272,0.357,0.182,0.358,0.454,0.812,0.16,0.12,0.296,7.13,2.38,32,0.188,0.225,0.001,0.278,0.188,0.466,0.14,0.11,0.222,32,0.188,0.225,0.001,0.278,0.188,0.466,0.14,0.11,0.222,15,0.133,0.118,-0.000,0.133,0.133,0.266,0.13,0.00,0.154
Evan Longoria,$2.9K,R,SFG,3B,@ SDP,5,Tyson Ross,R, ,,,,,400,2,,,4.43, ,467,0.270,0.316,0.158,0.301,0.428,0.729,0.15,0.05,0.294,6.87,2.37,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Abraham Almonte,$2.6K,S,KCR,OF,LAA,1,Andrew Heaney,L,,,,,,600,-2,,,4.14, ,45,0.200,0.262,0.067,0.294,0.267,0.561,0.26,0.12,0.258,6.17,2.37,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Kolten Wong,$2.8K,L,STL,2B,@ CIN,8,Tyler Mahle,R,,,,,,500,8,,,5.31, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.64,2.37,29,0.138,0.191,0.000,0.242,0.138,0.380,0.18,0.12,0.174,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Miguel Rojas,$2.7K,R,MIA,SS,PIT,2,Chad Kuhl,R, ,,,,, ,6,,,3.74, ,238,0.303,0.329,0.088,0.350,0.391,0.741,0.11,0.07,0.333,6.38,2.36,36,0.306,0.376,0.194,0.359,0.500,0.859,0.13,0.08,0.310,36,0.306,0.376,0.194,0.359,0.500,0.859,0.13,0.08,0.310,19,0.316,0.422,0.316,0.350,0.632,0.982,0.15,0.05,0.286
Jose Peraza,$2.9K,R,CIN,SS,STL,2,Luke Weaver,R, ,,,,,500,-2,,,4.19, ,387,0.258,0.270,0.070,0.282,0.328,0.610,0.15,0.03,0.295,6.81,2.35,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Elias Diaz,$2.5K,R,PIT,C,@ MIA,8,Dillon Peters,L,,,,,,500,-34,,,4.26, ,49,0.245,0.265,0.102,0.260,0.347,0.607,0.18,0.02,0.300,5.85,2.34,2,0.000,0.000,0.000,0.000,0.000,0.000,0.50,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,1,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000
Jackie Bradley,$3.3K,L,BOS,OF,BAL,7,Chris Tillman,R,,,,,,700,-16,,,5.93, ,413,0.225,0.297,0.162,0.285,0.387,0.672,0.24,0.08,0.266,7.73,2.34,31,0.194,0.264,0.096,0.286,0.290,0.576,0.14,0.11,0.231,31,0.194,0.264,0.096,0.286,0.290,0.576,0.14,0.11,0.231,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Carlos Gomez,$3.3K,R,TBR,OF,PHI,3,Vincent Velasquez,R, ,,,,,300,4,,,3.94, ,305,0.259,0.348,0.220,0.323,0.479,0.802,0.31,0.09,0.339,7.71,2.34,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,17,0.353,0.356,0.059,0.389,0.412,0.801,0.33,0.06,0.545
David Freese,$3.0K,R,PIT,1B/3B,@ MIA,5,Dillon Peters,L,,,,,,600,12,,,4.26, ,116,0.302,0.367,0.129,0.393,0.431,0.824,0.21,0.13,0.365,6.99,2.33,4,0.250,0.222,0.000,0.250,0.250,0.500,0.00,0.00,0.250,4,0.250,0.222,0.000,0.250,0.250,0.500,0.00,0.00,0.250,3,0.333,0.296,-0.000,0.333,0.333,0.666,0.00,0.00,0.333
