Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Gregor Blanco,$2.2K,L,SFG,OF,SDP,1,Tyson Ross,R,,,,,,-200,13,,,4.06,-0.17,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.51,2.96,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,44,0.295,0.305,0.069,0.326,0.364,0.690,0.13,0.04,0.342,18,0.222,0.238,0.111,0.222,0.333,0.555,0.06,0.00,0.235
Jason Kipnis,$3.1K,L,CLE,2B,TEX,2,Doug Fister,R,,,,,, ,7,,,5.57,0.38,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.17,2.96,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Johnny Field,$2.0K,R,TBR,OF,@ DET,9,Matt Boyd,L,,,,,,-200,4,,,4.43,-0.15,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.82,2.91,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Ehire Adrianza,$2.3K,S,MIN,SS,TOR,8,Marco Estrada,R,,,,,,100,1,,,4.7,-0.38,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.37,2.77,20,0.150,0.222,0.050,0.261,0.200,0.461,0.43,0.13,0.300,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Justin Smoak,$3.4K,S,TOR,1B,@ MIN,3,Kyle Gibson,R,,,,,,-500,20,,,4.3,-0.12,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.36,2.75,49,0.163,0.279,0.164,0.288,0.327,0.615,0.20,0.15,0.189,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,13,0.077,0.199,0.231,0.143,0.308,0.451,0.21,0.07,0.000
Derek Dietrich,$2.8K,L,MIA,OF,PHI,4,Zach Eflin,R,,,,,,100,18,,,4.57,0.39,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.4,2.64,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Jace Peterson,$2.6K,L,BAL,2B/3B,@ LAA,2,Nick Tropeano,R,,,,,,100,-42,,,3.56,-0.29,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.83,2.63,20,0.300,0.340,0.100,0.364,0.400,0.764,0.27,0.09,0.429,20,0.300,0.340,0.100,0.364,0.400,0.764,0.27,0.09,0.429,13,0.231,0.321,0.154,0.333,0.385,0.718,0.27,0.13,0.333
Manny Pina,$2.5K,R,MIL,C,@ CIN,6,Homer Bailey,R, ,,,,,400,-37,,,4.93,0.19,273,0.267,0.323,0.162,0.311,0.429,0.740,0.20,0.06,0.307,6.52,2.61,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Evan Gattis,$3.0K,R,HOU,C,NYY,7,Jordan Montgomery,L,,,,,,500,-27,,,4.83,0.35,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.62,2.54,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,32,0.219,0.282,0.156,0.265,0.375,0.640,0.18,0.06,0.240,3,0.333,0.296,-0.000,0.333,0.333,0.666,0.33,0.00,0.500
Jose Martinez,$3.6K,R,STL,1B,CHW,3,James Shields,R, ,,,,,-100,11,,,5.87,0.36,295,0.285,0.346,0.152,0.350,0.437,0.787,0.17,0.09,0.320,9.09,2.53,70,0.271,0.338,0.158,0.338,0.429,0.767,0.10,0.09,0.283,82,0.293,0.356,0.170,0.352,0.463,0.815,0.10,0.09,0.296,17,0.176,0.229,0.118,0.222,0.294,0.516,0.06,0.06,0.188
Martin Maldonado,$2.3K,R,LAA,C,BAL,9,Alex Cobb,R, ,,,,,200,-34,,,4.94,-0.21,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.78,2.51,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9,0.000,0.125,0.000,0.182,0.000,0.182,0.18,0.18,0.000
Christian Vazquez,$2.3K,R,BOS,C,KCR,8,Jakob Junis,R, ,,,,,300,-39,,,5.32,0.43,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.74,2.5,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Yulieski Gurriel,$3.3K,R,HOU,1B,NYY,4,Jordan Montgomery,L,,,,,,400,2,,,4.83,0.35,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.26,2.5,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,3,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000
Isiah Kiner-Falefa,$2.5K,R,TEX,2B/SS,@ CLE,6,Michael Clevinger,R, ,,,,,-400,18,,,3.93,0.12,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.26,2.5,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
