Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
J.B. Shuck,$2.1K,L,MIA,OF,@ NYY,8,Luis Severino,R,,,,,,100,3,,,2.83,0.24,10,0.500,0.533,0.200,0.545,0.700,1.245,0.00,0.09,0.500,5.85,2.79,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,10,0.500,0.533,0.200,0.545,0.700,1.245,0.00,0.09,0.500,10,0.500,0.533,0.200,0.545,0.700,1.245,0.00,0.09,0.500
Jonathan Villar,$2.9K,S,MIL,2B,CIN,1,Luis Castillo,R,,,,,,300,1,,,4.24,-0.31,325,0.258,0.306,0.130,0.303,0.388,0.691,0.30,0.06,0.351,7.82,2.7,38,0.316,0.331,0.079,0.350,0.395,0.745,0.30,0.05,0.440,38,0.316,0.331,0.079,0.350,0.395,0.745,0.30,0.05,0.440,16,0.250,0.341,0.188,0.333,0.438,0.771,0.28,0.11,0.300
Philip Gosselin,$2.0K,R,CIN,2B/3B,@ MIL,8,Brent Suter,L,,,,,, , ,,,3.76,-0.19,21,0.238,0.338,0.191,0.333,0.429,0.762,0.21,0.13,0.267,5.31,2.66,2,1.000,1.226,1.500,1.000,2.500,3.500,0.00,0.33,1.000,2,1.000,1.226,1.500,1.000,2.500,3.500,0.00,0.33,1.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Robert Refsnyder,$2.1K,R,TBR,OF,TEX,7,Martin Perez,L,,,,,,100,3,,,4.32,-0.1,37,0.054,0.195,-0.000,0.271,0.054,0.325,0.19,0.23,0.071,5.57,2.65,7,0.000,0.318,0.000,0.462,0.000,0.462,0.31,0.46,0.000,7,0.000,0.318,0.000,0.462,0.000,0.462,0.31,0.46,0.000,3,0.000,0.000,0.000,0.000,0.000,0.000,0.67,0.00,0.000
Jurickson Profar,$2.6K,S,TEX,2B/SS,@ TBR,2,Blake Snell,L,,,,,,200, ,,,3.18,-0.4,13,0.077,0.237,0.077,0.294,0.154,0.448,0.12,0.23,0.091,6.83,2.63,8,0.000,0.188,0.000,0.273,0.000,0.273,0.00,0.27,0.000,6,0.000,0.230,0.000,0.333,0.000,0.333,0.00,0.33,0.000,2,0.000,0.230,0.000,0.333,0.000,0.333,0.00,0.33,0.000
Phillip Ervin,$2.6K,R,CIN,OF,@ MIL,6,Brent Suter,L,,,,,,400,2,,,3.76,-0.19,19,0.368,0.394,0.053,0.455,0.421,0.876,0.23,0.14,0.500,6.82,2.62,2,0.000,0.230,0.000,0.333,0.000,0.333,0.67,0.33,0.000,2,0.000,0.230,0.000,0.333,0.000,0.333,0.67,0.33,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Matt Joyce,$3.1K,L,OAK,OF,CHW,1,Reynaldo Lopez,R,,,,,,200,6,,,4.6, ,443,0.251,0.365,0.248,0.346,0.499,0.845,0.20,0.13,0.265,7.96,2.57,44,0.227,0.339,0.182,0.352,0.409,0.761,0.15,0.17,0.229,44,0.227,0.339,0.182,0.352,0.409,0.761,0.15,0.17,0.229,10,0.200,0.296,0.000,0.385,0.200,0.585,0.15,0.23,0.250
Nick Delmonico,$2.9K,L,CHW,OF,@ OAK,5,Daniel Mengden,R,,,,,,700,-7,,,3.9, ,141,0.262,0.358,0.199,0.350,0.461,0.811,0.18,0.12,0.279,7.33,2.53,29,0.276,0.337,0.138,0.344,0.414,0.758,0.19,0.09,0.318,26,0.269,0.341,0.154,0.345,0.423,0.768,0.21,0.10,0.316,10,0.500,0.577,0.300,0.545,0.800,1.345,0.18,0.09,0.571
Marcus Semien,$3.0K,R,OAK,SS,CHW,2,Reynaldo Lopez,R, ,,,,,-500,3,,,4.6, ,292,0.257,0.321,0.144,0.326,0.401,0.727,0.23,0.10,0.313,7.52,2.51,48,0.250,0.298,0.104,0.315,0.354,0.669,0.26,0.09,0.324,48,0.250,0.298,0.104,0.315,0.354,0.669,0.26,0.09,0.324,13,0.308,0.330,0.077,0.357,0.385,0.742,0.21,0.07,0.400
Carlos Tocci,$2.2K,R,TEX,OF,@ TBR,9,Blake Snell,L,,,,,,200,2,,,3.18,-0.4,6,0.167,0.225,0.000,0.286,0.167,0.453,0.43,0.14,0.333,5.52,2.51,6,0.167,0.225,0.000,0.286,0.167,0.453,0.43,0.14,0.333,6,0.167,0.225,0.000,0.286,0.167,0.453,0.43,0.14,0.333,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Justin Bour,$3.0K,L,MIA,T4,@ NYY,4,Luis Severino,R,,,,,,-100,-11,,,2.83,0.24,334,0.287,0.384,0.255,0.349,0.542,0.891,0.20,0.09,0.304,7.53,2.51,37,0.243,0.373,0.325,0.300,0.568,0.868,0.20,0.07,0.200,37,0.243,0.373,0.325,0.300,0.568,0.868,0.20,0.07,0.200,18,0.333,0.578,0.667,0.400,1.000,1.400,0.20,0.10,0.200
Chris Iannetta,$3.4K,R,COL,C,@ PIT,2,Steven Brault,L,,,,,,1100,-23,,,3.78,-0.31,100,0.290,0.405,0.240,0.398,0.530,0.928,0.24,0.15,0.338,8.49,2.5,17,0.294,0.414,0.177,0.455,0.471,0.926,0.27,0.23,0.400,17,0.294,0.414,0.177,0.455,0.471,0.926,0.27,0.23,0.400,8,0.375,0.526,0.375,0.500,0.750,1.250,0.20,0.20,0.400
Jose Lobaton,$2.2K,S,NYM,C,WAS,7,Jeremy Hellickson,R,,,,,,200,-16,,,4.27,-0.25,111,0.171,0.258,0.144,0.256,0.315,0.571,0.26,0.10,0.200,5.42,2.46,6,0.167,0.329,0.333,0.286,0.500,0.786,0.57,0.14,0.500,6,0.167,0.329,0.333,0.286,0.500,0.786,0.57,0.14,0.500,6,0.167,0.329,0.333,0.286,0.500,0.786,0.57,0.14,0.500
Adeiny Hechavarria,$2.7K,R,TBR,SS,TEX,2,Martin Perez,L,,,,,,700,-3,,,4.32,-0.1,95,0.253,0.307,0.168,0.287,0.421,0.708,0.18,0.05,0.280,6.58,2.44,13,0.231,0.205,0.000,0.231,0.231,0.462,0.15,0.00,0.273,13,0.231,0.205,0.000,0.231,0.231,0.462,0.15,0.00,0.273,1,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000
Derek Dietrich,$3.0K,L,MIA,OF,@ NYY,1,Luis Severino,R,,,,,,200,5,,,2.83,0.24,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.32,2.44,51,0.294,0.300,0.079,0.308,0.373,0.681,0.19,0.02,0.350,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,25,0.320,0.299,0.040,0.320,0.360,0.680,0.24,0.00,0.421
Billy Hamilton,$3.1K,S,CIN,OF,@ MIL,1,Brent Suter,L,,,,,,200,6,,,3.76,-0.19,181,0.210,0.237,0.094,0.235,0.304,0.539,0.24,0.03,0.269,7.46,2.41,12,0.167,0.312,0.333,0.231,0.500,0.731,0.31,0.08,0.143,12,0.167,0.312,0.333,0.231,0.500,0.731,0.31,0.08,0.143,3,0.333,0.698,1.000,0.500,1.333,1.833,0.00,0.25,0.000
Aaron Altherr,$3.0K,R,PHI,OF,@ ATL,5,Julio Teheran,R, ,,,,,1000,-16,,,4.18,-0.04,297,0.263,0.345,0.222,0.313,0.485,0.798,0.29,0.07,0.342,7.24,2.41,29,0.069,0.189,0.103,0.206,0.172,0.378,0.35,0.15,0.063,29,0.069,0.189,0.103,0.206,0.172,0.378,0.35,0.15,0.063,9,0.111,0.233,0.333,0.111,0.444,0.555,0.33,0.00,0.000
Adrian Beltre,$3.1K,R,TEX,3B,@ TBR,4,Blake Snell,L,,,,,, ,3,,,3.18,-0.4,80,0.362,0.442,0.238,0.436,0.600,1.036,0.11,0.13,0.368,7.48,2.41,12,0.250,0.286,0.167,0.250,0.417,0.667,0.17,0.00,0.300,12,0.250,0.286,0.167,0.250,0.417,0.667,0.17,0.00,0.300,3,0.333,0.296,-0.000,0.333,0.333,0.666,0.33,0.00,0.500
Travis Shaw,$3.4K,L,MIL,3B,CIN,4,Luis Castillo,R,,,,,,-200,2,,,4.24,-0.31,444,0.282,0.379,0.245,0.348,0.527,0.875,0.22,0.09,0.312,8.12,2.39,41,0.317,0.393,0.244,0.349,0.561,0.910,0.26,0.05,0.393,41,0.317,0.393,0.244,0.349,0.561,0.910,0.26,0.05,0.393,19,0.316,0.414,0.263,0.381,0.579,0.960,0.29,0.10,0.417
Juan Lagares,$2.7K,R,NYM,OF,WAS,6,Jeremy Hellickson,R, ,,,,,700,-3,,,4.27,-0.25,183,0.268,0.296,0.104,0.301,0.372,0.673,0.19,0.05,0.324,6.39,2.37,16,0.375,0.313,0.000,0.353,0.375,0.728,0.06,0.00,0.375,12,0.500,0.410,0.000,0.462,0.500,0.962,0.00,0.00,0.462,1,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000
Aaron Hicks,$3.2K,S,NYY,OF,MIA,6,Caleb Smith,L,,,,,,-200,10,,,5.67,0.26,121,0.264,0.342,0.182,0.336,0.446,0.782,0.21,0.10,0.303,7.52,2.35,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,2,0.500,0.444,0.000,0.500,0.500,1.000,0.50,0.00,1.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Jose Peraza,$3.0K,R,CIN,SS,@ MIL,2,Brent Suter,L,,,,,,600,-4,,,3.76,-0.19,146,0.260,0.267,0.048,0.289,0.308,0.597,0.13,0.04,0.294,7.04,2.35,12,0.083,0.074,-0.000,0.083,0.083,0.166,0.08,0.00,0.091,12,0.083,0.074,-0.000,0.083,0.083,0.166,0.08,0.00,0.091,3,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000
Guillermo Heredia,$2.6K,R,SEA,OF,HOU,7,Dallas Keuchel,L,,,,,,600,-2,,,3.44,-0.36,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.12,2.35,11,0.182,0.307,0.273,0.250,0.455,0.705,0.08,0.08,0.111,11,0.182,0.307,0.273,0.250,0.455,0.705,0.08,0.08,0.111,8,0.125,0.310,0.375,0.222,0.500,0.722,0.11,0.11,0.000
