Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
J.B. Shuck,$2.1K,L,MIA,OF,PIT,1,Ivan Nova,R,,,,,,100,3,,,3.84,-0.09,4,1.000,1.070,0.500,1.000,1.500,2.500,0.00,0.00,1.000,5.82,2.77,7,0.571,0.621,0.286,0.625,0.857,1.482,0.00,0.13,0.571,7,0.571,0.621,0.286,0.625,0.857,1.482,0.00,0.13,0.571,7,0.571,0.621,0.286,0.625,0.857,1.482,0.00,0.13,0.571
Nick Hundley,$2.5K,R,SFG,C,@ SDP,4,Joey Lucchesi,L,,,,,,500,-17,,,3.8,-0.06,108,0.287,0.361,0.222,0.325,0.509,0.834,0.25,0.05,0.360,6.77,2.71,13,0.154,0.176,0.000,0.214,0.154,0.368,0.21,0.07,0.200,13,0.154,0.176,0.000,0.214,0.154,0.368,0.21,0.07,0.200,10,0.100,0.089,0.000,0.100,0.100,0.200,0.30,0.00,0.143
Kevin Kiermaier,$3.0K,L,TBR,OF,PHI,3,Ben Lively,R,,,,,,500,-2,,,4.27,-0.05,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.04,2.68,23,0.174,0.248,0.043,0.296,0.217,0.513,0.41,0.15,0.333,23,0.174,0.248,0.043,0.296,0.217,0.513,0.41,0.15,0.333,10,0.300,0.369,0.100,0.417,0.400,0.817,0.25,0.17,0.429
Matt Carpenter,$3.5K,L,STL,2B/3B,@ CIN,3,Homer Bailey,R,,,,,,-300,3,,,5.09,0.11,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.16,2.62,37,0.189,0.318,0.216,0.319,0.405,0.724,0.28,0.17,0.208,37,0.189,0.318,0.216,0.319,0.405,0.724,0.28,0.17,0.208,16,0.125,0.292,0.250,0.286,0.375,0.661,0.29,0.19,0.100
Guillermo Heredia,$2.6K,R,SEA,OF,OAK,7,Sean Manaea,L,,,,,,500,7,,,4.19,-0.06,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.73,2.59,8,0.250,0.409,0.375,0.333,0.625,0.958,0.00,0.11,0.143,8,0.250,0.409,0.375,0.333,0.625,0.958,0.00,0.11,0.143,5,0.200,0.465,0.600,0.333,0.800,1.133,0.00,0.17,0.000
Dexter Fowler,$3.7K,S,STL,OF,@ CIN,1,Homer Bailey,R,,,,,,100,9,,,5.09,0.11,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.52,2.57,43,0.233,0.309,0.186,0.292,0.419,0.711,0.15,0.08,0.229,43,0.233,0.309,0.186,0.292,0.419,0.711,0.15,0.08,0.229,16,0.312,0.386,0.188,0.400,0.500,0.900,0.05,0.15,0.267
Derek Dietrich,$3.0K,L,MIA,OF,PIT,4,Ivan Nova,R,,,,,,100,13,,,3.84,-0.09,376,0.245,0.311,0.178,0.291,0.423,0.714,0.21,0.06,0.278,7.67,2.56,47,0.298,0.307,0.085,0.313,0.383,0.696,0.19,0.02,0.351,47,0.298,0.307,0.085,0.313,0.383,0.696,0.19,0.02,0.351,26,0.308,0.288,0.038,0.308,0.346,0.654,0.23,0.00,0.400
Craig Gentry,$2.3K,R,BAL,OF,@ BOS,2,Chris Sale,L,,,,,,300, ,,,2.59,2.59,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.85,2.54,8,0.125,0.111,0.000,0.125,0.125,0.250,0.38,0.00,0.200,8,0.125,0.111,0.000,0.125,0.125,0.250,0.38,0.00,0.200,5,0.200,0.178,0.000,0.200,0.200,0.400,0.40,0.00,0.333
Domingo Santana,$3.0K,R,MIL,OF,@ NYM,5,Noah Syndergaard,R, ,,,,,300,2,,,2.88,-0.19,426,0.282,0.373,0.211,0.361,0.493,0.854,0.30,0.11,0.372,7.57,2.52,37,0.351,0.357,-0.000,0.429,0.351,0.780,0.21,0.12,0.464,37,0.351,0.357,-0.000,0.429,0.351,0.780,0.21,0.12,0.464,19,0.368,0.377,-0.000,0.455,0.368,0.823,0.23,0.14,0.500
Scooter Gennett,$3.0K,L,CIN,2B,STL,4,Carlos Martinez,R,,,,,, ,8,,,3.91,-0.11,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.55,2.52,48,0.333,0.327,0.063,0.347,0.396,0.743,0.16,0.02,0.400,48,0.333,0.327,0.063,0.347,0.396,0.743,0.16,0.02,0.400,25,0.400,0.398,0.080,0.423,0.480,0.903,0.19,0.04,0.500
Kolten Wong,$2.8K,L,STL,2B,@ CIN,8,Homer Bailey,R,,,,,,500,4,,,5.09,0.11,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.05,2.52,32,0.156,0.200,-0.000,0.250,0.156,0.406,0.17,0.11,0.192,32,0.156,0.200,-0.000,0.250,0.156,0.406,0.17,0.11,0.192,14,0.286,0.331,0.000,0.412,0.286,0.698,0.06,0.18,0.308
