Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Albert Almora,$3.0K,R,CHC,OF,@ COL,1,Tyler Anderson,L,,,,,,-200,25,,,5,-0.21,145,0.324,0.386,0.173,0.384,0.497,0.881,0.13,0.09,0.347,9.71,3.24,16,0.312,0.452,0.376,0.389,0.688,1.077,0.06,0.11,0.286,16,0.312,0.452,0.376,0.389,0.688,1.077,0.06,0.11,0.286,2,0.500,0.930,1.500,0.667,2.000,2.667,0.00,0.33,0.000
Nick Hundley,$2.3K,R,SFG,C,@ LAA,9,Garrett Richards,R, ,,,,,100,-27,,,3.83,0.39,201,0.204,0.243,0.134,0.221,0.338,0.559,0.26,0.02,0.252,6.49,2.82,9,0.111,0.141,0.111,0.111,0.222,0.333,0.00,0.00,0.111,9,0.111,0.141,0.111,0.111,0.222,0.333,0.00,0.00,0.111,3,0.333,0.424,0.334,0.333,0.667,1.000,0.00,0.00,0.333
Moises Sierra,$2.5K,R,WAS,OF,@ LAD,5,Hyun-Jin Ryu,L,,,,,,200,12,,,3.6,0.01,9,0.111,0.099,-0.000,0.111,0.111,0.222,0.33,0.00,0.167,6.7,2.68,9,0.111,0.099,-0.000,0.111,0.111,0.222,0.33,0.00,0.167,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8,0.125,0.111,0.000,0.125,0.125,0.250,0.25,0.00,0.167
Ryan McMahon,$3.0K,L,COL,1B,CHC,6,Yu Darvish,R,,,,,,-100,18,,,4.5,-0.29,46,0.152,0.207,0.022,0.250,0.174,0.424,0.31,0.12,0.233,7.91,2.64,31,0.129,0.149,-0.000,0.182,0.129,0.311,0.39,0.06,0.222,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,15,0.200,0.210,0.000,0.250,0.200,0.450,0.44,0.06,0.375
Adrian Beltre,$3.3K,R,TEX,3B,SEA,4,James Paxton,L,,,,,, ,1,,,3.97,-0.06,83,0.361,0.438,0.229,0.433,0.590,1.023,0.12,0.12,0.377,8.72,2.64,15,0.267,0.288,0.133,0.267,0.400,0.667,0.27,0.00,0.364,15,0.267,0.288,0.133,0.267,0.400,0.667,0.27,0.00,0.364,3,0.333,0.296,-0.000,0.333,0.333,0.666,0.67,0.00,1.000
Dexter Fowler,$3.5K,S,STL,OF,CIN,5,Homer Bailey,R,,,,,,400,2,,,4.88,0.05,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.93,2.55,51,0.196,0.280,0.157,0.276,0.353,0.629,0.17,0.10,0.200,51,0.196,0.280,0.157,0.276,0.353,0.629,0.17,0.10,0.200,8,0.000,0.138,0.000,0.200,0.000,0.200,0.30,0.20,0.000
Gerardo Parra,$3.2K,L,COL,OF,CHC,2,Yu Darvish,R,,,,,,100,13,,,4.5,-0.29,335,0.278,0.319,0.146,0.310,0.424,0.734,0.15,0.05,0.301,8.09,2.53,41,0.146,0.177,0.025,0.205,0.171,0.376,0.14,0.07,0.171,41,0.146,0.177,0.025,0.205,0.171,0.376,0.14,0.07,0.171,13,0.000,0.092,0.000,0.133,0.000,0.133,0.20,0.13,0.000
Kyle Seager,$3.6K,L,SEA,3B,@ TEX,5,Bartolo Colon,R,,,,,,600,-5,,,5.03,0.06,457,0.243,0.328,0.206,0.304,0.449,0.753,0.16,0.08,0.249,9.1,2.53,42,0.190,0.310,0.286,0.244,0.476,0.720,0.18,0.07,0.161,42,0.190,0.310,0.286,0.244,0.476,0.720,0.18,0.07,0.161,16,0.188,0.291,0.251,0.235,0.438,0.673,0.29,0.06,0.200
Tony Wolters,$2.7K,L,COL,C,CHC,8,Yu Darvish,R,,,,,,-300,-4,,,4.5,-0.29,202,0.228,0.263,0.044,0.300,0.272,0.572,0.19,0.09,0.288,6.78,2.51,15,0.067,0.133,0.000,0.176,0.067,0.243,0.23,0.12,0.091,15,0.067,0.133,0.000,0.176,0.067,0.243,0.23,0.12,0.091,6,0.000,0.099,0.000,0.143,0.000,0.143,0.14,0.14,0.000
Nick Ahmed,$2.9K,R,ARI,SS,SDP,6,Clayton Richard,L,,,,,,100,-1,,,4.51,-0.24,72,0.306,0.379,0.208,0.359,0.514,0.873,0.19,0.08,0.352,7.22,2.49,22,0.136,0.235,0.182,0.208,0.318,0.526,0.21,0.08,0.125,22,0.136,0.235,0.182,0.208,0.318,0.526,0.21,0.08,0.125,9,0.000,0.000,0.000,0.000,0.000,0.000,0.44,0.00,0.000
Marwin Gonzalez,$3.1K,S,HOU,1B/OF,@ CHW,8,Lucas Giolito,R,,,,,,500,-1,,,5.11,-0.05,400,0.290,0.368,0.195,0.358,0.485,0.843,0.20,0.10,0.329,7.68,2.48,42,0.190,0.286,0.120,0.314,0.310,0.624,0.20,0.16,0.219,42,0.190,0.286,0.120,0.314,0.310,0.624,0.20,0.16,0.219,13,0.154,0.176,0.000,0.214,0.154,0.368,0.29,0.07,0.222
Chris Young,$2.7K,R,LAA,OF,SFG,8,Derek Holland,L,,,,,,100,22,,,5.67,0.61,110,0.218,0.294,0.118,0.312,0.336,0.648,0.15,0.12,0.247,6.64,2.46,8,0.375,0.533,0.500,0.375,0.875,1.250,0.25,0.00,0.400,8,0.375,0.533,0.500,0.375,0.875,1.250,0.25,0.00,0.400,2,0.500,1.051,1.500,0.500,2.000,2.500,0.00,0.00,0.000
Avisail Garcia,$3.0K,R,CHW,OF,HOU,2,Dallas Keuchel,L,,,,,,600,-11,,,3.39,0.05,153,0.399,0.422,0.157,0.419,0.556,0.975,0.19,0.04,0.479,7.34,2.45,18,0.278,0.335,0.222,0.278,0.500,0.778,0.22,0.00,0.308,18,0.278,0.335,0.222,0.278,0.500,0.778,0.22,0.00,0.308,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Isiah Kiner-Falefa,$2.5K,R,TEX,2B/3B,SEA,2,James Paxton,L,,,,,,300,8,,,3.97,-0.06,3,0.000,0.000,0.000,0.000,0.000,0.000,0.67,0.00,0.000,6.09,2.44,3,0.000,0.000,0.000,0.000,0.000,0.000,0.67,0.00,0.000,3,0.000,0.000,0.000,0.000,0.000,0.000,0.67,0.00,0.000,3,0.000,0.000,0.000,0.000,0.000,0.000,0.67,0.00,0.000
James McCann,$2.6K,R,DET,C,KCR,7,Danny Duffy,L,,,,,,300,-26,,,4.33,0.02,110,0.309,0.415,0.282,0.372,0.591,0.963,0.14,0.09,0.306,6.3,2.42,5,0.600,0.825,0.800,0.667,1.400,2.067,0.00,0.17,0.500,5,0.600,0.825,0.800,0.667,1.400,2.067,0.00,0.17,0.500,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
