Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Chris Owings,$2.8K,R,ARI,2B/OF,@ SFG,6,Derek Holland,L,,,,,,300,-10,,,3.69,-0.25,150,0.220,0.260,0.127,0.253,0.347,0.600,25.20,5.70,0.278,7.3,2.61,22,0.136,0.170,0.136,0.136,0.273,0.409,30.40,4.30,0.143,11,0.182,0.159,0,0.182,0.182,0.364,45.50,0.00,0.333,5,0.400,0.351,0,0.400,0.400,0.800,40.00,0.00,0.667
Freddy Galvis,$2.7K,S,SDP,SS,ATL,6,Julio Teheran,R,,,,,,200, ,,,3.81,0.11,574,0.244,0.295,0.125,0.305,0.369,0.674,19.50,8.70,0.290,6.69,2.48,69,0.188,0.225,0.101,0.230,0.290,0.520,14.70,6.70,0.220,33,0.242,0.311,0.182,0.306,0.424,0.730,18.90,10.80,0.308,19,0.211,0.282,0.158,0.286,0.368,0.654,13.60,13.60,0.250
Ian Kinsler,$3.5K,R,LAA,2B,KCR,1,Danny Duffy,L,,,,,,700,-2,,,4.97,0.06,155,0.239,0.320,0.206,0.306,0.445,0.751,10.60,8.80,0.237,8.5,2.43,25,0.240,0.300,0.16,0.296,0.400,0.696,7.40,7.40,0.227,14,0.286,0.329,0.214,0.286,0.500,0.786,14.30,0.00,0.273,9,0.444,0.512,0.333,0.444,0.778,1.222,0.00,0.00,0.375
Ketel Marte,$2.9K,S,ARI,2B/SS,@ SFG,7,Derek Holland,L,,,,,,100,4,,,3.69,-0.25,147,0.252,0.308,0.150,0.308,0.401,0.709,13.60,9.90,0.279,6.98,2.41,25,0.240,0.325,0.28,0.269,0.520,0.789,3.80,3.80,0.217,14,0.286,0.446,0.5,0.333,0.786,1.119,6.70,6.70,0.250,8,0.500,0.749,0.875,0.500,1.375,1.875,0.00,0.00,0.429
Jarrod Dyson,$2.9K,L,ARI,OF,@ SFG,8,Derek Holland,L, ,,,,,500,1,,,3.69,-0.25,78,0.167,0.230,0.051,0.270,0.218,0.488,13.00,9.80,0.197,6.79,2.34,10,0.300,0.386,0,0.500,0.300,0.800,7.10,28.60,0.333,8,0.375,0.428,0,0.545,0.375,0.920,9.10,27.30,0.429,5,0.400,0.449,0,0.571,0.400,0.971,0.00,28.60,0.400
Charlie Culberson,$2.7K,R,ATL,3B/OF,@ SDP,7,Clayton Richard,L,,,,,,600,1,,,3.69,-0.11,52,0.250,0.289,0.173,0.273,0.423,0.696,16.40,3.60,0.295,6.3,2.33,22,0.227,0.266,0.136,0.261,0.364,0.625,8.70,4.30,0.250,10,0.300,0.334,0.1,0.364,0.400,0.764,9.10,9.10,0.333,7,0.286,0.350,0.143,0.375,0.429,0.804,0.00,12.50,0.286
Paul Goldschmidt,$4.4K,R,ARI,1B,@ SFG,3,Derek Holland,L,,,,,,400,1,,,3.69,-0.25,196,0.306,0.425,0.332,0.387,0.638,1.025,19.10,15.30,0.316,10.03,2.28,17,0.294,0.532,0.647,0.429,0.941,1.370,14.30,14.30,0.182,8,0.375,0.693,1,0.500,1.375,1.875,10.00,10.00,0.200,3,0.333,0.675,1,0.500,1.333,1.833,25.00,0.00,0.000
Joe Panik,$3.2K,L,SFG,2B,ARI,1,Zack Godley,R,,,,,,100,2,,,3.81,-0.25,413,0.295,0.344,0.157,0.349,0.453,0.802,8.00,8.40,0.300,7.26,2.27,11,0.455,0.471,0.091,0.500,0.545,1.045,0.00,16.70,0.455,11,0.455,0.471,0.091,0.500,0.545,1.045,0.00,16.70,0.455,11,0.455,0.471,0.091,0.500,0.545,1.045,0.00,16.70,0.455
Cory Spangenberg,$2.9K,L,SDP,3B/OF,ATL,7,Julio Teheran,R,,,,,,700,-2,,,3.81,0.11,393,0.272,0.330,0.160,0.329,0.433,0.762,23.10,7.50,0.335,6.51,2.24,36,0.167,0.221,0.167,0.189,0.333,0.522,37.80,2.70,0.200,24,0.125,0.156,0.125,0.125,0.250,0.375,37.50,0.00,0.143,17,0.176,0.220,0.176,0.176,0.353,0.529,41.20,0.00,0.222
Chris Young,$2.7K,R,LAA,OF,KCR,9,Danny Duffy,L,,,,,,600, ,,,4.97,0.06,136,0.199,0.273,0.103,0.292,0.301,0.593,16.20,11.70,0.229,6.05,2.24,16,0.188,0.268,0.062,0.316,0.250,0.566,10.50,10.50,0.214,6,0.333,0.350,0,0.429,0.333,0.762,0.00,14.30,0.333,3,0.333,0.392,0,0.500,0.333,0.833,0.00,25.00,0.333
