Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Marcell Ozuna,$3.3K,R,STL,OF,@ CHC,4,Kyle Hendricks,R, ,,,,,500,1,,,4.36,4.36,761,0.296,0.366,0.212,0.341,0.507,0.848,21.00,7.70,0.335,7.22,2.19,61,0.262,0.268,0.049,0.299,0.311,0.610,17.90,6.00,0.314,25,0.200,0.202,0.04,0.222,0.240,0.462,14.80,3.70,0.227,11,0.182,0.160,0,0.182,0.182,0.364,9.10,0.00,0.200
Anthony Rizzo,$4.2K,L,CHC,1B,STL,1,Carlos Martinez,R,,,,,,500,1,,,5.14,5.14,680,0.260,0.360,0.207,0.354,0.468,0.822,12.10,12.90,0.260,9.03,2.15,55,0.218,0.291,0.127,0.306,0.345,0.651,7.80,10.90,0.224,20,0.150,0.222,0.05,0.261,0.200,0.461,12.50,12.50,0.176,5,0.400,0.469,0.2,0.500,0.600,1.100,14.30,28.60,0.500
Paul DeJong,$3.7K,R,STL,SS,@ CHC,3,Kyle Hendricks,R, ,,,,,400,1,,,4.36,4.36,478,0.285,0.356,0.215,0.327,0.500,0.827,26.50,5.10,0.349,7.7,2.08,22,0.227,0.256,0.045,0.292,0.273,0.565,12.50,8.30,0.263,22,0.227,0.256,0.045,0.292,0.273,0.565,12.50,8.30,0.263,12,0.167,0.177,0.083,0.167,0.250,0.417,8.30,0.00,0.182
Jason Heyward,$4.1K,L,CHC,OF,STL,3,Carlos Martinez,R,,,,,,1200, ,,,5.14,5.14,541,0.266,0.329,0.150,0.335,0.416,0.751,11.10,9.60,0.279,7.95,1.94,62,0.274,0.332,0.177,0.318,0.452,0.770,11.90,6.00,0.288,21,0.190,0.312,0.190,0.320,0.381,0.701,16.00,16.00,0.188,6,0.333,0.355,0.167,0.333,0.500,0.833,16.70,0.00,0.400
Dexter Fowler,$3.4K,S,STL,OF,@ CHC,7,Kyle Hendricks,R,,,,,,800,-2,,,4.36,4.36,508,0.238,0.333,0.201,0.325,0.439,0.764,21.50,12.30,0.271,6.48,1.91,30,0.267,0.313,0.167,0.281,0.433,0.714,24.20,6.10,0.318,15,0.267,0.293,0.2,0.250,0.467,0.717,25.00,0.00,0.273,9,0.333,0.423,0.333,0.333,0.667,1.000,33.30,0.00,0.400
Matt Carpenter,$4.4K,L,STL,1B/3B,@ CHC,1,Kyle Hendricks,R,,,,,,700,-1,,,4.36,4.36,637,0.261,0.383,0.248,0.378,0.509,0.887,20.70,16.50,0.293,8.35,1.9,50,0.360,0.520,0.44,0.467,0.800,1.267,18.00,18.00,0.364,21,0.238,0.454,0.571,0.304,0.810,1.114,16.70,12.50,0.077,7,0.286,0.597,0.857,0.375,1.143,1.518,11.10,22.20,0.000
Jedd Gyorko,$3.7K,R,STL,2B/3B,@ CHC,5,Kyle Hendricks,R, ,,,,,600,1,,,4.36,4.36,480,0.242,0.311,0.158,0.307,0.400,0.707,24.50,9.50,0.295,6.95,1.88,37,0.189,0.302,0.189,0.262,0.378,0.640,15.60,15.60,0.200,19,0.263,0.420,0.316,0.364,0.579,0.943,12.50,20.80,0.267,10,0.100,0.188,0,0.182,0.100,0.282,8.30,16.70,0.111
Tommy Pham,$3.8K,R,STL,OF,@ CHC,8,Kyle Hendricks,R, ,,,,,800,2,,,4.36,4.36,595,0.279,0.363,0.185,0.365,0.464,0.829,24.40,11.40,0.345,6.74,1.77,46,0.130,0.194,0.065,0.200,0.196,0.396,29.40,9.80,0.167,18,0.167,0.201,0,0.211,0.167,0.378,25.00,10.00,0.231,8,0.250,0.220,0,0.250,0.250,0.500,12.50,0.00,0.286
Yadier Molina,$3.8K,R,STL,C,@ CHC,2,Kyle Hendricks,R, ,,,,,900,-1,,,4.36,4.36,574,0.280,0.321,0.159,0.308,0.439,0.747,14.50,5.20,0.294,6.64,1.75,52,0.269,0.313,0.192,0.286,0.462,0.748,16.10,3.60,0.262,20,0.300,0.271,0,0.318,0.300,0.618,22.70,4.50,0.375,11,0.273,0.240,0,0.273,0.273,0.546,36.40,0.00,0.429
Kolten Wong,$3.6K,L,STL,2B,@ CHC,6,Kyle Hendricks,R,,,,,,1100,1,,,4.36,4.36,461,0.258,0.330,0.154,0.338,0.412,0.750,14.40,8.60,0.292,6.11,1.7,41,0.317,0.415,0.244,0.420,0.561,0.981,12.00,8.00,0.343,18,0.389,0.457,0.278,0.421,0.667,1.088,10.50,0.00,0.438,7,0.143,0.246,0.143,0.250,0.286,0.536,12.50,0.00,0.167
Ian Happ,$4.3K,S,CHC,OF,STL,5,Carlos Martinez,R,,,,,,1500,-3,,,5.14,5.14,422,0.256,0.371,0.261,0.350,0.517,0.867,33.30,14.60,0.351,7.19,1.67,35,0.429,0.501,0.143,0.583,0.571,1.154,20.40,28.60,0.583,12,0.417,0.519,0.25,0.563,0.667,1.230,17.60,29.40,0.500,3,0.667,0.903,1,0.750,1.667,2.417,0.00,25.00,0.500
Kyle Schwarber,$4.6K,L,CHC,OF,STL,6,Carlos Martinez,R,,,,,,1300, ,,,5.14,5.14,564,0.229,0.358,0.285,0.313,0.514,0.827,28.40,13.20,0.250,7.48,1.63,47,0.298,0.417,0.298,0.377,0.596,0.973,28.10,17.50,0.370,18,0.278,0.365,0.222,0.350,0.500,0.850,40.90,18.20,0.500,5,0.400,0.585,0.6,0.400,1.000,1.400,33.30,16.70,0.500
Kris Bryant,$5.1K,R,CHC,3B,STL,2,Carlos Martinez,R, ,,,,,1200, ,,,5.14,5.14,672,0.275,0.373,0.205,0.374,0.481,0.855,21.50,11.90,0.328,8.11,1.59,20,0.200,0.312,0.15,0.333,0.350,0.683,37.50,8.30,0.300,12,0.250,0.393,0.25,0.400,0.500,0.900,26.70,13.30,0.286,7,0.286,0.309,0,0.375,0.286,0.661,25.00,0.00,0.400
Ben Zobrist,$4.5K,S,CHC,2B/OF,STL,4,Carlos Martinez,R,,,,,,1600,-2,,,5.14,5.14,527,0.260,0.334,0.150,0.343,0.410,0.753,14.20,12.10,0.280,7,1.56,40,0.300,0.384,0.2,0.400,0.500,0.900,12.00,12.00,0.294,15,0.200,0.245,0.067,0.278,0.267,0.545,16.70,5.60,0.231,3,0.333,0.293,0,0.333,0.333,0.666,0.00,0.00,0.333
Addison Russell,$4.1K,R,CHC,SS,STL,7,Carlos Martinez,R, ,,,,,1100,-1,,,5.14,5.14,500,0.242,0.296,0.142,0.294,0.384,0.678,23.40,7.00,0.300,6.27,1.53,54,0.259,0.314,0.167,0.305,0.426,0.731,18.60,6.80,0.286,26,0.154,0.183,0.077,0.185,0.231,0.416,29.60,3.70,0.222,8,0.125,0.110,0,0.125,0.125,0.250,37.50,0.00,0.200
