Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Elias Diaz,$2.8K,R,PIT,C,NYM,4,Jason Vargas,L,,,,,,300,-12,,,4.8,-0.29,101,0.317,0.360,0.188,0.337,0.505,0.842,12.50,2.90,0.341,7.32,2.61,22,0.273,0.360,0.318,0.273,0.591,0.864,13.60,0.00,0.278,5,0.400,0.426,0.2,0.400,0.600,1.000,20.00,0.00,0.500,4,0.500,0.532,0.25,0.500,0.750,1.250,25.00,0.00,0.667
Sean Rodriguez,$2.6K,R,PIT,2B/OF,NYM,7,Jason Vargas,L,,,,,,500,1,,,4.8,-0.29,92,0.239,0.358,0.207,0.369,0.446,0.815,36.00,16.20,0.362,6.43,2.47,2,0.000,0,0,0.000,0.000,0.000,100.00,0.00,0.000,2,0.000,0,0,0.000,0.000,0.000,100.00,0.00,0.000,2,0.000,0,0,0.000,0.000,0.000,100.00,0.00,0.000
Josh Reddick,$3.9K,L,HOU,OF,TEX,3,Yovani Gallardo,R,,,,,,1100,-4,,,5.33,-0.35,597,0.280,0.338,0.159,0.341,0.439,0.780,13.50,9.10,0.298,9.53,2.44,47,0.170,0.260,0.170,0.235,0.340,0.575,17.30,7.70,0.167,19,0.158,0.220,0.211,0.158,0.368,0.526,25.00,0.00,0.154,9,0.111,0.098,0,0.111,0.111,0.222,40.00,0.00,0.200
Marcell Ozuna,$3.4K,R,STL,OF,CHC,5,Mike Montgomery,L,,,,,,600,20,,,4.72,0.39,213,0.286,0.335,0.117,0.354,0.404,0.758,19.00,9.30,0.337,8.26,2.43,27,0.111,0.119,0,0.143,0.111,0.254,32.10,3.60,0.167,7,0.143,0.196,0,0.250,0.143,0.393,25.00,12.50,0.200,6,0.167,0.146,0,0.167,0.167,0.334,33.30,0.00,0.250
Adrian Beltre,$3.0K,R,TEX,3B,@ HOU,4,Dallas Keuchel,L,,,,,,300,6,,,3.17,-0.15,134,0.358,0.411,0.164,0.434,0.522,0.956,15.10,11.90,0.400,7.25,2.42,21,0.286,0.289,0,0.318,0.286,0.604,18.20,4.50,0.353,4,0.000,0,0,0.000,0.000,0.000,25.00,0.00,0.000,3,0.000,0,0,0.000,0.000,0.000,33.30,0.00,0.000
Mike Zunino,$3.1K,R,SEA,C,@ LAA,7,Andrew Heaney,L,,,,,,1000,-38,,,4,0.05,156,0.218,0.316,0.224,0.291,0.442,0.733,39.00,9.30,0.304,7.41,2.39,10,0.100,0.088,0,0.100,0.100,0.200,40.00,0.00,0.167,7,0.143,0.126,0,0.143,0.143,0.286,42.90,0.00,0.250,7,0.143,0.126,0,0.143,0.143,0.286,42.90,0.00,0.250
Nelson Cruz,$4.0K,R,SEA,OF,@ LAA,4,Andrew Heaney,L,,,,,,400,29,,,4,0.05,212,0.245,0.395,0.255,0.402,0.500,0.902,19.90,18.10,0.255,9.43,2.36,14,0.071,0.202,0,0.278,0.071,0.349,33.30,22.20,0.125,6,0.167,0.224,0,0.286,0.167,0.453,28.60,14.30,0.250,5,0.200,0.261,0,0.333,0.200,0.533,16.70,16.70,0.250
Isiah Kiner-Falefa,$2.9K,R,TEX,2B/3B,@ HOU,8,Dallas Keuchel,L,,,,,,900,-30,,,3.17,-0.15,72,0.250,0.325,0.139,0.349,0.389,0.738,9.60,13.30,0.281,6.85,2.36,8,0.375,0.452,0.25,0.444,0.625,1.069,11.10,11.10,0.429,2,0.500,0.625,0.5,0.500,1.000,1.500,0.00,0.00,0.500,1,1.000,1.25,1,1.000,2.000,3.000,0.00,0.00,1.000
Marcus Semien,$4.6K,R,OAK,SS,@ COL,1,Kyle Freeland,L,,,,,,700,2,,,5.41,-0.22,229,0.240,0.312,0.157,0.314,0.397,0.711,22.10,10.10,0.290,10.65,2.32,26,0.346,0.411,0.115,0.469,0.462,0.931,18.80,18.80,0.450,24,0.333,0.389,0.125,0.429,0.458,0.887,21.40,14.30,0.444,14,0.357,0.459,0.214,0.500,0.571,1.071,11.10,22.20,0.417
Josh Harrison,$3.0K,R,PIT,2B,NYM,2,Jason Vargas,L,,,,,,300,8,,,4.8,-0.29,175,0.269,0.350,0.183,0.344,0.451,0.795,16.40,6.70,0.289,6.93,2.31,24,0.208,0.296,0.167,0.269,0.375,0.644,19.20,7.70,0.222,6,0.167,0.341,0.5,0.167,0.667,0.834,33.30,0.00,0.000,3,0.333,0.682,1,0.333,1.333,1.666,33.30,0.00,0.000
