Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Wilmer Flores,$3.8K,R,NYM,1B/3B,@ COL,4,Tyler Anderson,L,,,,,,800,-6,,,4.97,-0.01,152,0.257,0.315,0.204,0.287,0.461,0.748,13.30,4.20,0.252,10.69,2.81,9,0.333,0.370,0.111,0.400,0.444,0.844,0.00,10.00,0.333,4,0.500,0.532,0.25,0.500,0.750,1.250,0.00,0.00,0.500,4,0.500,0.532,0.25,0.500,0.750,1.250,0.00,0.00,0.500
Alcides Escobar,$2.6K,R,KCR,SS,TEX,6,Bartolo Colon,R, ,,,,,400,-2,,,4.4,-0.42,658,0.225,0.244,0.088,0.248,0.313,0.561,14.60,2.60,0.254,7.15,2.75,75,0.187,0.200,0.08,0.197,0.267,0.464,13.00,1.30,0.203,35,0.086,0.125,0.086,0.111,0.171,0.282,13.90,2.80,0.069,15,0.067,0.059,0,0.067,0.067,0.134,13.30,0.00,0.077
Alex Gordon,$2.9K,L,KCR,OF,TEX,2,Bartolo Colon,R,,,,,,400,8,,,4.4,-0.42,515,0.229,0.282,0.126,0.287,0.355,0.642,24.20,6.90,0.283,7.61,2.62,68,0.279,0.314,0.103,0.329,0.382,0.711,23.60,4.20,0.347,30,0.233,0.309,0.133,0.324,0.367,0.691,26.50,5.90,0.300,11,0.000,0.149,0,0.214,0.000,0.214,35.70,14.30,0.000
Abraham Almonte,$2.9K,S,KCR,OF,TEX,8,Bartolo Colon,R,,,,,,700,-2,,,4.4,-0.42,212,0.236,0.298,0.137,0.303,0.373,0.676,23.50,9.00,0.299,7.38,2.54,29,0.172,0.251,0.069,0.294,0.241,0.535,32.40,14.70,0.278,16,0.062,0.205,0,0.286,0.063,0.349,38.10,23.80,0.125,7,0.000,0.250,0,0.364,0.000,0.364,36.40,36.40,0.000
Asdrubal Cabrera,$4.2K,S,NYM,2B,@ COL,2,Tyler Anderson,L,,,,,,400,-1,,,4.97,-0.01,196,0.347,0.374,0.133,0.382,0.480,0.862,14.10,7.00,0.380,10.56,2.51,29,0.172,0.208,0.103,0.200,0.276,0.476,13.30,3.30,0.167,9,0.222,0.195,0,0.222,0.222,0.444,11.10,0.00,0.250,6,0.167,0.146,0,0.167,0.167,0.334,16.70,0.00,0.200
Hunter Dozier,$2.9K,R,KCR,1B,TEX,5,Bartolo Colon,R, ,,,,,300,10,,,4.4,-0.42,81,0.210,0.272,0.148,0.264,0.358,0.622,31.00,6.90,0.275,7.13,2.46,68,0.206,0.284,0.176,0.270,0.382,0.652,31.10,8.10,0.262,35,0.200,0.277,0.2,0.243,0.400,0.643,29.70,5.40,0.227,17,0.176,0.292,0.353,0.176,0.529,0.705,29.40,0.00,0.100
Wilson Ramos,$3.0K,R,TBR,C,@ HOU,3,Gerrit Cole,R, ,,,,,500,-25,,,2.57,-0.08,298,0.262,0.314,0.168,0.294,0.430,0.724,19.50,5.30,0.287,7.28,2.43,55,0.273,0.315,0.109,0.322,0.382,0.704,23.30,8.30,0.350,27,0.222,0.242,0.037,0.276,0.259,0.535,20.70,6.90,0.286,15,0.200,0.208,0,0.250,0.200,0.450,31.20,6.20,0.300
Jonathan Villar,$3.3K,S,MIL,2B,@ PIT,6,Trevor Williams,R,,,,,,400,5,,,4.34,-0.16,447,0.257,0.298,0.121,0.302,0.378,0.680,30.70,6.30,0.356,7.78,2.36,58,0.207,0.258,0.103,0.270,0.310,0.580,34.90,7.90,0.314,30,0.167,0.192,0.033,0.219,0.200,0.419,37.50,6.20,0.278,11,0.273,0.308,0.091,0.333,0.364,0.697,50.00,8.30,0.600
Yonder Alonso,$3.4K,L,CLE,1B,CHW,5,Dylan Covey,R,,,,,, ,14,,,5.31,0.05,548,0.277,0.371,0.221,0.353,0.498,0.851,22.10,12.70,0.319,8.01,2.36,61,0.328,0.399,0.164,0.406,0.492,0.898,19.70,12.70,0.400,28,0.286,0.351,0.107,0.375,0.393,0.768,15.20,15.20,0.348,10,0.300,0.365,0.1,0.364,0.400,0.764,8.30,16.70,0.333
Carlos Gonzalez,$4.2K,L,COL,OF,NYM,4,Jacob deGrom,R,,,,,,500,7,,,4.53,0.01,461,0.284,0.356,0.184,0.355,0.469,0.824,19.90,11.80,0.329,9.86,2.35,50,0.340,0.388,0.14,0.411,0.480,0.891,15.80,12.30,0.400,28,0.357,0.404,0.107,0.455,0.464,0.919,9.10,15.20,0.400,14,0.286,0.369,0.071,0.444,0.357,0.801,16.70,22.20,0.364
