Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Nolan Arenado,$5.4K,R,COL,3B,SEA,3,Mike Leake,R, ,,,,,800,1,,,6.02,-0.25,681,0.267,0.351,0.228,0.324,0.495,0.819,18.30,9.40,0.286,11.84,2.19,61,0.246,0.341,0.279,0.281,0.525,0.806,18.80,4.70,0.227,26,0.346,0.462,0.385,0.370,0.731,1.101,7.40,3.70,0.286,13,0.385,0.456,0.308,0.385,0.692,1.077,7.70,0.00,0.364
Teoscar Hernandez,$4.5K,R,TOR,OF,@ BOS,3,Brian Johnson,L,,,,,,1300,-14,,,4.66,0.39,122,0.230,0.329,0.287,0.269,0.516,0.785,32.30,5.40,0.274,9.84,2.19,21,0.143,0.204,0.143,0.182,0.286,0.468,40.90,4.50,0.182,8,0.125,0.256,0.375,0.125,0.500,0.625,37.50,0.00,0.000,6,0.167,0.341,0.5,0.167,0.667,0.834,33.30,0.00,0.000
Marwin Gonzalez,$3.1K,S,HOU,1B/OF,DET,6,Francisco Liriano,L,,,,,,300,17,,,5.2,0.12,235,0.243,0.300,0.149,0.295,0.391,0.686,21.20,6.30,0.294,6.78,2.19,30,0.133,0.117,0,0.133,0.133,0.266,23.30,0.00,0.174,9,0.111,0.098,0,0.111,0.111,0.222,11.10,0.00,0.125,1,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Chase d'Arnaud,$3.0K,R,SFG,2B/3B,OAK,1,Sean Manaea,L,,,,,,1000,7,,,3.85,-0.29,35,0.200,0.245,0.114,0.243,0.314,0.557,24.30,5.40,0.240,6.53,2.18,10,0.400,0.505,0.4,0.400,0.800,1.200,20.00,0.00,0.429,10,0.400,0.505,0.4,0.400,0.800,1.200,20.00,0.00,0.429,10,0.400,0.505,0.4,0.400,0.800,1.200,20.00,0.00,0.429
Jean Segura,$5.0K,R,SEA,SS,@ COL,2,Tyler Anderson,L,,,,,,1200,-2,,,4.98,-0.25,225,0.324,0.362,0.138,0.362,0.462,0.824,14.00,8.00,0.362,10.9,2.18,16,0.188,0.328,0.25,0.278,0.438,0.716,5.30,15.80,0.143,12,0.250,0.374,0.333,0.250,0.583,0.833,7.70,7.70,0.200,5,0.000,0.115,0,0.000,0.000,0.000,0.00,16.70,0.000
Manuel Margot,$3.3K,R,SDP,OF,CHC,1,Jon Lester,L,,,,,,1100,-11,,,3.71,0.22,204,0.255,0.320,0.181,0.306,0.436,0.742,18.10,7.70,0.300,7.14,2.16,30,0.267,0.323,0.2,0.290,0.467,0.757,19.40,3.20,0.304,18,0.222,0.241,0.056,0.263,0.278,0.541,26.30,5.30,0.308,11,0.273,0.273,0.091,0.273,0.364,0.637,18.20,0.00,0.333
Mark Trumbo,$3.6K,R,BAL,1B/OF,TEX,5,Mike Minor,L,,,,,,500,-5,,,4.53, ,215,0.256,0.319,0.172,0.304,0.428,0.732,22.50,6.50,0.289,7.78,2.16,23,0.261,0.359,0.261,0.320,0.522,0.842,16.00,8.00,0.235,9,0.222,0.361,0.333,0.300,0.556,0.856,10.00,10.00,0.143,9,0.222,0.361,0.333,0.300,0.556,0.856,10.00,10.00,0.143
Dexter Fowler,$3.4K,S,STL,OF,CIN,7,Anthony DeSclafani,R,,,,,,800,3,,,4.65,-0.36,504,0.238,0.332,0.196,0.325,0.435,0.760,21.40,12.40,0.273,7.28,2.14,34,0.206,0.236,0.059,0.243,0.265,0.508,26.30,7.90,0.280,11,0.273,0.220,0,0.250,0.273,0.523,25.00,0.00,0.333,9,0.333,0.293,0,0.333,0.333,0.666,33.30,0.00,0.500
Alex Gordon,$3.4K,L,KCR,OF,@ CHW,7,Lucas Giolito,R,,,,,,900,-3,,,4.67,0.1,562,0.228,0.285,0.128,0.292,0.356,0.648,23.80,7.60,0.280,7.25,2.13,49,0.204,0.311,0.143,0.339,0.347,0.686,20.30,15.30,0.250,30,0.200,0.292,0.2,0.273,0.400,0.673,18.80,6.20,0.217,19,0.263,0.366,0.263,0.333,0.526,0.859,20.00,10.00,0.286
Elvis Andrus,$3.9K,R,TEX,SS,@ BAL,2,Miguel Castro,R, ,,,,,900,-4,,,4.97, ,607,0.290,0.335,0.155,0.331,0.445,0.776,14.60,5.50,0.321,8.26,2.12,65,0.200,0.218,0.046,0.243,0.246,0.489,20.00,4.30,0.250,35,0.171,0.151,0,0.171,0.171,0.342,17.10,0.00,0.207,14,0.071,0.063,0,0.071,0.071,0.142,21.40,0.00,0.091
Ryan Rua,$3.1K,R,TEX,OF,@ BAL,6,Miguel Castro,R, ,,,,,1100,-13,,,4.97, ,131,0.168,0.214,0.092,0.214,0.260,0.474,40.80,6.30,0.268,6.57,2.12,9,0.333,0.334,0.111,0.333,0.444,0.777,20.00,0.00,0.429,7,0.429,0.430,0.143,0.429,0.571,1.000,12.50,0.00,0.500,1,0.000,0,0,0.000,0.000,0.000,100.00,0.00,0.000
Jeimer Candelario,$3.0K,S,DET,3B,@ HOU,7,Justin Verlander,R,,,,,,300,8,,,2.3,-0.12,321,0.224,0.317,0.168,0.319,0.393,0.712,23.60,11.70,0.272,6.37,2.12,50,0.120,0.243,0.14,0.250,0.260,0.510,24.60,16.40,0.118,19,0.053,0.107,0,0.143,0.053,0.196,42.90,9.50,0.100,10,0.000,0.115,0,0.167,0.000,0.167,50.00,16.70,0.000
Carlos Gonzalez,$5.0K,L,COL,OF,SEA,4,Mike Leake,R,,,,,,1600,-16,,,6.02,-0.25,507,0.290,0.361,0.189,0.357,0.479,0.836,20.20,11.50,0.339,10.61,2.12,50,0.360,0.423,0.24,0.396,0.600,0.996,21.80,9.10,0.444,21,0.429,0.494,0.286,0.455,0.714,1.169,8.70,8.70,0.444,9,0.444,0.574,0.444,0.500,0.889,1.389,9.10,18.20,0.429
Kelby Tomlinson,$2.5K,R,SFG,2B/SS,OAK,8,Sean Manaea,L,,,,,,500,7,,,3.85,-0.29,122,0.246,0.286,0.049,0.329,0.295,0.624,21.50,12.50,0.315,5.27,2.11,3,0.333,0.457,0,0.600,0.333,0.933,20.00,20.00,0.500,2,0.500,0.440,0,0.500,0.500,1.000,50.00,0.00,1.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Elias Diaz,$3.2K,R,PIT,C,MIL,4,Jhoulys Chacin,R, ,,,,,500,-17,,,3.81,-0.37,248,0.234,0.280,0.117,0.288,0.351,0.639,17.30,7.00,0.266,6.72,2.1,38,0.289,0.333,0.105,0.364,0.395,0.759,18.20,9.10,0.333,22,0.318,0.378,0.182,0.375,0.500,0.875,25.00,8.30,0.400,9,0.444,0.420,0,0.500,0.444,0.944,0.00,10.00,0.444
Danny Valencia,$3.4K,R,BAL,3B/OF,TEX,6,Mike Minor,L,,,,,,800,-44,,,4.53, ,217,0.276,0.355,0.207,0.343,0.484,0.827,17.50,12.50,0.290,7.13,2.1,22,0.409,0.513,0.455,0.444,0.864,1.308,11.10,11.10,0.333,7,0.571,0.597,0.429,0.556,1.000,1.556,0.00,11.10,0.429,7,0.571,0.597,0.429,0.556,1.000,1.556,0.00,11.10,0.429
Joe Mauer,$3.7K,L,MIN,1B,TBR,1,Ryne Stanek,R,,,,,,1100,-9,,,4.57,-0.01,576,0.290,0.340,0.115,0.362,0.405,0.767,12.80,11.70,0.324,7.76,2.1,56,0.250,0.273,0.107,0.267,0.357,0.624,9.80,4.90,0.255,32,0.312,0.344,0.125,0.343,0.438,0.781,11.10,8.30,0.321,15,0.400,0.434,0.2,0.444,0.600,1.044,11.10,11.10,0.385
Russell Martin,$3.2K,R,TOR,C,@ BOS,6,Brian Johnson,L,,,,,,1100,-41,,,4.66,0.39,113,0.177,0.280,0.080,0.326,0.257,0.583,25.70,16.40,0.240,6.72,2.1,10,0.400,0.408,0,0.500,0.400,0.900,8.30,16.70,0.444,6,0.333,0.293,0,0.333,0.333,0.666,16.70,0.00,0.400,5,0.200,0.176,0,0.200,0.200,0.400,20.00,0.00,0.250
Dee Gordon,$4.4K,L,SEA,2B/OF,@ COL,1,Tyler Anderson,L, ,,,,,800,1,,,4.98,-0.25,292,0.298,0.292,0.051,0.318,0.349,0.667,12.10,1.00,0.337,9.25,2.1,25,0.400,0.366,0.04,0.400,0.440,0.840,12.50,0.00,0.455,10,0.400,0.389,0.1,0.400,0.500,0.900,0.00,0.00,0.400,6,0.500,0.501,0.167,0.500,0.667,1.167,0.00,0.00,0.500
Mitch Haniger,$4.8K,R,SEA,OF,@ COL,3,Tyler Anderson,L,,,,,,900,4,,,4.98,-0.25,191,0.267,0.333,0.178,0.317,0.445,0.762,22.00,9.10,0.324,10.02,2.09,21,0.238,0.343,0.095,0.360,0.333,0.693,37.00,22.20,0.455,8,0.125,0.332,0,0.364,0.125,0.489,38.50,38.50,0.333,4,0.000,0.229,0,0.200,0.000,0.200,50.00,33.30,0.000
DJ LeMahieu,$4.6K,R,COL,2B,SEA,1,Mike Leake,R, ,,,,,700,-1,,,6.02,-0.25,654,0.280,0.313,0.092,0.337,0.372,0.709,15.40,7.60,0.325,9.61,2.09,56,0.250,0.321,0.196,0.295,0.446,0.741,22.60,8.10,0.293,23,0.217,0.265,0.130,0.240,0.348,0.588,23.10,7.70,0.278,11,0.273,0.339,0.182,0.333,0.455,0.788,8.30,8.30,0.300
Stephen Piscotty,$3.9K,R,OAK,OF,@ SFG,5,Andrew Suarez,L,,,,,,1100,-12,,,3.65,-0.21,154,0.201,0.289,0.117,0.313,0.318,0.631,19.90,13.30,0.243,8.15,2.09,22,0.182,0.328,0.227,0.333,0.409,0.742,14.80,18.50,0.176,8,0.250,0.350,0.125,0.400,0.375,0.775,20.00,20.00,0.333,5,0.400,0.469,0.2,0.500,0.600,1.100,16.70,16.70,0.500
Roberto Perez,$2.6K,R,CLE,C,NYY,7,Masahiro Tanaka,R, ,,,,,500,-30,,,4.47,-0.25,246,0.171,0.241,0.118,0.244,0.289,0.533,33.30,9.10,0.247,5.43,2.09,20,0.200,0.235,0.1,0.238,0.300,0.538,40.90,4.50,0.364,11,0.182,0.160,0,0.182,0.182,0.364,41.70,0.00,0.333,7,0.143,0.126,0,0.143,0.143,0.286,57.10,0.00,0.333
Cody Bellinger,$4.3K,L,LAD,1B/OF,LAA,4,Deck McGuire,R,,,,,,500,4,,,5.19,0.3,571,0.259,0.374,0.298,0.322,0.557,0.879,25.30,11.90,0.289,8.96,2.08,59,0.288,0.422,0.373,0.354,0.661,1.015,18.20,10.60,0.286,31,0.290,0.399,0.258,0.389,0.548,0.937,13.50,16.20,0.320,13,0.385,0.443,0.231,0.429,0.615,1.044,6.70,13.30,0.417
Caleb Joseph,$2.7K,R,BAL,C,TEX,9,Mike Minor,L,,,,,,500,-27,,,4.53, ,116,0.224,0.281,0.155,0.268,0.379,0.647,24.60,4.10,0.277,5.59,2.07,23,0.174,0.206,0.087,0.208,0.261,0.469,16.70,4.20,0.211,6,0.167,0.277,0.167,0.286,0.333,0.619,14.30,14.30,0.200,6,0.167,0.277,0.167,0.286,0.333,0.619,14.30,14.30,0.200
Drew Butera,$2.4K,R,KCR,C,@ CHW,9,Lucas Giolito,R, ,,,,,400,-32,,,4.67,0.1,193,0.218,0.249,0.067,0.271,0.285,0.556,21.60,5.80,0.274,4.95,2.06,15,0.267,0.234,0,0.267,0.267,0.534,20.00,0.00,0.333,12,0.333,0.293,0,0.333,0.333,0.666,16.70,0.00,0.400,8,0.375,0.330,0,0.375,0.375,0.750,12.50,0.00,0.429
Jedd Gyorko,$3.7K,R,STL,2B/3B,CIN,5,Anthony DeSclafani,R, ,,,,,600,9,,,4.65,-0.36,477,0.243,0.312,0.159,0.309,0.403,0.712,24.70,9.40,0.298,7.6,2.05,42,0.238,0.332,0.214,0.298,0.452,0.750,24.50,12.20,0.300,25,0.280,0.416,0.28,0.379,0.560,0.939,12.90,19.40,0.300,11,0.182,0.299,0.091,0.308,0.273,0.581,14.30,21.40,0.222
Joey Votto,$4.0K,L,CIN,1B,@ STL,3,Miles Mikolas,R,,,,,, ,14,,,3.85,-0.14,629,0.329,0.427,0.227,0.440,0.556,0.996,11.30,18.70,0.340,8.21,2.05,58,0.259,0.389,0.224,0.411,0.483,0.894,16.40,20.50,0.295,30,0.300,0.415,0.233,0.432,0.533,0.965,16.20,18.90,0.348,16,0.250,0.409,0.312,0.400,0.563,0.963,15.00,20.00,0.250
Jesus Sucre,$2.5K,R,TBR,C,@ MIN,9,Fernando Romero,R, ,,,,,500,-33,,,4.43,0.01,202,0.252,0.273,0.094,0.280,0.347,0.627,16.50,3.70,0.285,5.13,2.05,18,0.222,0.241,0.056,0.263,0.278,0.541,9.50,14.30,0.250,15,0.133,0.117,0,0.133,0.133,0.266,11.80,11.80,0.154,10,0.000,0,0,0.000,0.000,0.000,18.20,9.10,0.000
Charlie Blackmon,$5.6K,L,COL,OF,SEA,2,Mike Leake,R,,,,,,1600,-1,,,6.02,-0.25,653,0.309,0.406,0.279,0.372,0.588,0.960,20.00,9.90,0.343,11.43,2.04,52,0.288,0.369,0.269,0.321,0.558,0.879,12.70,5.50,0.262,21,0.476,0.576,0.476,0.455,0.952,1.407,13.60,0.00,0.438,10,0.400,0.505,0.4,0.400,0.800,1.200,20.00,0.00,0.429
Derek Dietrich,$3.7K,L,MIA,OF,PHI,1,Enyel De Los Santos,R,,,,,,800,8,,,3.93,0.38,584,0.265,0.338,0.178,0.335,0.443,0.778,21.10,7.10,0.312,7.55,2.04,63,0.349,0.427,0.175,0.462,0.524,0.986,19.20,10.30,0.426,31,0.323,0.362,0.065,0.421,0.387,0.808,13.20,7.90,0.370,12,0.417,0.467,0.167,0.529,0.583,1.112,11.80,11.80,0.455
Max Kepler,$3.7K,L,MIN,OF,TBR,6,Ryne Stanek,R,,,,,,700,13,,,4.57,-0.01,615,0.250,0.333,0.192,0.322,0.442,0.764,15.90,10.30,0.271,7.54,2.04,60,0.250,0.332,0.2,0.308,0.450,0.758,15.20,9.10,0.255,32,0.312,0.454,0.375,0.389,0.688,1.077,13.50,13.50,0.292,16,0.312,0.438,0.312,0.389,0.625,1.014,15.80,15.80,0.333
Carlos Santana,$3.8K,S,PHI,1B,@ MIA,4,Jose Urena,R,,,,,,800,4,,,4.07,0.12,589,0.236,0.348,0.205,0.356,0.441,0.797,16.60,16.60,0.252,7.77,2.04,65,0.138,0.289,0.108,0.348,0.246,0.594,15.40,26.40,0.137,29,0.069,0.225,0.034,0.300,0.103,0.403,20.00,25.00,0.091,19,0.000,0.165,0,0.240,0.000,0.240,28.00,24.00,0.000
Jorge Bonifacio,$3.6K,R,KCR,OF,@ CHW,2,Lucas Giolito,R, ,,,,,1200,-17,,,4.67,0.1,305,0.266,0.339,0.180,0.332,0.446,0.778,28.00,8.80,0.343,7.27,2.02,35,0.314,0.380,0.229,0.351,0.543,0.894,24.30,2.70,0.400,32,0.312,0.388,0.25,0.353,0.563,0.916,26.50,2.90,0.409,21,0.333,0.431,0.333,0.364,0.667,1.031,31.80,0.00,0.462
Marcus Semien,$3.8K,R,OAK,SS,@ SFG,1,Andrew Suarez,L,,,,,,600,4,,,3.65,-0.21,211,0.232,0.300,0.156,0.295,0.389,0.684,22.90,9.30,0.279,7.66,2.02,24,0.167,0.252,0.042,0.310,0.208,0.518,20.70,17.20,0.222,8,0.375,0.401,0,0.500,0.375,0.875,30.00,20.00,0.600,6,0.333,0.349,0,0.429,0.333,0.762,42.90,14.30,0.667
Alex Avila,$3.2K,L,ARI,C,@ ATL,8,Julio Teheran,R,,,,,,1000,-37,,,4.5,0.56,375,0.243,0.349,0.189,0.357,0.432,0.789,34.70,16.10,0.361,6.47,2.02,16,0.312,0.512,0.5,0.421,0.813,1.234,20.00,15.00,0.300,8,0.375,0.579,0.5,0.545,0.875,1.420,16.70,25.00,0.400,6,0.167,0.328,0.167,0.375,0.333,0.708,25.00,25.00,0.250
Joc Pederson,$4.2K,L,LAD,OF,LAA,1,Deck McGuire,R,,,,,,900, ,,,5.19,0.3,424,0.243,0.362,0.257,0.342,0.500,0.842,18.10,11.70,0.256,8.45,2.01,54,0.185,0.324,0.259,0.302,0.444,0.746,18.50,13.80,0.158,32,0.219,0.334,0.25,0.306,0.469,0.775,21.60,8.10,0.227,12,0.250,0.340,0.167,0.357,0.417,0.774,14.30,14.30,0.300
Jorge Polanco,$3.8K,S,MIN,SS,TBR,5,Ryne Stanek,R,,,,,,600,4,,,4.57,-0.01,359,0.270,0.331,0.156,0.334,0.426,0.760,15.40,9.80,0.301,7.63,2.01,33,0.364,0.406,0.121,0.447,0.485,0.932,26.30,13.20,0.522,33,0.364,0.406,0.121,0.447,0.485,0.932,26.30,13.20,0.522,19,0.316,0.350,0.105,0.381,0.421,0.802,33.30,9.50,0.500
