Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,,,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP
Jarrod Dyson,$3.0K,L,ARI,OF,LAD,2,Ross Stripling,R,,,,,,400,3,,,4.23,-0.07,344,0.250,0.299,0.125,0.301,0.375,0.676,0.14,0.07,0.276,7.3,2.43,49,0.163,0.253,0.184,0.226,0.347,0.573,0.07,0.07,0.140,53,0.151,0.235,0.170,0.211,0.321,0.532,0.07,0.07,0.128,18,0.222,0.383,0.334,0.333,0.556,0.889,0.10,0.14,0.143
Yulieski Gurriel,$3.3K,R,HOU,1B,NYY,4,Sonny Gray,R, ,,,,,300, ,,,4.78,-0.13,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8,2.42,34,0.235,0.257,0.118,0.256,0.353,0.609,0.13,0.05,0.250,34,0.235,0.257,0.118,0.256,0.353,0.609,0.13,0.05,0.250,16,0.188,0.233,0.063,0.263,0.250,0.513,0.16,0.10,0.214
Russell Martin,$2.8K,R,TOR,C,@ MIN,6,Lance Lynn,R, ,,,,,600,-31,,,4.9,0.33,291,0.223,0.325,0.172,0.329,0.395,0.724,0.22,0.14,0.255,6.76,2.41,38,0.132,0.249,0.184,0.233,0.316,0.549,0.23,0.12,0.115,46,0.130,0.245,0.153,0.245,0.283,0.528,0.23,0.13,0.125,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Jurickson Profar,$2.7K,S,TEX,2B/SS,@ CLE,3,Trevor Bauer,R,,,,,,-400,14,,,3.42,0.01,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.49,2.4,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,54,0.204,0.265,0.055,0.306,0.259,0.565,0.19,0.13,0.262,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Derek Dietrich,$2.9K,L,MIA,OF,PHI,4,Jake Arrieta,R,,,,,,100,15,,,3.42,-0.03,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.89,2.38,76,0.224,0.209,0.026,0.224,0.250,0.474,0.26,0.00,0.304,85,0.235,0.238,0.059,0.244,0.294,0.538,0.23,0.01,0.297,14,0.143,0.154,0.071,0.143,0.214,0.357,0.43,0.00,0.250
Domingo Santana,$3.2K,R,MIL,OF,@ CIN,5,Brandon Finnegan,L,,,,,,400,5,,,4.93,-0.01,159,0.245,0.341,0.183,0.342,0.428,0.770,0.27,0.13,0.317,7.52,2.35,20,0.000,0.090,0.000,0.130,0.000,0.130,0.48,0.13,0.000,24,0.042,0.110,0.000,0.148,0.042,0.190,0.41,0.11,0.077,4,0.000,0.138,0.000,0.200,0.000,0.200,0.20,0.20,0.000
Tucker Barnhart,$2.8K,S,CIN,C,MIL,6,Jhoulys Chacin,R,,,,,,600,-31,,,4.57,0.01,376,0.261,0.319,0.143,0.321,0.404,0.725,0.17,0.09,0.298,6.57,2.35,62,0.194,0.280,0.145,0.288,0.339,0.627,0.22,0.12,0.217,68,0.191,0.270,0.133,0.278,0.324,0.602,0.23,0.11,0.220,19,0.105,0.154,0.053,0.174,0.158,0.332,0.26,0.09,0.133
Cheslor Cuthbert,$2.7K,R,KCR,1B/3B,@ BOS,5,Eduardo Rodriguez,L,,,,,,400,-8,,,3.24,-0.28,77,0.286,0.334,0.156,0.321,0.442,0.763,0.26,0.05,0.370,6.24,2.31,23,0.348,0.395,0.217,0.348,0.565,0.913,0.30,0.00,0.467,24,0.375,0.415,0.208,0.375,0.583,0.958,0.29,0.00,0.500,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Yangervis Solarte,$3.4K,S,TOR,3B,@ MIN,4,Lance Lynn,R,,,,,,200,3,,,4.9,0.33,399,0.266,0.340,0.200,0.315,0.466,0.781,0.14,0.07,0.266,7.82,2.3,46,0.239,0.352,0.239,0.333,0.478,0.811,0.20,0.13,0.242,55,0.236,0.349,0.255,0.317,0.491,0.808,0.21,0.11,0.231,11,0.000,0.000,0.000,0.000,0.000,0.000,0.27,0.00,0.000
Chris Iannetta,$2.9K,R,COL,C,@ CHC,5,Jon Lester,L,,,,,,500,-23,,,4.18,4.18,112,0.277,0.387,0.223,0.382,0.500,0.882,0.21,0.14,0.312,6.67,2.3,25,0.200,0.316,0.160,0.333,0.360,0.693,0.13,0.17,0.200,29,0.241,0.341,0.138,0.371,0.379,0.750,0.17,0.17,0.273,3,0.333,0.395,-0.000,0.500,0.333,0.833,0.00,0.25,0.333
Jose Pirela,$3.0K,R,SDP,OF,@ SFG,5,Jeff Samardzija,R, ,,,,,200,11,,,3.3,-0.02,313,0.272,0.326,0.150,0.324,0.422,0.746,0.21,0.07,0.332,6.86,2.29,73,0.233,0.267,0.068,0.291,0.301,0.592,0.25,0.08,0.321,83,0.241,0.267,0.060,0.292,0.301,0.593,0.26,0.07,0.333,16,0.312,0.343,0.001,0.421,0.313,0.734,0.21,0.16,0.417
Salvador Perez,$3.5K,R,KCR,C,@ BOS,4,Eduardo Rodriguez,L,,,,,,200,-8,,,3.24,-0.28,145,0.248,0.313,0.228,0.258,0.476,0.734,0.22,0.02,0.248,7.97,2.28,6,0.167,0.148,0.000,0.167,0.167,0.334,0.83,0.00,1.000,6,0.167,0.148,0.000,0.167,0.167,0.334,0.83,0.00,1.000,6,0.167,0.148,0.000,0.167,0.167,0.334,0.83,0.00,1.000
Wilmer Difo,$2.6K,S,WAS,2B/3B,PIT,8,Jameson Taillon,R,,,,,,500,9,,,4.06,0.16,297,0.253,0.273,0.063,0.296,0.316,0.612,0.21,0.06,0.315,5.93,2.28,42,0.238,0.281,0.048,0.327,0.286,0.613,0.20,0.12,0.303,45,0.244,0.282,0.045,0.327,0.289,0.616,0.19,0.12,0.306,13,0.077,0.105,0.000,0.133,0.077,0.210,0.07,0.07,0.077
Marwin Gonzalez,$3.2K,S,HOU,1B/OF,NYY,7,Sonny Gray,R,,,,,,100,4,,,4.78,-0.13,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.3,2.28,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,62,0.242,0.341,0.161,0.360,0.403,0.763,0.20,0.16,0.283,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Logan Morrison,$2.9K,L,MIN,1B,TOR,7,Aaron Sanchez,R,,,,,,600,-12,,,5.1,0.67,455,0.231,0.355,0.268,0.319,0.499,0.818,0.25,0.12,0.241,6.59,2.27,51,0.176,0.269,0.157,0.263,0.333,0.596,0.19,0.10,0.184,60,0.150,0.239,0.133,0.239,0.283,0.522,0.22,0.10,0.163,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Aledmys Diaz,$3.0K,R,TOR,SS,@ MIN,9,Lance Lynn,R, ,,,,,700,-8,,,4.9,0.33,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.81,2.27,45,0.222,0.322,0.289,0.239,0.511,0.750,0.11,0.02,0.167,53,0.208,0.298,0.264,0.222,0.472,0.694,0.13,0.02,0.167,10,0.100,0.089,0.000,0.100,0.100,0.200,0.10,0.00,0.111
Matt Duffy,$3.1K,R,TBR,3B,@ DET,3,Jordan Zimmermann,R, ,,,,,200,1,,,4.5,-0.43,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.98,2.25,34,0.294,0.339,0.118,0.351,0.412,0.763,0.24,0.08,0.375,44,0.364,0.388,0.113,0.404,0.477,0.881,0.21,0.06,0.455,3,0.667,0.592,0.000,0.667,0.667,1.334,0.33,0.00,1.000
Adam Frazier,$3.0K,L,PIT,2B/OF,@ WAS,1,Tanner Roark,R,,,,,,500,-32,,,3.94,0.34,407,0.273,0.324,0.135,0.327,0.408,0.735,0.13,0.08,0.301,6.76,2.25,43,0.233,0.263,0.093,0.267,0.326,0.593,0.13,0.04,0.250,53,0.264,0.294,0.094,0.304,0.358,0.662,0.18,0.05,0.310,12,0.417,0.424,0.083,0.462,0.500,0.962,0.15,0.08,0.500
Colin Moran,$3.0K,L,PIT,3B,@ WAS,7,Tanner Roark,R,,,,,,200,1,,,3.94,0.34,87,0.264,0.315,0.150,0.309,0.414,0.723,0.18,0.06,0.304,6.72,2.24,65,0.292,0.325,0.108,0.338,0.400,0.738,0.23,0.07,0.367,74,0.270,0.304,0.108,0.313,0.378,0.691,0.20,0.06,0.328,12,0.333,0.380,0.084,0.429,0.417,0.846,0.21,0.14,0.444
Brad Miller,$3.0K,L,TBR,1B,@ DET,4,Jordan Zimmermann,R,,,,,,300,-3,,,4.5,-0.43,303,0.201,0.296,0.129,0.319,0.330,0.649,0.27,0.15,0.262,6.7,2.23,35,0.257,0.277,0.086,0.289,0.343,0.632,0.26,0.05,0.346,41,0.244,0.304,0.146,0.304,0.390,0.694,0.28,0.09,0.321,15,0.333,0.325,0.134,0.313,0.467,0.780,0.25,0.00,0.417
Miguel Rojas,$2.6K,R,MIA,SS,PHI,7,Jake Arrieta,R, ,,,,,500,-5,,,3.42,-0.03,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.8,2.23,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,85,0.235,0.280,0.130,0.270,0.365,0.635,0.14,0.04,0.243,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Alex Verdugo,$2.9K,L,LAD,OF,@ ARI,6,Zack Greinke,R,,,,,,900,-12,,,3.77,-0.43,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.44,2.22,2,0.500,0.526,0.000,0.667,0.500,1.167,0.00,0.33,0.500,2,0.500,0.526,0.000,0.667,0.500,1.167,0.00,0.33,0.500,2,0.500,0.526,0.000,0.667,0.500,1.167,0.00,0.33,0.500
Orlando Arcia,$2.7K,R,MIL,SS,@ CIN,8,Brandon Finnegan,L,,,,,,500,-6,,,4.93,-0.01,136,0.221,0.252,0.051,0.279,0.272,0.551,0.19,0.07,0.271,6,2.22,12,0.083,0.121,-0.000,0.154,0.083,0.237,0.23,0.08,0.111,17,0.059,0.088,0.000,0.111,0.059,0.170,0.17,0.06,0.071,2,0.000,0.000,0.000,0.000,0.000,0.000,0.50,0.00,0.000
Willson Contreras,$3.8K,R,CHC,C,COL,5,Kyle Freeland,L,,,,,,600,-12,,,5.82,5.82,146,0.288,0.402,0.253,0.385,0.541,0.926,0.18,0.14,0.311,8.43,2.22,17,0.353,0.434,0.235,0.421,0.588,1.009,0.10,0.10,0.400,23,0.304,0.365,0.174,0.360,0.478,0.838,0.16,0.08,0.368,3,0.333,0.424,0.334,0.333,0.667,1.000,0.33,0.00,0.500
Jesse Winker,$3.2K,L,CIN,OF,MIL,1,Jhoulys Chacin,R,,,,,,300,12,,,4.57,0.01,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.07,2.21,59,0.288,0.346,0.085,0.394,0.373,0.767,0.15,0.15,0.347,66,0.288,0.343,0.076,0.392,0.364,0.756,0.19,0.15,0.365,21,0.286,0.312,0.143,0.304,0.429,0.733,0.13,0.04,0.316
Gregory Polanco,$3.5K,L,PIT,OF,@ WAS,2,Tanner Roark,R,,,,,,-200,18,,,3.94,0.34,373,0.244,0.318,0.188,0.295,0.432,0.727,0.14,0.07,0.246,7.73,2.21,70,0.171,0.286,0.229,0.253,0.400,0.653,0.21,0.10,0.160,77,0.195,0.320,0.260,0.284,0.455,0.739,0.22,0.11,0.185,17,0.176,0.275,0.236,0.222,0.412,0.634,0.22,0.06,0.167
Buster Posey,$3.7K,R,SFG,1B/C,SDP,3,Eric Lauer,L,,,,,,900,-14,,,4.2,0.02,185,0.319,0.385,0.189,0.374,0.508,0.882,0.11,0.08,0.325,8.13,2.2,30,0.300,0.367,0.200,0.353,0.500,0.853,0.09,0.09,0.269,37,0.297,0.373,0.189,0.372,0.486,0.858,0.09,0.12,0.281,8,0.250,0.274,0.000,0.333,0.250,0.583,0.11,0.11,0.286
Brian Anderson,$2.9K,R,MIA,3B,PHI,5,Jake Arrieta,R, ,,,,,100,2,,,3.42,-0.03,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.38,2.2,64,0.188,0.235,0.032,0.278,0.219,0.497,0.22,0.11,0.250,74,0.203,0.250,0.027,0.298,0.230,0.528,0.21,0.12,0.268,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Carlos Gomez,$3.3K,R,TBR,OF,@ DET,7,Jordan Zimmermann,R, ,,,,,200,16,,,4.5,-0.43,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.22,2.19,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Howie Kendrick,$3.3K,R,WAS,2B/OF,PIT,4,Jameson Taillon,R, ,,,,,200,6,,,4.06,0.16,283,0.304,0.351,0.169,0.334,0.473,0.807,0.21,0.05,0.366,7.17,2.17,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Eddie Rosario,$3.6K,L,MIN,OF,TOR,3,Aaron Sanchez,R,,,,,,700,-7,,,5.1,0.67,441,0.288,0.380,0.263,0.335,0.551,0.886,0.18,0.07,0.296,7.81,2.17,61,0.262,0.335,0.230,0.286,0.492,0.778,0.21,0.03,0.289,70,0.257,0.323,0.200,0.288,0.457,0.745,0.22,0.04,0.294,20,0.250,0.302,0.200,0.250,0.450,0.700,0.30,0.00,0.308
Corey Dickerson,$3.4K,L,PIT,OF,@ WAS,5,Tanner Roark,R,,,,,,-200,21,,,3.94,0.34,525,0.272,0.342,0.214,0.305,0.486,0.791,0.21,0.05,0.303,7.34,2.16,73,0.288,0.340,0.205,0.308,0.493,0.801,0.09,0.04,0.288,82,0.268,0.315,0.183,0.287,0.451,0.738,0.09,0.03,0.270,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
John Hicks,$2.9K,R,DET,1B/C,TBR,6,Jacob Faria,R, ,,,,,600,-12,,,4,-0.57,136,0.265,0.327,0.176,0.308,0.441,0.749,0.25,0.06,0.326,6.27,2.16,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7,0.143,0.300,0.428,0.143,0.571,0.714,0.29,0.00,0.000
Freddy Galvis,$2.9K,S,SDP,SS,@ SFG,6,Jeff Samardzija,R,,,,,,200, ,,,3.3,-0.02,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.26,2.16,56,0.232,0.296,0.036,0.358,0.268,0.626,0.27,0.16,0.342,63,0.254,0.310,0.032,0.373,0.286,0.659,0.27,0.16,0.372,16,0.250,0.250,0.000,0.294,0.250,0.544,0.29,0.06,0.364
Roberto Perez,$2.6K,R,CLE,C,TEX,8,Cole Hamels,L,,,,,,500,-31,,,4.58,-0.01,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.61,2.16,4,0.500,0.493,0.000,0.600,0.500,1.100,0.20,0.20,0.667,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Kelby Tomlinson,$2.6K,R,SFG,2B/SS,SDP,7,Eric Lauer,L,,,,,,600,2,,,4.2,0.02,97,0.258,0.299,0.051,0.345,0.309,0.654,0.20,0.12,0.320,5.59,2.15,18,0.278,0.328,0.055,0.381,0.333,0.714,0.33,0.14,0.455,20,0.250,0.300,0.050,0.348,0.300,0.648,0.30,0.13,0.385,5,0.400,0.432,0.200,0.400,0.600,1.000,0.20,0.00,0.500
Matt Wieters,$2.9K,S,WAS,C,PIT,7,Jameson Taillon,R,,,,,,700,-34,,,4.06,0.16,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.23,2.15,20,0.200,0.350,0.300,0.304,0.500,0.804,0.17,0.13,0.143,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Patrick Valaika,$2.6K,R,COL,1B,@ CHC,8,Jon Lester,L,,,,,,500,12,,,4.18,4.18,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.6,2.15,24,0.083,0.129,0.084,0.120,0.167,0.287,0.28,0.04,0.118,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Noel Cuevas,$2.6K,R,COL,OF,@ CHC,7,Jon Lester,L,,,,,,600,-6,,,4.18,4.18,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.57,2.14,8,0.125,0.111,0.000,0.125,0.125,0.250,0.13,0.00,0.143,8,0.125,0.111,0.000,0.125,0.125,0.250,0.13,0.00,0.143,6,0.167,0.148,0.000,0.167,0.167,0.334,0.17,0.00,0.200
Travis Jankowski,$2.8K,L,SDP,OF,@ SFG,1,Jeff Samardzija,R,,,,,,800,-7,,,3.3,-0.02,61,0.213,0.258,0.033,0.304,0.246,0.550,0.30,0.12,0.325,5.99,2.14,2,0.500,0.444,0.000,0.500,0.500,1.000,0.00,0.00,0.500,2,0.500,0.444,0.000,0.500,0.500,1.000,0.00,0.00,0.500,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Mitch Moreland,$3.9K,L,BOS,1B,KCR,4,Jason Hammel,R,,,,,,1000,-14,,,5.26,-0.22,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.34,2.14,36,0.306,0.409,0.277,0.381,0.583,0.964,0.19,0.12,0.333,40,0.275,0.373,0.250,0.348,0.525,0.873,0.17,0.11,0.290,8,0.000,0.077,0.000,0.111,0.000,0.111,0.22,0.11,0.000
Christian Vazquez,$2.6K,R,BOS,C,KCR,9,Jason Hammel,R, ,,,,,600,-32,,,5.26,-0.22,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.54,2.13,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,52,0.173,0.197,0.039,0.218,0.212,0.430,0.16,0.06,0.209,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Whit Merrifield,$4.0K,R,KCR,2B/OF,@ BOS,1,Eduardo Rodriguez,L,,,,,,800, ,,,3.24,-0.28,154,0.292,0.370,0.227,0.337,0.519,0.856,0.15,0.07,0.303,8.51,2.13,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,3,0.333,0.296,-0.000,0.333,0.333,0.666,0.00,0.00,0.333
David Peralta,$4.1K,L,ARI,OF,LAD,1,Ross Stripling,R,,,,,,200,4,,,4.23,-0.07,459,0.314,0.375,0.183,0.366,0.497,0.863,0.17,0.08,0.352,8.75,2.13,50,0.360,0.468,0.340,0.411,0.700,1.111,0.18,0.09,0.378,58,0.362,0.458,0.293,0.424,0.655,1.079,0.17,0.11,0.386,17,0.412,0.581,0.588,0.450,1.000,1.450,0.15,0.10,0.333
Jordy Mercer,$2.7K,R,PIT,SS,@ WAS,8,Tanner Roark,R, ,,,,,100,1,,,3.94,0.34,466,0.251,0.303,0.142,0.298,0.393,0.691,0.17,0.06,0.285,5.72,2.12,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
Jon Jay,$2.9K,L,KCR,OF,@ BOS,7,Eduardo Rodriguez,L, ,,,,,500,1,,,3.24,-0.28,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.16,2.12,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,2,0.000,0.230,0.000,0.333,0.000,0.333,0.00,0.33,0.000
Jason Kipnis,$3.1K,L,CLE,2B,TEX,2,Cole Hamels,L, ,,,,,-100,9,,,4.58,-0.01,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.54,2.11,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,27,0.259,0.326,0.074,0.375,0.333,0.708,0.25,0.16,0.368,8,0.250,0.317,0.125,0.333,0.375,0.708,0.33,0.11,0.400
Eric Hosmer,$3.7K,L,SDP,1B,@ SFG,2,Jeff Samardzija,R,,,,,,500,-3,,,3.3,-0.02,473,0.328,0.399,0.184,0.402,0.512,0.914,0.18,0.11,0.380,7.8,2.11,59,0.305,0.370,0.170,0.369,0.475,0.844,0.29,0.09,0.436,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,10,0.600,0.632,0.200,0.714,0.800,1.514,0.14,0.29,0.750
Lucas Duda,$3.1K,L,KCR,1B,@ BOS,6,Eduardo Rodriguez,L, ,,,,,600,-10,,,3.24,-0.28,132,0.182,0.264,0.197,0.227,0.379,0.606,0.33,0.06,0.225,6.5,2.1,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000
