Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Teoscar Hernandez,$2.5K,R,TOR,OF,@ NYY,2 ,CC Sabathia,L,,,,,,-700,22,9.0,144,3.98,-0.09,5,0.400,0.432,0.200,0.400,0.600,1.000,0.60,0.00,1.000,7.59,3.04
Domingo Santana,$3.0K,R,MIL,OF,MIA,3 ,Dillon Peters,L,,,,,,300,-5,8.5,-187,4.93,-0.09,17,0.059,0.088,0.000,0.111,0.059,0.170,0.39,0.06,0.100,8.64,2.88
Preston Tucker,$2.8K,L,ATL,OF,NYM,6 ,Matt Harvey,R,,,,,,-300,7,9.0,-106,4.43,4.43,40,0.325,0.410,0.275,0.364,0.600,0.964,0.25,0.07,0.370,7.6,2.71
Jeff Mathis,$2.2K,R,ARI,C,SFG,8 ,Ty Blach,L,,,,,,200,-18,8.5,-174,4.84,-0.22,6,0.000,0.000,0.000,0.000,0.000,0.000,0.83,0.00,0.000,5.73,2.6
Mitch Moreland,$3.2K,L,BOS,1B,@ LAA,5 ,Nick Tropeano,R,,,,,,500,-2,8.5,-106,4.31,0.06,21,0.381,0.504,0.333,0.480,0.714,1.194,0.08,0.16,0.389,8.2,2.56
Chris Young,$2.7K,R,LAA,OF,BOS,8 ,Eduardo Rodriguez,L,,,,,,100,3,8.5,-106,4.19,-0.06,6,0.333,0.360,0.167,0.333,0.500,0.833,0.33,0.00,0.500,6.84,2.53
Justin Bour,$3.0K,L,MIA,1B,@ MIL,4 ,Chase Anderson,R,,,,,,-500,9,8.5,166,3.57,0.09,43,0.256,0.376,0.279,0.333,0.535,0.868,0.19,0.10,0.233,7.53,2.51
Jake Marisnick,$2.6K,R,HOU,OF,@ SEA,9 ,Marco Gonzales,L,,,,,,600,-5,8.5,-188,4.94,0.05,20,0.150,0.255,0.300,0.150,0.450,0.600,0.60,0.00,0.167,6.51,2.5
Jesus Aguilar,$3.1K,R,MIL,1B,MIA,5 ,Dillon Peters,L,,,,,,700,-9,8.5,-187,4.93,-0.09,9,0.444,0.532,0.223,0.583,0.667,1.250,0.17,0.25,0.571,7.69,2.48
Neil Walker,$3.0K,S,NYY,1B/2B,TOR,7 ,Aaron Sanchez,R,,,,,,500,-6,9.0,-161,5.02,0.09,39,0.154,0.188,0.000,0.233,0.154,0.387,0.19,0.09,0.194,7.37,2.46
Hernan Perez,$3.0K,R,MIL,2B/OF,MIA,6 ,Dillon Peters,L,,,,,,800,-35,8.5,-187,4.93,-0.09,10,0.200,0.299,0.300,0.200,0.500,0.700,0.20,0.00,0.143,7.38,2.46
Tim Beckham,$3.1K,R,BAL,2B/3B,@ DET,7 ,Jordan Zimmermann,R, ,,,,,500,5,9.0,-120,4.65,0.04,49,0.122,0.144,0.041,0.154,0.163,0.317,0.33,0.04,0.182,7.58,2.45
Deven Marrero,$2.6K,R,ARI,3B,SFG,7 ,Ty Blach,L,,,,,,500,1,8.5,-174,4.84,-0.22,13,0.231,0.190,0.000,0.214,0.231,0.445,0.14,0.00,0.250,6.35,2.44
Derek Dietrich,$2.9K,L,MIA,OF,@ MIL,1 ,Chase Anderson,R,,,,,,200,-3,8.5,166,3.57,0.09,60,0.283,0.285,0.067,0.295,0.350,0.645,0.20,0.02,0.340,7.08,2.44
Steve Pearce,$3.4K,R,TOR,OF,@ NYY,1 ,CC Sabathia,L,,,,,,100,5,9.0,144,3.98,-0.09,18,0.333,0.476,0.389,0.400,0.722,1.122,0.20,0.10,0.333,8.3,2.44
Jose Martinez,$3.6K,R,STL,1B,@ CHC,5 ,Jon Lester,L,,,,,,-300,6,7.0,110,3.36,3.36,6,0.167,0.371,0.166,0.444,0.333,0.777,0.11,0.33,0.200,8.69,2.41
Anthony Santander,$2.8K,S,BAL,OF,@ DET,8 ,Jordan Zimmermann,R,,,,,,800,-14,9.0,-120,4.65,0.04,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.75,2.41
Pedro Alvarez,$3.0K,L,BAL,1B/3B,@ DET,2 ,Jordan Zimmermann,R,,,,,,600,-31,9.0,-120,4.65,0.04,26,0.308,0.458,0.307,0.455,0.615,1.070,0.18,0.21,0.333,7.23,2.41
Gregor Blanco,$2.4K,L,SFG,OF,@ ARI,1 ,Zack Greinke,R,,,,,,200,1,8.5,156,3.66,-0.28,17,0.353,0.356,0.059,0.389,0.412,0.801,0.11,0.06,0.400,5.77,2.4
Jose Lobaton,$2.4K,S,NYM,C,@ ATL,7 ,Matt Wisler,R,,,,,,400,-19,9.0,-107,4.57,4.57,10,0.100,0.250,0.200,0.250,0.300,0.550,0.50,0.17,0.250,5.7,2.38
Chance Sisco,$2.7K,L,BAL,C,@ DET,9 ,Jordan Zimmermann,R,,,,,,700,-22,9.0,-120,4.65,0.04,30,0.267,0.313,0.100,0.333,0.367,0.700,0.36,0.09,0.444,6.41,2.37
Chris Owings,$3.2K,R,ARI,2B/OF,SFG,5 ,Ty Blach,L,,,,,,700,-32,8.5,-174,4.84,-0.22,23,0.174,0.228,0.087,0.240,0.261,0.501,0.36,0.08,0.286,7.53,2.35
Ender Inciarte,$3.5K,L,ATL,OF,NYM,1 ,Matt Harvey,R,,,,,,200,2,9.0,-106,4.43,4.43,56,0.268,0.269,0.036,0.300,0.304,0.604,0.15,0.05,0.313,8.18,2.34
Albert Almora,$2.7K,R,CHC,OF,STL,1 ,Luke Weaver,R, ,,,,,300,-2,7.0,-123,3.64,3.64,13,0.231,0.267,0.077,0.286,0.308,0.594,0.29,0.07,0.333,6.32,2.34
Jett Bandy,$2.9K,R,MIL,C,MIA,8 ,Dillon Peters,L,,,,,,900,-26,8.5,-187,4.93,-0.09,4,0.250,0.222,0.000,0.250,0.250,0.500,0.25,0.00,0.333,6.77,2.33
Lorenzo Cain,$4.0K,R,MIL,OF,MIA,1 ,Dillon Peters,L,,,,,,800,-11,8.5,-187,4.93,-0.09,15,0.333,0.365,0.067,0.412,0.400,0.812,0.12,0.12,0.385,9.22,2.31
Marwin Gonzalez,$3.1K,S,HOU,1B/OF,@ SEA,6 ,Marco Gonzales,L,,,,,,300, ,8.5,-188,4.94,0.05,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.14,2.3
Aaron Hicks,$3.2K,S,NYY,OF,TOR,6 ,Aaron Sanchez,R,,,,,,-300,16,9.0,-161,5.02,0.09,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.33,2.29
