Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Kendrys Morales,$2.9K,S,TOR,1B,WAS,4 ,Gio Gonzalez,L,,,,,,200,6,9.5,117,4.48,0.52,52,0.212,0.268,0.115,0.259,0.327,0.586,23.30,10.00,0.256,8.07,2.78
Jarrod Dyson,$3.0K,L,ARI,OF,NYM,8 ,Seth Lugo,R,,,,,,700,-1,8.0,-129,4.2,0.04,119,0.176,0.240,0.076,0.258,0.252,0.510,9.60,12.50,0.183,7.74,2.58
Justin Turner,$3.6K,R,LAD,3B,SFG,3 ,Derek Holland,L,,,,,, ,8,8.0,-243,4.98,0.56,19,0.316,0.421,0.211,0.440,0.526,0.966,15.40,23.10,0.333,9.25,2.57
Joseph Wendle,$2.8K,L,TBR,2B,@ NYY,4 ,Jonathan Loaisiga,R,,,,,,300,13,9.0,174,3.7,-0.19,159,0.277,0.304,0.101,0.318,0.377,0.695,20.70,5.70,0.339,7.11,2.54
Jose Pirela,$3.0K,R,SDP,2B/OF,@ ATL,3 ,Brandon McCarthy,R, ,,,,,500,10,8.0,123,3.71,-0.26,196,0.276,0.290,0.066,0.313,0.342,0.655,21.50,5.30,0.355,7.51,2.5
Enrique Hernandez,$3.3K,R,LAD,2B/OF,SFG,2 ,Derek Holland,L,,,,,,600,-28,8.0,-243,4.98,0.56,80,0.212,0.303,0.175,0.289,0.388,0.677,22.80,12.00,0.232,8.26,2.5
Colin Moran,$3.2K,L,PIT,3B,CIN,4 ,Matt Harvey,R,,,,,,700,-3,9.0,-136,4.8,-0.1,163,0.276,0.336,0.153,0.344,0.429,0.773,16.20,9.20,0.308,7.89,2.47
Matt Duffy,$3.3K,R,TBR,3B,@ NYY,1 ,Jonathan Loaisiga,R, ,,,,,400, ,9.0,174,3.7,-0.19,147,0.374,0.392,0.136,0.400,0.510,0.910,16.70,3.80,0.437,8.1,2.45
Ian Kinsler,$3.6K,R,LAA,2B,@ OAK,1 ,Chris Bassitt,R, ,,,,,300,9,8.5,-121,4.38,-0.03,160,0.237,0.318,0.188,0.311,0.425,0.736,7.80,9.40,0.220,8.75,2.43
Justin Smoak,$3.3K,S,TOR,1B,WAS,2 ,Gio Gonzalez,L,,,,,,300,6,9.5,117,4.48,0.52,79,0.291,0.359,0.127,0.394,0.418,0.812,21.30,12.80,0.362,8.03,2.43
Wilson Ramos,$3.2K,R,TBR,C,@ NYY,3 ,Jonathan Loaisiga,R, ,,,,,500,-16,9.0,174,3.7,-0.19,144,0.285,0.331,0.139,0.331,0.424,0.755,21.30,7.10,0.340,7.76,2.43
Corey Dickerson,$3.8K,L,PIT,OF,CIN,2 ,Matt Harvey,R,,,,,,1000,-5,9.0,-136,4.8,-0.1,185,0.308,0.344,0.168,0.330,0.476,0.806,10.20,4.60,0.321,9.03,2.38
Yoan Moncada,$3.7K,S,CHW,2B,DET,1 ,Mike Fiers,R,,,,,,700,-1,8.5,-135,4.52,0.03,174,0.253,0.342,0.218,0.323,0.471,0.794,34.70,9.30,0.357,8.82,2.38
