Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Breyvic Valera,$2.9K,S,LAD,2B/SS,@ COL,8 ,German Marquez,R,,,,,,-100,14,10.5,-138,5.62,-0.05,5,0.000,0.198,0,0.286,0.000,0.286,14.30,28.60,0.000,7.54,2.6
Jesus Sucre,$2.5K,R,TBR,C,@ SEA,9 ,Marco Gonzales,L,,,,,,500,-21,7.5,105,3.64,0.01,21,0.143,0.190,0.048,0.217,0.190,0.407,17.40,8.70,0.176,6.41,2.56
Robert Refsnyder,$2.6K,R,TBR,OF,@ SEA,6 ,Marco Gonzales,L,,,,,,200,13,7.5,105,3.64,0.01,36,0.139,0.294,0.139,0.326,0.278,0.604,19.10,23.40,0.154,6.62,2.55
Chris Owings,$3.1K,R,ARI,2B/OF,MIA,5 ,Caleb Smith,L,,,,,,600,-47,7.0,-164,3.93,-0.2,59,0.169,0.218,0.102,0.210,0.271,0.481,27.00,7.90,0.220,7.78,2.51
Charlie Culberson,$2.7K,R,ATL,3B/OF,WAS,7 ,Gio Gonzalez,L,,,,,,700, ,9.0,105,4.37,0.1,32,0.219,0.262,0.125,0.265,0.344,0.609,14.70,5.90,0.259,6.76,2.5
Kendrys Morales,$3.3K,S,TOR,1B,@ DET,4 ,Matt Boyd,L,,,,,,900,-12,8.5,-134,4.51,-0.01,40,0.200,0.254,0.1,0.244,0.300,0.544,22.20,11.10,0.226,8.2,2.48
Luis Guillorme,$2.7K,L,NYM,2B/3B,CHC,7 ,Mike Montgomery,L, ,,,,,700,6,7.0,-113,3.56,-0.27,8,0.375,0.373,0.125,0.375,0.500,0.875,12.50,0.00,0.429,6.63,2.46
Joc Pederson,$4.1K,L,LAD,OF,@ COL,6 ,German Marquez,R,,,,,,900,-8,10.5,-138,5.62,-0.05,115,0.261,0.329,0.148,0.348,0.409,0.757,15.80,12.00,0.309,9.9,2.41
Randal Grichuk,$2.8K,R,TOR,OF,@ DET,8 ,Matt Boyd,L,,,,,,800,-7,8.5,-134,4.51,-0.01,28,0.179,0.239,0.071,0.273,0.250,0.523,24.20,9.10,0.238,6.73,2.4
Eric Hosmer,$3.6K,L,SDP,1B,CIN,2 ,Matt Harvey,R,,,,,,100,13,8.5,-105,4.31,0.13,141,0.312,0.378,0.184,0.382,0.496,0.878,21.70,13.00,0.392,8.64,2.4
