Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Robbie Grossman,$2.7K,S,MIN,OF,@ DET,6 ,Michael Fulmer,R,,,,,,500,4,9.0,-107,4.58,0.18,112,0.214,0.282,0.107,0.302,0.321,0.623,20.20,12.40,0.256,7.24,2.68
Brandon Guyer,$2.8K,R,CLE,OF,@ CHW,5 ,Carlos Rodon,L,,,,,,800,-6,8.5,-135,4.53,-0.38,48,0.229,0.360,0.271,0.327,0.500,0.827,16.10,12.50,0.222,7.27,2.6
Logan Morrison,$3.0K,L,MIN,1B,@ DET,4 ,Michael Fulmer,R,,,,,,300,5,9.0,-107,4.58,0.18,143,0.189,0.301,0.189,0.293,0.378,0.671,18.10,12.70,0.189,7.81,2.6
Joseph Wendle,$2.9K,L,TBR,2B,@ NYY,5 ,Domingo German,R,,,,,,500,4,8.5,146,3.74,-0.05,154,0.279,0.308,0.104,0.321,0.383,0.704,20.10,5.90,0.339,7.01,2.42
Michael Conforto,$3.5K,L,NYM,OF,@ ARI,1 ,Matt Koch,R,,,,,,900,-3,9.0,127,4.14,-0.22,131,0.229,0.322,0.145,0.340,0.374,0.714,22.20,15.80,0.275,8.44,2.41
Jose Pirela,$2.9K,R,SDP,2B/OF,@ ATL,1 ,Anibal Sanchez,R, ,,,,,500,4,8.5,149,3.71,-0.25,191,0.272,0.288,0.068,0.310,0.340,0.650,22.10,5.40,0.354,6.93,2.39
Kevan Smith,$2.8K,R,CHW,C,CLE,5 ,Mike Clevinger,R, ,,,,,500,-14,8.5,121,3.97,-0.12,13,0.308,0.270,0,0.308,0.308,0.616,0.00,0.00,0.308,6.55,2.34
John Ryan Murphy,$3.5K,R,ARI,C,NYM,4 ,Jason Vargas,L,,,,,,1000,-22,9.0,-142,4.86,0.22,48,0.292,0.399,0.354,0.306,0.646,0.952,20.40,2.00,0.273,8.18,2.34
Rhys Hoskins,$4.3K,R,PHI,OF,COL,2 ,German Marquez,R, ,,,,,400,3,8.5,-125,4.42,0.02,142,0.218,0.324,0.197,0.315,0.415,0.730,29.20,13.70,0.289,9.93,2.31
Aaron Hicks,$3.9K,S,NYY,OF,TBR,1 ,Blake Snell,L,,,,,,800,-1,8.5,-163,4.76,0.05,47,0.255,0.355,0.234,0.345,0.489,0.834,16.40,12.70,0.270,9.02,2.31
Amed Rosario,$2.8K,R,NYM,SS,@ ARI,8 ,Matt Koch,R, ,,,,,800,-4,9.0,127,4.14,-0.22,156,0.244,0.268,0.090,0.279,0.333,0.612,21.10,4.20,0.300,6.45,2.3
Jackie Bradley,$2.8K,L,BOS,OF,@ SEA,8 ,Felix Hernandez,R,,,,,,300,11,8.5,-131,4.48,-0.04,142,0.211,0.289,0.120,0.309,0.331,0.640,24.10,10.20,0.275,6.41,2.29
Jesmuel Valentin,$2.8K,S,PHI,2B/SS,COL,6 ,German Marquez,R,,,,,,500,5,8.5,-125,4.42,0.02,17,0.235,0.207,0,0.235,0.235,0.470,41.20,0.00,0.400,6.4,2.29
Rajai Davis,$3.1K,R,CLE,OF,@ CHW,2 ,Carlos Rodon,L,,,,,,1100,-13,8.5,-135,4.53,-0.38,47,0.213,0.222,0,0.255,0.213,0.468,13.50,7.70,0.244,7.09,2.29
Joe Panik,$3.2K,L,SFG,2B,@ MIA,1 ,Dan Straily,R,,,,,,500,2,8.0,-124,4.16,-0.02,75,0.293,0.340,0.093,0.372,0.387,0.759,7.00,9.30,0.304,7.34,2.29
Brian Dozier,$3.7K,R,MIN,2B,@ DET,1 ,Michael Fulmer,R, ,,,,,-100,5,9.0,-107,4.58,0.18,200,0.245,0.324,0.185,0.315,0.430,0.745,18.40,9.00,0.270,8.44,2.28
J.T. Riddle,$2.7K,L,MIA,SS,SFG,5 ,Dereck Rodriguez,R,,,,,,600,-1,8.0,109,3.84,-0.48,39,0.205,0.231,0.103,0.225,0.308,0.533,34.10,2.40,0.292,6.11,2.26
Nick Ahmed,$3.4K,R,ARI,SS,NYM,2 ,Jason Vargas,L,,,,,,600,-1,9.0,-142,4.86,0.22,69,0.290,0.382,0.275,0.338,0.565,0.903,17.60,6.80,0.308,7.65,2.25
Josh Reddick,$3.3K,L,HOU,OF,@ OAK,5 ,Frankie Montas,R,,,,,,500,11,7.5,-207,4.46,0.2,104,0.212,0.311,0.144,0.331,0.356,0.687,17.60,16.00,0.228,7.43,2.25
Gerardo Parra,$3.4K,L,COL,OF,@ PHI,5 ,Vincent Velasquez,R,,,,,,600,7,8.5,109,4.08,-0.02,142,0.324,0.344,0.099,0.364,0.423,0.787,15.20,5.30,0.376,7.58,2.23
Max Kepler,$3.3K,L,MIN,OF,@ DET,5 ,Michael Fulmer,R,,,,,,700,4,9.0,-107,4.58,0.18,154,0.208,0.293,0.143,0.303,0.351,0.654,13.00,13.00,0.227,7.32,2.22
Victor Martinez,$2.9K,S,DET,1B,MIN,4 ,Lance Lynn,R,,,,,,800,-6,9.0,-107,4.42,0.32,145,0.241,0.277,0.090,0.298,0.331,0.629,10.40,8.60,0.256,6.42,2.21
Brian McCann,$3.0K,L,HOU,C,@ OAK,8 ,Frankie Montas,R,,,,,,900,-24,7.5,-207,4.46,0.2,93,0.194,0.267,0.129,0.269,0.323,0.592,17.10,8.60,0.205,6.64,2.21
Franmil Reyes,$3.4K,R,SDP,OF,@ ATL,5 ,Anibal Sanchez,R, ,,,,,500,10,8.5,149,3.71,-0.25,53,0.208,0.286,0.226,0.236,0.434,0.670,38.20,3.60,0.250,7.53,2.21
Jake Cave,$2.8K,L,MIN,OF,@ DET,7 ,Michael Fulmer,R,,,,,, ,25,9.0,-107,4.58,0.18,14,0.286,0.444,0.5,0.286,0.786,1.072,28.60,0.00,0.250,6.17,2.2
Guillermo Heredia,$2.7K,R,SEA,OF,BOS,7 ,David Price,L,,,,,,500,4,8.5,115,4.02,0.04,55,0.218,0.279,0.091,0.306,0.309,0.615,14.10,9.40,0.244,5.92,2.19
Asdrubal Cabrera,$3.7K,S,NYM,2B,@ ARI,4 ,Matt Koch,R,,,,,,900,-2,9.0,127,4.14,-0.22,173,0.277,0.352,0.231,0.317,0.509,0.826,20.30,4.90,0.312,8.1,2.19
Cory Spangenberg,$3.5K,L,SDP,2B/3B,@ ATL,2 ,Anibal Sanchez,R,,,,,,800,-2,8.5,149,3.71,-0.25,102,0.216,0.285,0.196,0.252,0.412,0.664,32.40,3.70,0.274,7.6,2.17
Chris Owings,$3.1K,R,ARI,2B/OF,NYM,8 ,Jason Vargas,L,,,,,,700,-26,9.0,-142,4.86,0.22,71,0.211,0.260,0.127,0.250,0.338,0.588,27.80,8.90,0.286,6.74,2.17
Todd Frazier,$3.8K,R,NYM,3B,@ ARI,2 ,Matt Koch,R, ,,,,,600, ,9.0,127,4.14,-0.22,109,0.257,0.355,0.202,0.357,0.459,0.816,24.60,13.10,0.301,8.19,2.16
Odubel Herrera,$3.6K,L,PHI,OF,COL,3 ,German Marquez,R,,,,,,700,5,8.5,-125,4.42,0.02,166,0.289,0.342,0.145,0.346,0.434,0.780,20.10,8.70,0.349,7.74,2.15
Carlos Gonzalez,$4.0K,L,COL,OF,@ PHI,3 ,Vincent Velasquez,R,,,,,,800,-1,8.5,109,4.08,-0.02,108,0.269,0.331,0.213,0.296,0.481,0.777,23.70,6.80,0.312,8.61,2.15
Christian Vazquez,$2.7K,R,BOS,C,@ SEA,9 ,Felix Hernandez,R, ,,,,,500,-17,8.5,-131,4.48,-0.04,121,0.190,0.227,0.074,0.240,0.264,0.504,14.60,3.80,0.210,5.81,2.15
Gary Sanchez,$4.0K,R,NYY,C,TBR,4 ,Blake Snell,L,,,,,,600,-8,8.5,-163,4.76,0.05,45,0.267,0.407,0.289,0.400,0.556,0.956,20.40,18.50,0.290,8.54,2.14
Nick Williams,$3.2K,L,PHI,OF,COL,5 ,German Marquez,R,,,,,,1100,-12,8.5,-125,4.42,0.02,114,0.219,0.317,0.237,0.282,0.456,0.738,25.40,7.90,0.240,6.82,2.13
Matt Duffy,$3.4K,R,TBR,3B,@ NYY,1 ,Domingo German,R, ,,,,,700,-1,8.5,146,3.74,-0.05,141,0.369,0.382,0.121,0.396,0.489,0.885,17.30,4.00,0.439,7.2,2.12
Jose Rondon,$3.2K,R,CHW,2B/SS,CLE,2 ,Mike Clevinger,R, ,,,,,600,1,8.5,121,3.97,-0.12,25,0.360,0.463,0.36,0.360,0.720,1.080,19.20,3.80,0.389,6.79,2.12
Wilson Ramos,$3.5K,R,TBR,C,@ NYY,3 ,Domingo German,R, ,,,,,900,-19,8.5,146,3.74,-0.05,139,0.288,0.334,0.144,0.331,0.432,0.763,20.80,6.70,0.340,7.38,2.11
Jose Bautista,$3.4K,R,NYM,3B/OF,@ ARI,5 ,Matt Koch,R, ,,,,,1300,-39,9.0,127,4.14,-0.22,39,0.231,0.293,0.128,0.311,0.359,0.670,31.10,11.10,0.346,7.16,2.11
Marwin Gonzalez,$3.2K,S,HOU,1B/OF,@ OAK,7 ,Frankie Montas,R,,,,,,600,11,7.5,-207,4.46,0.2,138,0.225,0.294,0.130,0.299,0.355,0.654,27.70,10.10,0.297,6.72,2.1
Ehire Adrianza,$2.9K,S,MIN,SS,@ DET,9 ,Michael Fulmer,R,,,,,,100,2,9.0,-107,4.58,0.18,97,0.216,0.283,0.165,0.274,0.381,0.655,24.10,8.30,0.261,6.09,2.1
Yulieski Gurriel,$3.8K,R,HOU,1B,@ OAK,4 ,Frankie Montas,R, ,,,,,800,-5,7.5,-207,4.46,0.2,145,0.283,0.297,0.103,0.305,0.386,0.691,10.50,3.30,0.305,7.94,2.09
Devin Mesoraco,$3.2K,R,NYM,C,@ ARI,7 ,Matt Koch,R, ,,,,,900,-21,9.0,127,4.14,-0.22,85,0.212,0.317,0.247,0.256,0.459,0.715,19.60,6.50,0.197,6.7,2.09
Mitch Garver,$2.7K,R,MIN,C,@ DET,8 ,Michael Fulmer,R, ,,,,,700,-22,9.0,-107,4.58,0.18,80,0.250,0.315,0.138,0.326,0.388,0.714,28.10,7.90,0.340,5.65,2.09
Eduardo Nunez,$3.2K,R,BOS,2B/SS,@ SEA,7 ,Felix Hernandez,R, ,,,,,300,5,8.5,-131,4.48,-0.04,170,0.276,0.303,0.135,0.294,0.412,0.706,18.10,1.70,0.316,6.67,2.08
Rafael Devers,$3.3K,L,BOS,3B,@ SEA,6 ,Felix Hernandez,R,,,,,,-100,9,8.5,-131,4.48,-0.04,187,0.235,0.302,0.187,0.271,0.422,0.693,27.20,8.30,0.294,6.88,2.08
Derek Dietrich,$3.8K,L,MIA,OF,SFG,1 ,Dereck Rodriguez,R,,,,,,1300,-19,8.0,109,3.84,-0.48,180,0.294,0.346,0.161,0.342,0.456,0.798,20.60,4.10,0.351,7.87,2.07
Nick Castellanos,$3.8K,R,DET,OF,MIN,3 ,Lance Lynn,R, ,,,,,900,-2,9.0,-107,4.42,0.32,191,0.283,0.334,0.178,0.318,0.461,0.779,23.90,4.00,0.360,7.88,2.07
Francisco Lindor,$5.1K,S,CLE,SS,@ CHW,1 ,Carlos Rodon,L,,,,,,200, ,8.5,-135,4.53,-0.38,81,0.370,0.424,0.185,0.435,0.556,0.991,12.90,10.80,0.403,10.49,2.06
Carlos Gomez,$3.2K,R,TBR,OF,@ NYY,8 ,Domingo German,R, ,,,,,800,-3,8.5,146,3.74,-0.05,133,0.195,0.269,0.135,0.272,0.331,0.603,23.60,6.80,0.226,6.56,2.05
Carlos Correa,$4.5K,R,HOU,SS,@ OAK,3 ,Frankie Montas,R, ,,,,,200,1,7.5,-207,4.46,0.2,169,0.254,0.343,0.231,0.312,0.485,0.797,25.80,9.80,0.292,9.24,2.05
Justin Bour,$3.8K,L,MIA,1B,SFG,3 ,Dereck Rodriguez,R,,,,,,700,-3,8.0,109,3.84,-0.48,136,0.250,0.371,0.25,0.356,0.500,0.856,21.60,18.00,0.272,7.74,2.04
Tyler Flowers,$3.1K,R,ATL,C,SDP,5 ,Tyson Ross,R, ,,,,, ,-7,8.5,-167,4.79,0.25,52,0.173,0.248,0.096,0.271,0.269,0.540,25.40,10.20,0.222,6.31,2.04
Jose Altuve,$5.0K,R,HOU,2B,@ OAK,2 ,Frankie Montas,R, ,,,,,900,-1,7.5,-207,4.46,0.2,201,0.353,0.388,0.144,0.390,0.498,0.888,13.80,6.90,0.398,10.2,2.04
JaCoby Jones,$3.0K,R,DET,OF,MIN,9 ,Lance Lynn,R, ,,,,,700,-1,9.0,-107,4.42,0.32,150,0.233,0.289,0.167,0.269,0.400,0.669,26.10,3.10,0.292,6.11,2.04
Trayce Thompson,$2.7K,R,CHW,OF,CLE,9 ,Mike Clevinger,R, ,,,,,700,-3,8.5,121,3.97,-0.12,69,0.116,0.166,0.087,0.164,0.203,0.367,31.50,5.50,0.136,5.46,2.02
Preston Tucker,$2.9K,L,ATL,OF,SDP,8 ,Tyson Ross,R,,,,,,900,-8,8.5,-167,4.79,0.25,94,0.277,0.331,0.170,0.317,0.447,0.764,26.50,6.90,0.354,5.85,2.02
Ryon Healy,$3.4K,R,SEA,1B,BOS,6 ,David Price,L,,,,,,400,2,8.5,115,4.02,0.04,51,0.235,0.340,0.275,0.291,0.510,0.801,25.50,7.30,0.242,6.83,2.01
Dee Gordon,$3.7K,L,SEA,2B/OF,BOS,1 ,David Price,L, ,,,,,700, ,8.5,115,4.02,0.04,76,0.263,0.270,0.079,0.284,0.342,0.626,10.80,1.20,0.290,7.39,2
Bryan Holaday,$2.7K,R,MIA,C,SFG,8 ,Dereck Rodriguez,R, ,,,,,700,-22,8.0,109,3.84,-0.48,40,0.125,0.159,0.025,0.167,0.150,0.317,13.60,9.10,0.147,5.4,2
Adam Engel,$2.7K,R,CHW,OF,CLE,8 ,Mike Clevinger,R, ,,,,,600, ,8.5,121,3.97,-0.12,114,0.237,0.285,0.096,0.296,0.333,0.629,28.70,7.80,0.329,5.41,2
Giancarlo Stanton,$5.0K,R,NYY,OF,TBR,3 ,Blake Snell,L,,,,,,700,1,8.5,-163,4.76,0.05,59,0.356,0.486,0.441,0.403,0.797,1.200,25.40,9.00,0.378,9.97,1.99
Evan Longoria,$3.5K,R,SFG,3B,@ MIA,5 ,Dan Straily,R, ,,,,,500,1,8.0,-124,4.16,-0.02,166,0.223,0.266,0.145,0.250,0.367,0.617,25.00,2.90,0.277,6.95,1.99
Daniel Palka,$3.6K,L,CHW,OF,CLE,4 ,Mike Clevinger,R,,,,,,900,-2,8.5,121,3.97,-0.12,107,0.243,0.315,0.243,0.264,0.486,0.750,29.70,3.60,0.314,7.17,1.99
