Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Tommy La Stella,$2.6K,L,CHC,2B/3B,@ MIL,3 ,Jhoulys Chacin,R,,,,,,500,5,8.5,-101,4.18,-0.32,71,0.338,0.337,0.028,0.390,0.366,0.756,11.50,7.70,0.387,7.71,2.97
Jesmuel Valentin,$2.3K,S,PHI,2B/SS,COL,7 ,Tyler Anderson,L,,,,,,300,12,8.5,-126,4.44,-0.08,6,0.167,0.146,0,0.167,0.167,0.334,33.30,0.00,0.250,6.4,2.78
Hernan Perez,$3.0K,R,MIL,2B/OF,CHC,6 ,Mike Montgomery,L,,,,,,700,-51,8.5,-113,4.32,-0.18,41,0.220,0.262,0.195,0.214,0.415,0.629,21.40,0.00,0.226,7.99,2.66
Enrique Hernandez,$3.3K,R,LAD,2B/OF,TEX,4 ,Cole Hamels,L,,,,,,900,-54,8.0,-170,4.53,0.25,76,0.211,0.307,0.184,0.291,0.395,0.686,22.70,12.50,0.226,8.55,2.59
Aaron Altherr,$3.0K,R,PHI,OF,COL,5 ,Tyler Anderson,L,,,,,,700,-4,8.5,-126,4.44,-0.08,49,0.184,0.304,0.163,0.328,0.347,0.675,23.00,18.00,0.206,7.66,2.55
Robbie Grossman,$2.9K,S,MIN,OF,@ DET,5 ,Matt Boyd,L,,,,,,400,10,8.5,-151,4.65,0.01,43,0.256,0.298,0.070,0.340,0.326,0.666,22.40,12.20,0.333,7.33,2.53
Jay Bruce,$3.1K,L,NYM,OF,@ ATL,4 ,Mike Soroka,R,,,,,,600,-1,7.5,-116,3.83,-0.24,147,0.231,0.293,0.122,0.294,0.354,0.648,17.50,11.40,0.270,7.78,2.51
Chris Gimenez,$2.5K,R,CHC,C,@ MIL,8 ,Jhoulys Chacin,R, ,,,,,500,-27,8.5,-101,4.18,-0.32,14,0.214,0.188,0,0.214,0.214,0.428,7.10,0.00,0.231,6.2,2.48
Brian Dozier,$4.0K,R,MIN,2B,@ DET,1 ,Matt Boyd,L,,,,,, ,5,8.5,-151,4.65,0.01,51,0.196,0.267,0.118,0.281,0.314,0.595,17.50,10.50,0.225,9.8,2.45
Paulo Orlando,$2.4K,R,KCR,OF,CIN,8 ,Tyler Mahle,R, ,,,,,400, ,9.5,110,4.56,-0.28,35,0.114,0.147,0,0.184,0.114,0.298,28.90,7.90,0.167,5.75,2.4
