Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Brandon Guyer,$2.6K,R,CLE,OF,TEX,7 ,Matt Moore,L,,,,,,200,8,9.0,-305,5.9,0.6,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.75,2.98
Rajai Davis,$2.6K,R,CLE,OF,TEX,1 ,Matt Moore,L,,,,,,300,2,9.0,-305,5.9,0.6,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.42,2.85
Yadiel Rivera,$2.0K,R,MIA,2B/SS,PHI,8 ,Aaron Nola,R, ,,,,, ,7,7.0,154,3.02,-0.29,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.45,2.73
Austin Jackson,$2.5K,R,SFG,OF,SDP,6 ,Clayton Richard,L,,,,,,300,1,8.0,-129,4.21,-0.08,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.77,2.71
Danny Valencia,$2.7K,R,BAL,3B,@ LAA,5 ,Andrew Heaney,L,,,,,, ,1,7.5,136,3.38,-0.26,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.19,2.66
Omar Narvaez,$2.2K,L,CHW,C,@ STL,6 ,Carlos Martinez,R,,,,,,200,-28,9.0,230,3.29,0.16,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.71,2.6
Craig Gentry,$2.4K,R,BAL,OF,@ LAA,2 ,Andrew Heaney,L,,,,,,200,2,7.5,136,3.38,-0.26,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.18,2.58
Jose Pirela,$3.1K,R,SDP,OF,@ SFG,4 ,Derek Holland,L,,,,,,300,11,8.0,116,3.79,0.08,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.93,2.56
Andrew McCutchen,$3.7K,R,SFG,OF,SDP,2 ,Clayton Richard,L,,,,,,-100,23,8.0,-129,4.21,-0.08,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.44,2.55
Manuel Margot,$3.3K,R,SDP,OF,@ SFG,1 ,Derek Holland,L,,,,,,500,1,8.0,116,3.79,0.08,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.43,2.55
Matt Adams,$3.5K,L,WAS,1B/OF,PIT,3 ,Ivan Nova,R,,,,,,1100,-20,8.0,-194,4.69,0.26,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.65,2.47
Justin Smoak,$3.5K,S,TOR,1B,@ MIN,3 ,Fernando Romero,R,,,,,,-400,12,9.0,-107,4.57,-0.1,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.58,2.45
Wilmer Flores,$3.0K,R,NYM,1B,ATL,2 ,Sean Newcomb,L,,,,,,800,-17,7.5,-150,4.11,0.19,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.29,2.43
Deven Marrero,$2.7K,R,ARI,3B,LAD,7 ,Hyun-Jin Ryu,L,,,,,,600,-8,7.5,-110,3.81,-0.39,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.51,2.41
Domingo Santana,$3.3K,R,MIL,OF,@ CIN,6 ,Luis Castillo,R, ,,,,,400,7,9.5,-108,4.82,0.25,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.96,2.41
Matt Duffy,$3.1K,R,TBR,3B,@ DET,3 ,Michael Fulmer,R, ,,,,,300,1,8.0,-125,4.18,0.12,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.45,2.4
Manny Pina,$2.7K,R,MIL,C,@ CIN,7 ,Luis Castillo,R, ,,,,,400,-24,9.5,-108,4.82,0.25,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.43,2.38
Gorkys Hernandez,$2.7K,R,SFG,OF,SDP,1 ,Clayton Richard,L,,,,,,600,-12,8.0,-129,4.21,-0.08,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.4,2.37
Jose Martinez,$3.7K,R,STL,1B,CHW,3 ,Lucas Giolito,R, ,,,,, ,6,9.0,-265,5.71,0.34,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.74,2.36
Brad Miller,$3.0K,L,TBR,1B,@ DET,4 ,Michael Fulmer,R,,,,,,100,4,8.0,-125,4.18,0.12,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.08,2.36
Edwin Encarnacion,$4.1K,R,CLE,1B,TEX,5 ,Matt Moore,L,,,,,,700,-7,9.0,-305,5.9,0.6,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.62,2.35
Adam Duvall,$3.7K,R,CIN,OF,MIL,5 ,Wade Miley,L,,,,,,900,-19,9.5,-104,4.68,-0.25,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.63,2.33
Jesus Aguilar,$3.2K,R,MIL,1B,@ CIN,5 ,Luis Castillo,R, ,,,,,600,-10,9.5,-108,4.82,0.25,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.42,2.32
Justin Bour,$3.2K,L,MIA,1B,PHI,4 ,Aaron Nola,R,,,,,,200,1,7.0,154,3.02,-0.29,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.42,2.32
Jonathan Villar,$3.3K,S,MIL,2B,@ CIN,1 ,Luis Castillo,R,,,,,,400,-1,9.5,-108,4.82,0.25,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.65,2.32
Juan Centeno,$2.3K,L,TEX,C,@ CLE,8 ,Corey Kluber,R,,,,,,100,-17,9.0,258,3.1,0.4,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.33,2.32
Chris Owings,$3.0K,R,ARI,2B/OF,LAD,5 ,Hyun-Jin Ryu,L,,,,,,600,-54,7.5,-110,3.81,-0.39,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.95,2.32
Cheslor Cuthbert,$2.9K,R,KCR,1B/3B,@ BOS,5 ,Drew Pomeranz,L,,,,,,500,12,10.5,168,4.39,0.46,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.72,2.32
Kelby Tomlinson,$2.7K,R,SFG,2B/SS,SDP,8 ,Clayton Richard,L,,,,,,500,7,8.0,-129,4.21,-0.08,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.23,2.31
Jason Castro,$2.5K,L,MIN,C,TOR,9 ,Marcus Stroman,R,,,,,,200,-17,9.0,-105,4.43,-0.4,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.78,2.31
Juan Lagares,$2.7K,R,NYM,OF,ATL,6 ,Sean Newcomb,L,,,,,,700,-13,7.5,-150,4.11,0.19,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.19,2.29
Freddy Galvis,$2.9K,S,SDP,SS,@ SFG,6 ,Derek Holland,L,,,,,,100, ,8.0,116,3.79,0.08,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.64,2.29
Alex Blandino,$2.6K,R,CIN,2B/3B,MIL,7 ,Wade Miley,L,,,,,,300,7,9.5,-104,4.68,-0.25,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.9,2.27
Trey Mancini,$3.6K,R,BAL,1B/OF,@ LAA,1 ,Andrew Heaney,L,,,,,,200,-14,7.5,136,3.38,-0.26,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.13,2.26
Drew Butera,$2.3K,R,KCR,C,@ BOS,9 ,Drew Pomeranz,L,,,,,,200,-23,10.5,168,4.39,0.46,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.17,2.25
Gerardo Parra,$2.9K,L,COL,OF,@ CHC,5 ,Yu Darvish,R,,,,,,700,-11,10.5,190,4.17,4.17,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.53,2.25
Orlando Arcia,$2.8K,R,MIL,SS,@ CIN,8 ,Luis Castillo,R, ,,,,,600,-2,9.5,-108,4.82,0.25,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.26,2.24
Eduardo Nunez,$3.5K,R,BOS,2B/SS,KCR,7 ,Danny Duffy,L,,,,,,200,3,10.5,-189,6.11,0.54,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.84,2.24
Trea Turner,$4.4K,R,WAS,SS,PIT,2 ,Ivan Nova,R, ,,,,,100,2,8.0,-194,4.69,0.26,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.85,2.24
Matt Carpenter,$3.8K,L,STL,2B/3B,CHW,2 ,Lucas Giolito,R,,,,,,700,-2,9.0,-265,5.71,0.34,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.52,2.24
Victor Martinez,$3.0K,S,DET,1B,TBR,4 ,Blake Snell,L,,,,,,300,-1,8.0,112,3.82,-0.12,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.68,2.23
Nicky Delmonico,$2.9K,L,CHW,OF,@ STL,4 ,Carlos Martinez,R,,,,,,300,5,9.0,230,3.29,0.16,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.48,2.23
Nick Castellanos,$3.9K,R,DET,OF,TBR,3 ,Blake Snell,L,,,,,,600,-2,8.0,112,3.82,-0.12,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.65,2.22
Eddie Rosario,$3.5K,L,MIN,OF,TOR,5 ,Marcus Stroman,R,,,,,,400,5,9.0,-105,4.43,-0.4,73,0.260,0.327,0.192,0.299,0.452,0.751,0.21,0.05,0.296,7.77,2.22
John Ryan Murphy,$2.4K,R,ARI,C,LAD,8 ,Hyun-Jin Ryu,L,,,,,,400,-31,7.5,-110,3.81,-0.39,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.32,2.22
Paul Goldschmidt,$4.5K,R,ARI,1B,LAD,3 ,Hyun-Jin Ryu,L,,,,,,500,-3,7.5,-110,3.81,-0.39,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,10,2.22
Roberto Perez,$2.6K,R,CLE,C,TEX,8 ,Matt Moore,L,,,,,,600,-40,9.0,-305,5.9,0.6,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.78,2.22
Yulieski Gurriel,$3.2K,R,HOU,1B,NYY,4 ,Luis Severino,R, ,,,,,300,-3,8.0,114,3.8,-0.14,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.03,2.2
Tyler Flowers,$2.6K,R,ATL,C,@ NYM,5 ,Jacob deGrom,R, ,,,,,600,-40,7.5,135,3.39,0.31,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.68,2.18
Yangervis Solarte,$3.6K,S,TOR,3B,@ MIN,4 ,Fernando Romero,R,,,,,,-100,10,9.0,-107,4.57,-0.1,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.81,2.17
Albert Almora,$3.4K,R,CHC,OF,COL,1 ,Tyler Anderson,L,,,,,,500,2,10.5,-217,6.33,6.33,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.34,2.16
Nick Hundley,$2.7K,R,SFG,C,SDP,4 ,Clayton Richard,L,,,,,,400,-24,8.0,-129,4.21,-0.08,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.81,2.15
Caleb Joseph,$2.6K,R,BAL,C,@ LAA,8 ,Andrew Heaney,L,,,,,,500,-33,7.5,136,3.38,-0.26,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.59,2.15
Austin Romine,$2.6K,R,NYY,C,@ HOU,8 ,Dallas Keuchel,L,,,,,,500,-33,8.0,-128,4.2,0.14,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.58,2.15
Kolten Wong,$2.8K,L,STL,2B,CHW,8 ,Lucas Giolito,R,,,,,,400,8,9.0,-265,5.71,0.34,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6,2.14
Carlos Gomez,$3.2K,R,TBR,OF,@ DET,7 ,Michael Fulmer,R, ,,,,,500,2,8.0,-125,4.18,0.12,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.84,2.14
Patrick Valaika,$2.5K,R,COL,1B/2B,@ CHC,8 ,Yu Darvish,R, ,,,,,500,16,10.5,190,4.17,4.17,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.36,2.14
Wilmer Difo,$2.7K,S,WAS,2B/3B,PIT,9 ,Ivan Nova,R,,,,,,300,10,8.0,-194,4.69,0.26,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.78,2.14
Salvador Perez,$3.6K,R,KCR,C,@ BOS,4 ,Drew Pomeranz,L,,,,,,300,-9,10.5,168,4.39,0.46,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.69,2.14
Christian Villanueva,$4.4K,R,SDP,3B,@ SFG,3 ,Derek Holland,L,,,,,,400,1,8.0,116,3.79,0.08,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.41,2.14
John Hicks,$2.8K,R,DET,C,TBR,6 ,Blake Snell,L,,,,,,400,-23,8.0,112,3.82,-0.12,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.98,2.14
Martin Maldonado,$2.5K,R,LAA,C,BAL,9 ,Dylan Bundy,R, ,,,,,400,-29,7.5,-151,4.12,-0.24,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.34,2.14
Whit Merrifield,$4.1K,R,KCR,2B/OF,@ BOS,1 ,Drew Pomeranz,L,,,,,,500,-4,10.5,168,4.39,0.46,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.73,2.13
Jon Jay,$2.8K,L,KCR,OF,@ BOS,6 ,Drew Pomeranz,L, ,,,,,500,-3,10.5,168,4.39,0.46,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.95,2.13
Brian Dozier,$4.3K,R,MIN,2B,TOR,1 ,Marcus Stroman,R, ,,,,,600,-5,9.0,-105,4.43,-0.4,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.16,2.13
Engelb Vielma,$2.3K,S,BAL,SS,@ LAA,9 ,Andrew Heaney,L,,,,,,300, ,7.5,136,3.38,-0.26,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,4.87,2.12
