Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Rajai Davis,$2.4K,R,CLE,OF,TEX,7 ,Cole Hamels,L,,,,,,300,2,8.0,-178,4.58,-0.01,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.32,3.05
Gorkys Hernandez,$2.6K,R,SFG,OF,SDP,1 ,Eric Lauer,L,,,,,,500,-2,7.5,-163,4.2,0.02,21,0.333,0.314,-0.000,0.364,0.333,0.697,0.36,0.04,0.538,7.07,2.72
Austin Jackson,$2.5K,R,SFG,OF,SDP,6 ,Eric Lauer,L,,,,,,500,-3,7.5,-163,4.2,0.02,51,0.216,0.218,0.019,0.245,0.235,0.480,0.34,0.04,0.333,6.81,2.72
Manny Pina,$2.5K,R,MIL,C,@ CIN,6 ,Brandon Finnegan,L,,,,,,300,-24,9.5,-122,4.93,-0.01,11,0.091,0.132,0.000,0.167,0.091,0.258,0.25,0.08,0.125,6.79,2.72
Josh Bell,$3.1K,S,PIT,1B,@ WAS,4 ,Tanner Roark,R,,,,,,-100,8,8.0,100,3.94,0.34,84,0.238,0.277,0.107,0.281,0.345,0.626,0.20,0.06,0.292,8.02,2.59
Brandon Guyer,$2.6K,R,CLE,OF,TEX,6 ,Cole Hamels,L,,,,,,500,-2,8.0,-178,4.58,-0.01,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.62,2.55
Andrew McCutchen,$3.5K,R,SFG,OF,SDP,2 ,Eric Lauer,L,,,,,,100,11,7.5,-163,4.2,0.02,47,0.191,0.296,0.192,0.283,0.383,0.666,0.24,0.11,0.219,8.86,2.53
Isiah Kiner-Falefa,$2.5K,R,TEX,2B/SS,@ CLE,6 ,Trevor Bauer,R, ,,,,,-300,17,8.0,159,3.42,0.01,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.29,2.52
Jeff Mathis,$2.2K,R,ARI,C,LAD,8 ,Ross Stripling,R, ,,,,,200,-27,8.0,-131,4.23,-0.07,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.52,2.51
Justin Smoak,$3.5K,S,TOR,1B,@ MIN,3 ,Lance Lynn,R,,,,,,-300,10,10.0,102,4.9,0.33,57,0.193,0.320,0.211,0.319,0.404,0.723,0.26,0.16,0.237,8.69,2.48
