Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Sam Travis,$2.5K,R,BOS,1B,DET,6 ,Matt Boyd,L,,,,,,100,7,10.0,-161,5.58,0.17,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.21,2.88
Tommy La Stella,$2.6K,L,CHC,2B/3B,PHI,2 ,Nick Pivetta,R,,,,,,600,4,8.0,-114,4.08,4.08,65,0.354,0.353,0.031,0.408,0.385,0.793,11.30,8.50,0.404,7.37,2.83
Paulo Orlando,$2.4K,R,KCR,OF,@ OAK,2 ,Paul Blackburn,R, ,,,,,400,1,8.5,134,3.85,0.16,25,0.120,0.149,0,0.185,0.120,0.305,25.90,7.40,0.167,6.72,2.8
Logan Morrison,$3.0K,L,MIN,1B,CHW,4 ,James Shields,R,,,,,,300,10,8.5,-189,4.96,-0.42,124,0.194,0.304,0.185,0.301,0.379,0.680,16.80,13.30,0.191,8.27,2.76
Alex Blandino,$2.8K,R,CIN,2B/3B,COL,2 ,Tyler Anderson,L,,,,,,800, ,9.0,-107,4.58,0.15,25,0.280,0.320,0,0.379,0.280,0.659,23.30,16.70,0.389,7.3,2.61
Eduardo Nunez,$3.3K,R,BOS,2B/SS,DET,5 ,Matt Boyd,L,,,,,,300,6,10.0,-161,5.58,0.17,48,0.188,0.200,0.042,0.220,0.229,0.449,19.60,3.90,0.237,8.61,2.61
Curtis Granderson,$3.5K,L,TOR,OF,BAL,1 ,David Hess,R,,,,,,1000,-3,9.5,-127,4.97,-0.14,114,0.246,0.356,0.184,0.381,0.430,0.811,30.20,16.50,0.353,9.02,2.58
Jake Marisnick,$2.7K,R,HOU,OF,@ TEX,9 ,Cole Hamels,L,,,,,,600,5,9.0,-175,5.15,-0.1,44,0.159,0.198,0.159,0.159,0.318,0.477,47.70,0.00,0.238,6.8,2.52
Adam Duvall,$3.3K,R,CIN,OF,COL,5 ,Tyler Anderson,L,,,,,,500,12,9.0,-107,4.58,0.15,54,0.185,0.331,0.296,0.290,0.481,0.771,24.60,18.50,0.152,8.06,2.44
Joseph Wendle,$3.2K,L,TBR,2B,SEA,3 ,Mike Leake,R,,,,,,800,6,8.0,-100,3.93,0.03,125,0.280,0.316,0.128,0.324,0.408,0.732,18.40,6.60,0.330,7.77,2.43
