Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
J.B. Shuck,$2.1K,L,MIA,OF,@ NYY,8 ,Luis Severino,R,,,,,,100,3,8.5,275,2.83,0.24,10,0.500,0.533,0.200,0.545,0.700,1.245,0.00,0.09,0.500,5.85,2.79
Jonathan Villar,$2.9K,S,MIL,2B,CIN,1 ,Luis Castillo,R,,,,,,300,1,8.0,-132,4.24,-0.31,38,0.316,0.331,0.079,0.350,0.395,0.745,0.30,0.05,0.440,7.82,2.7
Philip Gosselin,$2.0K,R,CIN,2B/3B,@ MIL,8 ,Brent Suter,L,,,,,, , ,8.0,118,3.76,-0.19,2,1.000,1.226,1.500,1.000,2.500,3.500,0.00,0.33,1.000,5.31,2.66
Robert Refsnyder,$2.1K,R,TBR,OF,TEX,7 ,Martin Perez,L,,,,,,100,3,7.5,-181,4.32,-0.1,7,0.000,0.318,0.000,0.462,0.000,0.462,0.31,0.46,0.000,5.57,2.65
Jurickson Profar,$2.6K,S,TEX,2B/SS,@ TBR,2 ,Blake Snell,L,,,,,,200, ,7.5,162,3.18,-0.4,6,0.000,0.230,0.000,0.333,0.000,0.333,0.00,0.33,0.000,6.83,2.63
Phillip Ervin,$2.6K,R,CIN,OF,@ MIL,6 ,Brent Suter,L,,,,,,400,2,8.0,118,3.76,-0.19,2,0.000,0.230,0.000,0.333,0.000,0.333,0.67,0.33,0.000,6.82,2.62
Matt Joyce,$3.1K,L,OAK,OF,CHW,1 ,Reynaldo Lopez,R,,,,,,200,6,8.5,-143,4.6, ,44,0.227,0.339,0.182,0.352,0.409,0.761,0.15,0.17,0.229,7.96,2.57
Nick Delmonico,$2.9K,L,CHW,OF,@ OAK,5 ,Daniel Mengden,R,,,,,,700,-7,8.5,129,3.9, ,26,0.269,0.341,0.154,0.345,0.423,0.768,0.21,0.10,0.316,7.33,2.53
Marcus Semien,$3.0K,R,OAK,SS,CHW,2 ,Reynaldo Lopez,R, ,,,,,-500,3,8.5,-143,4.6, ,48,0.250,0.298,0.104,0.315,0.354,0.669,0.26,0.09,0.324,7.52,2.51
Carlos Tocci,$2.2K,R,TEX,OF,@ TBR,9 ,Blake Snell,L,,,,,,200,2,7.5,162,3.18,-0.4,6,0.167,0.225,0.000,0.286,0.167,0.453,0.43,0.14,0.333,5.52,2.51
Justin Bour,$3.0K,L,MIA,T4,@ NYY,4 ,Luis Severino,R,,,,,,-100,-11,8.5,275,2.83,0.24,37,0.243,0.373,0.325,0.300,0.568,0.868,0.20,0.07,0.200,7.53,2.51
Chris Iannetta,$3.4K,R,COL,C,@ PIT,2 ,Steven Brault,L,,,,,,1100,-23,8.0,116,3.78,-0.31,17,0.294,0.414,0.177,0.455,0.471,0.926,0.27,0.23,0.400,8.49,2.5
Jose Lobaton,$2.2K,S,NYM,C,WAS,7 ,Jeremy Hellickson,R,,,,,,200,-16,7.5,-173,4.27,-0.25,6,0.167,0.329,0.333,0.286,0.500,0.786,0.57,0.14,0.500,5.42,2.46
Adeiny Hechavarria,$2.7K,R,TBR,SS,TEX,2 ,Martin Perez,L,,,,,,700,-3,7.5,-181,4.32,-0.1,13,0.231,0.205,0.000,0.231,0.231,0.462,0.15,0.00,0.273,6.58,2.44
Derek Dietrich,$3.0K,L,MIA,OF,@ NYY,1 ,Luis Severino,R,,,,,,200,5,8.5,275,2.83,0.24,51,0.294,0.300,0.079,0.308,0.373,0.681,0.19,0.02,0.350,7.32,2.44
Billy Hamilton,$3.1K,S,CIN,OF,@ MIL,1 ,Brent Suter,L,,,,,,200,6,8.0,118,3.76,-0.19,12,0.167,0.312,0.333,0.231,0.500,0.731,0.31,0.08,0.143,7.46,2.41
Aaron Altherr,$3.0K,R,PHI,OF,@ ATL,5 ,Julio Teheran,R, ,,,,,1000,-16,8.0,-125,4.18,-0.04,29,0.069,0.189,0.103,0.206,0.172,0.378,0.35,0.15,0.063,7.24,2.41
Adrian Beltre,$3.1K,R,TEX,3B,@ TBR,4 ,Blake Snell,L,,,,,, ,3,7.5,162,3.18,-0.4,12,0.250,0.286,0.167,0.250,0.417,0.667,0.17,0.00,0.300,7.48,2.41
Travis Shaw,$3.4K,L,MIL,3B,CIN,4 ,Luis Castillo,R,,,,,,-200,2,8.0,-132,4.24,-0.31,41,0.317,0.393,0.244,0.349,0.561,0.910,0.26,0.05,0.393,8.12,2.39
