Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Billy Hamilton,$3.0K,S,CIN,OF,STL,1 ,Miles Mikolas,R,,,,,,100,9,9.5,115,4.5, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.1,2.7
Drew Robinson,$2.5K,L,TEX,OF,@ HOU,9 ,Charlie Morton,R,,,,,,200,11,8.5,221,3.17, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.43,2.57
Joseph Wendle,$2.6K,L,TBR,2B,PHI,5 ,Jake Arrieta,R,,,,,, ,11,7.0,-128,3.67, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.58,2.53
Marcus Semien,$3.2K,R,OAK,SS,@ SEA,1 ,Marco Gonzales,L,,,,,,-400,4,9.0,-106,4.43, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.06,2.52
Nick Hundley,$2.4K,R,SFG,C,@ SDP,5 ,Clayton Richard,L,,,,,,400,-29,8.5,101,4.17, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.02,2.51
Mark Canha,$2.8K,R,OAK,OF,@ SEA,2 ,Marco Gonzales,L,,,,,,700,-9,9.0,-106,4.43, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.96,2.49
Kevin Kiermaier,$3.0K,L,TBR,OF,PHI,3 ,Jake Arrieta,R,,,,,,400,-3,7.0,-128,3.67, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.4,2.47
Scooter Gennett,$3.1K,L,CIN,2B,STL,4 ,Miles Mikolas,R,,,,,, ,8,9.5,115,4.5, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.6,2.45
Thomas Pham,$3.8K,R,STL,OF,@ CIN,1 ,Brandon Finnegan,L,,,,,,-100,18,9.5,-129,5, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.26,2.44
Peter Bourjos,$2.4K,R,ATL,OF,@ CHC,8 ,Jose Quintana,L,,,,,,100,14,6.5,158,2.78, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.84,2.43
Jonathan Villar,$3.0K,S,MIL,2B,@ NYM,7 ,Matt Harvey,R,,,,,,600,3,8.0,103,3.91, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.26,2.42
Jurickson Profar,$2.6K,S,TEX,2B/SS,@ HOU,2 ,Charlie Morton,R,,,,,, ,6,8.5,221,3.17, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.26,2.41
Albert Almora,$3.0K,R,CHC,OF,ATL,2 ,Sean Newcomb,L,,,,,,400,-3,6.5,-176,3.72, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.19,2.4
Jean Segura,$3.5K,R,SEA,SS,OAK,2 ,Kendall Graveman,R, ,,,,,-100,1,9.0,-107,4.57, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.34,2.38
Jackie Bradley,$3.2K,L,BOS,OF,BAL,6 ,Alex Cobb,R,,,,,,400,-4,8.5,-153,4.68, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.58,2.37
Marwin Gonzalez,$3.4K,S,HOU,1B/OF,TEX,7 ,Mike Minor,L,,,,,,500,2,8.5,-253,5.33, ,12,0.167,0.219,0.083,0.231,0.250,0.481,0.39,0.08,0.286,8.06,2.37
Justin Bour,$3.0K,L,MIA,1B,PIT,4 ,Jameson Taillon,R,,,,,,600,-5,7.5,168,3.13, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.02,2.34
Austin Jackson,$3.0K,R,SFG,OF,@ SDP,1 ,Clayton Richard,L,,,,,,700,-13,8.5,101,4.17, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.01,2.34
Kurt Suzuki,$2.7K,R,ATL,C,@ CHC,4 ,Jose Quintana,L,,,,,,100,-10,6.5,158,2.78, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.29,2.33
Josh Bell,$3.6K,S,PIT,1B,@ MIA,4 ,Trevor Richards,R,,,,,, ,11,7.5,-189,4.37, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.4,2.33
Mitch Haniger,$3.5K,R,SEA,OF,OAK,6 ,Kendall Graveman,R, ,,,,,100,8,9.0,-107,4.57, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.15,2.33
Miguel Rojas,$2.9K,R,MIA,SS,PIT,2 ,Jameson Taillon,R, ,,,,,200, ,7.5,168,3.13, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.61,2.28
Nick Williams,$3.0K,L,PHI,OF,@ TBR,5 ,Chris Archer,R,,,,,,400,-3,7.0,114,3.33, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.84,2.28
Tzu-Wei Lin,$2.3K,L,BOS,3B/SS,BAL,9 ,Alex Cobb,R,,,,,,300,-6,8.5,-153,4.68, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.2,2.26
Mallex Smith,$2.9K,L,TBR,OF,PHI,1 ,Jake Arrieta,R,,,,,,500,1,7.0,-128,3.67, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.54,2.26
Chris Davis,$3.1K,L,BAL,1B,@ BOS,5 ,Hector Velazquez,R,,,,,,900,-12,8.5,138,3.82, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.02,2.26
Evan Longoria,$3.2K,R,SFG,3B,@ SDP,6 ,Clayton Richard,L,,,,,,500,-3,8.5,101,4.17, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.2,2.25
Jorge Soler,$3.1K,R,KCR,OF,LAA,5 ,Garrett Richards,R, ,,,,,900,-23,7.5,147,3.29, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.97,2.25
Kole Calhoun,$3.3K,L,LAA,OF,@ KCR,5 ,Jakob Junis,R,,,,,,400,-3,7.5,-164,4.21, ,39,0.256,0.298,0.129,0.293,0.385,0.678,0.27,0.05,0.333,7.42,2.25
Charlie Culberson,$2.5K,R,ATL,2B/SS,@ CHC,7 ,Jose Quintana,L,,,,,,400,6,6.5,158,2.78, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.59,2.24
Pedro Alvarez,$3.0K,L,BAL,1B/3B,@ BOS,2 ,Hector Velazquez,R,,,,,,700,-32,8.5,138,3.82, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.7,2.23
Adrian Beltre,$3.0K,R,TEX,3B,@ HOU,4 ,Charlie Morton,R, ,,,,,-300,9,8.5,221,3.17, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.69,2.23
Travis Shaw,$3.7K,L,MIL,3B,@ NYM,4 ,Matt Harvey,R,,,,,,100,3,8.0,103,3.91, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.2,2.22
Logan Forsythe,$3.1K,R,LAD,2B/3B,ARI,7 ,Taijuan Walker,R, ,,,,,700,-1,7.0,-179,4.02, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.88,2.22
Matthew Reynolds,$2.4K,R,WAS,OF/SS,COL,8 ,Jon Gray,R, ,,,,,400,48,7.5,-212,4.49, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.31,2.21
Sandy Leon,$2.8K,S,BOS,C,BAL,7 ,Alex Cobb,R,,,,,,700,-35,8.5,-153,4.68, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.19,2.21
Tucker Barnhart,$3.0K,S,CIN,C,STL,6 ,Miles Mikolas,R,,,,,,700,-28,9.5,115,4.5, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.58,2.19
Jason Heyward,$2.8K,L,CHC,OF,ATL,8 ,Sean Newcomb,L, ,,,,,-100,23,6.5,-176,3.72, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.12,2.19
Gerardo Parra,$3.0K,L,COL,OF,@ WAS,2 ,Max Scherzer,R,,,,,,300,1,7.5,186,3.01, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.57,2.19
Joc Pederson,$3.1K,L,LAD,OF,ARI,6 ,Taijuan Walker,R,,,,,,800,-15,7.0,-179,4.02, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.74,2.17
