Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Brian Dozier,$4.0K,R,MIN,2B,DET,1 ,Blaine Hardy,L,,,,,,300,1,8.5,-210,5.08,-0.24,30,0.233,0.315,0.167,0.324,0.400,0.724,14.70,11.80,0.250,10.6,2.65
Marcell Ozuna,$3.2K,R,STL,OF,KCR,4 ,Ian Kennedy,R, ,,,,,700, ,8.5,-205,5.05,-0.02,136,0.206,0.231,0.074,0.239,0.279,0.518,23.40,5.00,0.257,8.24,2.58
Rhys Hoskins,$3.6K,R,PHI,OF,ATL,2 ,Michael Foltynewicz,R, ,,,,,-400,12,8.5,-110,4.32,-0.37,120,0.233,0.340,0.217,0.329,0.450,0.779,30.00,14.30,0.307,9.09,2.53
Martin Prado,$2.7K,R,MIA,3B,@ NYM,1 ,Jason Vargas,L,,,,,,500, ,8.5,118,4,-0.01,17,0.118,0.165,0,0.211,0.118,0.329,0.00,10.50,0.118,6.79,2.51
Anthony Rendon,$3.9K,R,WAS,3B,SDP,3 ,Robbie Erlin,L,,,,,,100,2,8.0,-182,4.61,0.01,23,0.261,0.352,0.174,0.370,0.435,0.805,25.90,14.80,0.333,9.77,2.51
David Peralta,$3.4K,L,ARI,OF,@ MIL,1 ,Chase Anderson,R,,,,,,500,5,8.0,-135,4.26,0.2,110,0.291,0.370,0.236,0.352,0.527,0.879,20.30,9.80,0.325,8.42,2.48
Ehire Adrianza,$2.5K,S,MIN,SS,DET,8 ,Blaine Hardy,L,,,,,,500,-3,8.5,-210,5.08,-0.24,25,0.280,0.319,0.12,0.333,0.400,0.733,25.90,3.70,0.389,6.17,2.47
Paul Goldschmidt,$4.0K,R,ARI,1B,@ MIL,4 ,Chase Anderson,R, ,,,,,500,-4,8.0,-135,4.26,0.2,123,0.163,0.247,0.089,0.259,0.252,0.511,32.90,13.60,0.250,9.86,2.47
Jose Pirela,$2.9K,R,SDP,2B/OF,@ WAS,4 ,Gio Gonzalez,L,,,,,,400,3,8.0,162,3.39,-0.01,51,0.275,0.325,0.118,0.351,0.392,0.743,12.50,10.70,0.318,7.16,2.47
Adam Jones,$3.5K,R,BAL,OF,@ CHW,2 ,Hector Santiago,L,,,,,,400,4,9.0,-105,4.57,-0.1,53,0.321,0.290,0.019,0.327,0.340,0.667,14.50,1.80,0.370,8.61,2.46
Trey Mancini,$3.8K,R,BAL,1B/OF,@ CHW,1 ,Hector Santiago,L,,,,,,800,-13,9.0,-105,4.57,-0.1,55,0.291,0.375,0.218,0.361,0.509,0.870,19.70,11.50,0.325,9.32,2.45
Matthew Szczur,$2.8K,R,SDP,OF,@ WAS,1 ,Gio Gonzalez,L,,,,,,800,-4,8.0,162,3.39,-0.01,18,0.278,0.394,0.278,0.381,0.556,0.937,33.30,14.30,0.400,6.79,2.43
Jarrod Dyson,$2.9K,L,ARI,OF,@ MIL,6 ,Chase Anderson,R,,,,,,500,2,8.0,-135,4.26,0.2,81,0.198,0.246,0.111,0.235,0.309,0.544,11.80,8.20,0.203,7.03,2.42
Byron Buxton,$2.9K,R,MIN,OF,DET,9 ,Blaine Hardy,L,,,,,,700,-8,8.5,-210,5.08,-0.24,12,0.167,0.146,0,0.167,0.167,0.334,41.70,0.00,0.286,7.01,2.42
Starlin Castro,$3.3K,R,MIA,2B,@ NYM,3 ,Jason Vargas,L,,,,,,100,3,8.5,118,4,-0.01,38,0.316,0.334,0.026,0.386,0.342,0.728,18.20,13.60,0.387,7.94,2.41
Didi Gregorius,$4.2K,L,NYY,SS,@ TEX,4 ,Bartolo Colon,R,,,,,,400,-1,9.5,-211,5.68,0.18,110,0.245,0.357,0.309,0.315,0.555,0.870,13.80,12.30,0.216,10.06,2.4
Asdrubal Cabrera,$3.5K,S,NYM,2B,MIA,2 ,Elieser Hernandez,R,,,,,,-400,7,8.5,-132,4.5,0.01,114,0.316,0.390,0.246,0.366,0.561,0.927,17.90,6.50,0.356,8.37,2.39
Yoan Moncada,$4.0K,S,CHW,2B,BAL,1 ,Andrew Cashner,R,,,,,,400,-1,9.0,-107,4.43,-0.4,98,0.306,0.406,0.276,0.387,0.582,0.969,32.10,11.60,0.429,9.56,2.39
Rougned Odor,$2.9K,L,TEX,2B,NYY,7 ,Masahiro Tanaka,R,,,,,,400,3,9.5,184,3.82,-0.18,53,0.151,0.202,0.038,0.224,0.189,0.413,29.30,8.60,0.222,6.83,2.36
