Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Logan Forsythe,$3.0K,R,LAD,2B/3B,@ COL,6 ,Tyler Anderson,L,,,,,, ,18,11.5,-107,5.65,0.15,26,0.154,0.205,0.038,0.241,0.192,0.433,13.80,10.30,0.182,9,3
Ian Desmond,$3.7K,R,COL,1B/OF,LAD,7 ,Scott Alexander,L,,,,,,200,13,11.5,-107,5.85,0.35,66,0.242,0.325,0.227,0.292,0.470,0.762,22.20,5.60,0.255,10.25,2.77
Justin Bour,$3.2K,L,MIA,1B,@ ARI,3 ,Clay Buchholz,R,,,,,,300,7,9.0,125,4.17,0.28,110,0.245,0.373,0.282,0.352,0.527,0.879,21.10,18.00,0.247,8.56,2.68
Matt Joyce,$3.1K,L,OAK,OF,@ KCR,1 ,Ian Kennedy,R,,,,,,200,25,9.5,-132,5.02,0.38,148,0.203,0.296,0.169,0.296,0.372,0.668,24.10,13.50,0.235,8.15,2.63
Victor Martinez,$2.9K,S,DET,1B,TOR,4 ,Jaime Garcia,L,,,,,,400,2,9.0,101,4.59,0.02,45,0.222,0.271,0.156,0.255,0.378,0.633,10.40,6.20,0.211,7.6,2.62
Chris Davis,$2.8K,L,BAL,1B,NYY,6 ,Sonny Gray,R,,,,,,600,-4,10.0,152,4.35,0.28,131,0.153,0.200,0.046,0.224,0.198,0.422,35.40,9.00,0.241,7.28,2.6
Chris Young,$2.4K,R,LAA,OF,TEX,9 ,Bartolo Colon,R, ,,,,,300,4,8.5,-164,4.78,0.01,24,0.125,0.248,0.125,0.276,0.250,0.526,30.00,16.70,0.143,6.16,2.57
Jace Peterson,$2.8K,L,BAL,2B/3B,NYY,1 ,Sonny Gray,R,,,,,,700,11,10.0,152,4.35,0.28,70,0.214,0.283,0.086,0.304,0.300,0.604,24.10,11.40,0.294,7.11,2.54
Jay Bruce,$3.2K,L,NYM,OF,CHC,5 ,Tyler Chatwood,R,,,,,,400,10,9.0,102,4.41,0.3,130,0.238,0.298,0.138,0.293,0.377,0.670,16.80,11.20,0.272,8.11,2.53
Hernan Perez,$3.3K,R,MIL,2B/OF,@ CHW,7 ,Hector Santiago,L,,,,,,1200,-65,9.0,-151,4.94,0.12,36,0.194,0.242,0.194,0.194,0.389,0.583,22.20,0.00,0.192,8.36,2.53
Enrique Hernandez,$4.0K,R,LAD,2B/OF,@ COL,4 ,Tyler Anderson,L,,,,,,1000,-31,11.5,-107,5.65,0.15,66,0.197,0.279,0.167,0.260,0.364,0.624,24.70,11.00,0.217,10.09,2.52
Justin Turner,$4.5K,R,LAD,3B,@ COL,2 ,Tyler Anderson,L,,,,,,800,-3,11.5,-107,5.65,0.15,13,0.308,0.350,0.077,0.400,0.385,0.785,26.70,13.30,0.444,11.3,2.51
James McCann,$2.9K,R,DET,C,TOR,5 ,Jaime Garcia,L,,,,,,500,-26,9.0,101,4.59,0.02,44,0.273,0.367,0.25,0.347,0.523,0.870,18.40,10.20,0.281,7.25,2.5
Kevin Pillar,$3.6K,R,TOR,OF,@ DET,5 ,Blaine Hardy,L,,,,,,600,5,9.0,-115,4.41,-0.02,60,0.200,0.261,0.183,0.242,0.383,0.625,18.20,4.50,0.224,8.97,2.49
Raffy Lopez,$2.6K,L,SDP,C,CIN,7 ,Tyler Mahle,R,,,,,,600,-28,8.0,104,3.9, ,45,0.178,0.235,0.133,0.235,0.311,0.546,37.70,11.30,0.240,6.48,2.49
Max Muncy,$4.3K,L,LAD,1B/3B,@ COL,5 ,Tyler Anderson,L, ,,,,,1200,-15,11.5,-107,5.65,0.15,11,0.364,0.442,0.273,0.417,0.636,1.053,23.10,15.40,0.429,10.7,2.49
DJ LeMahieu,$4.5K,R,COL,2B,LAD,1 ,Scott Alexander,L,,,,,,1500,-10,11.5,-107,5.85,0.35,46,0.304,0.408,0.283,0.373,0.587,0.960,13.70,11.80,0.286,11.14,2.48
David Peralta,$3.5K,L,ARI,OF,MIA,5 ,Elieser Hernandez,R,,,,,,500,10,9.0,-138,4.83,0.22,130,0.269,0.339,0.2,0.329,0.469,0.798,18.80,9.00,0.296,8.65,2.47
Derek Dietrich,$3.4K,L,MIA,OF,@ ARI,5 ,Clay Buchholz,R,,,,,,700,-8,9.0,125,4.17,0.28,151,0.278,0.327,0.146,0.331,0.424,0.755,21.30,4.30,0.339,8.37,2.46
Freddy Galvis,$2.7K,S,SDP,SS,CIN,8 ,Tyler Mahle,R,,,,,,200,-1,8.0,104,3.9, ,140,0.214,0.255,0.057,0.287,0.271,0.558,21.70,10.20,0.278,6.65,2.46
Ryan Braun,$4.0K,R,MIL,1B/OF,@ CHW,3 ,Hector Santiago,L,,,,,,800,-20,9.0,-151,4.94,0.12,40,0.225,0.334,0.225,0.304,0.450,0.754,8.50,17.00,0.200,9.8,2.45
Ketel Marte,$2.8K,S,ARI,2B,MIA,6 ,Elieser Hernandez,R,,,,,,400,14,9.0,-138,4.83,0.22,118,0.203,0.243,0.085,0.260,0.288,0.548,14.20,6.30,0.232,6.77,2.42
Chris Iannetta,$3.6K,R,COL,C,LAD,8 ,Scott Alexander,L,,,,,,300,-7,11.5,-107,5.85,0.35,47,0.191,0.263,0.085,0.296,0.277,0.573,18.50,13.00,0.222,8.66,2.41
JaCoby Jones,$2.9K,R,DET,OF,TOR,6 ,Jaime Garcia,L,,,,,,600,1,9.0,101,4.59,0.02,47,0.191,0.238,0.085,0.255,0.277,0.532,25.50,3.90,0.265,6.97,2.4
Joe Panik,$3.0K,L,SFG,2B,PHI,1 ,Nicholas Pivetta,R,,,,,,1000,4,8.0,-108,3.95,0.03,46,0.348,0.378,0.109,0.415,0.457,0.872,7.50,7.50,0.357,7.16,2.39
