Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Jurickson Profar,$2.9K,S,TEX,2B/SS,@ TOR,3 ,Marcus Stroman,R,,,,,, ,14,8.5,134,3.85,-0.15,49,0.224,0.288,0.062,0.333,0.286,0.619,0.19,0.14,0.289,7.73,2.67
David Bote,$2.5K,R,CHC,2B/OF,MIL,5 ,Brent Suter,L,,,,,,500,13,7.5,-173,4.27,4.27,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.51,2.6
Jon Jay,$2.9K,L,KCR,OF,CHW,6 ,Reynaldo Lopez,R,,,,,,300,7,9.0,-113,4.59,0.22,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.5,2.59
Jason Kipnis,$3.4K,L,CLE,2B,SEA,2 ,Erasmo Ramirez,R,,,,,,200,3,8.0,-248,5,0.31,67,0.134,0.175,0.045,0.194,0.179,0.373,0.25,0.07,0.184,8.71,2.56
Trey Mancini,$3.6K,R,BAL,1B/OF,DET,1 ,Michael Fiers,R, ,,,,,800,-30,9.5,-114,4.84,0.01,62,0.258,0.311,0.113,0.329,0.371,0.700,0.20,0.10,0.313,9.21,2.56
Jose Martinez,$3.6K,R,STL,1B,@ PIT,3 ,Steven Brault,L,,,,,, ,12,8.5,-128,4.47,-0.07,12,0.333,0.426,0.167,0.467,0.500,0.967,0.20,0.20,0.444,9.08,2.52
Logan Morrison,$2.7K,L,MIN,1B,CIN,7 ,Luis Castillo,R,,,,,,500,-13,9.5,-109,4.82,0.24,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.57,2.43
Austin Jackson,$2.5K,R,SFG,OF,LAD,6 ,Hyun-Jin Ryu,L,,,,,,400,2,8.0,127,3.69,0.05,45,0.222,0.218,-0.000,0.255,0.222,0.477,0.32,0.04,0.333,6.07,2.43
Jace Peterson,$2.8K,L,BAL,2B/3B,DET,2 ,Michael Fiers,R,,,,,,800,-59,9.5,-114,4.84,0.01,13,0.308,0.330,0.077,0.357,0.385,0.742,0.29,0.07,0.444,6.78,2.42
Christopher Taylor,$3.6K,R,LAD,OF,@ SFG,1 ,Derek Holland,L,,,,,,500,-1,8.0,-141,4.31,-0.05,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.66,2.41
Juan Lagares,$2.7K,R,NYM,OF,@ SDP,6 ,Clayton Richard,L,,,,,,500,3,7.0,-158,3.89,0.05,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.41,2.37
Howie Kendrick,$3.0K,R,WAS,2B/OF,ARI,2 ,Zack Godley,R, ,,,,, ,7,7.0,-145,3.8,0.01,59,0.305,0.351,0.203,0.311,0.508,0.819,0.20,0.02,0.348,7.09,2.36
Josh Bell,$3.3K,S,PIT,1B,STL,4 ,Miles Mikolas,R,,,,,,-100,15,8.5,115,4.03,0.07,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.79,2.36
