Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
J.B. Shuck,$2.1K,L,MIA,OF,PIT,1 ,Ivan Nova,R,,,,,,100,3,8.5,135,3.84,-0.09,7,0.571,0.621,0.286,0.625,0.857,1.482,0.00,0.13,0.571,5.82,2.77
Nick Hundley,$2.5K,R,SFG,C,@ SDP,4 ,Joey Lucchesi,L,,,,,,500,-17,8.0,114,3.8,-0.06,13,0.154,0.176,0.000,0.214,0.154,0.368,0.21,0.07,0.200,6.77,2.71
Kevin Kiermaier,$3.0K,L,TBR,OF,PHI,3 ,Ben Lively,R,,,,,,500,-2,8.0,-136,4.27,-0.05,23,0.174,0.248,0.043,0.296,0.217,0.513,0.41,0.15,0.333,8.04,2.68
Matt Carpenter,$3.5K,L,STL,2B/3B,@ CIN,3 ,Homer Bailey,R,,,,,,-300,3,9.0,-169,5.09,0.11,37,0.189,0.318,0.216,0.319,0.405,0.724,0.28,0.17,0.208,9.16,2.62
Guillermo Heredia,$2.6K,R,SEA,OF,OAK,7 ,Sean Manaea,L,,,,,,500,7,8.5,-101,4.19,-0.06,8,0.250,0.409,0.375,0.333,0.625,0.958,0.00,0.11,0.143,6.73,2.59
Dexter Fowler,$3.7K,S,STL,OF,@ CIN,1 ,Homer Bailey,R,,,,,,100,9,9.0,-169,5.09,0.11,43,0.233,0.309,0.186,0.292,0.419,0.711,0.15,0.08,0.229,9.52,2.57
Derek Dietrich,$3.0K,L,MIA,OF,PIT,4 ,Ivan Nova,R,,,,,,100,13,8.5,135,3.84,-0.09,47,0.298,0.307,0.085,0.313,0.383,0.696,0.19,0.02,0.351,7.67,2.56
Craig Gentry,$2.3K,R,BAL,OF,@ BOS,2 ,Chris Sale,L,,,,,,300, ,6.5,188,2.59,2.59,8,0.125,0.111,0.000,0.125,0.125,0.250,0.38,0.00,0.200,5.85,2.54
Domingo Santana,$3.0K,R,MIL,OF,@ NYM,5 ,Noah Syndergaard,R, ,,,,,300,2,7.0,175,2.88,-0.19,37,0.351,0.357,-0.000,0.429,0.351,0.780,0.21,0.12,0.464,7.57,2.52
Scooter Gennett,$3.0K,L,CIN,2B,STL,4 ,Carlos Martinez,R,,,,,, ,8,9.0,152,3.91,-0.11,48,0.333,0.327,0.063,0.347,0.396,0.743,0.16,0.02,0.400,7.55,2.52
Kolten Wong,$2.8K,L,STL,2B,@ CIN,8 ,Homer Bailey,R,,,,,,500,4,9.0,-169,5.09,0.11,32,0.156,0.200,-0.000,0.250,0.156,0.406,0.17,0.11,0.192,7.05,2.52
Joseph Wendle,$2.6K,L,TBR,2B,PHI,7 ,Ben Lively,R,,,,,,100,11,8.0,-136,4.27,-0.05,30,0.233,0.324,0.200,0.314,0.433,0.747,0.17,0.11,0.250,6.53,2.51
Jeff Mathis,$2.2K,R,ARI,C,@ LAD,8 ,Clayton Kershaw,L,,,,,,200,-14,6.5,188,2.59,-0.26,4,0.000,0.000,0.000,0.000,0.000,0.000,0.75,0.00,0.000,5.38,2.45
Denard Span,$2.9K,L,TBR,OF,PHI,1 ,Ben Lively,R,,,,,,300,8,8.0,-136,4.27,-0.05,30,0.200,0.263,0.100,0.286,0.300,0.586,0.17,0.11,0.240,7.1,2.45
Matt Joyce,$3.2K,L,OAK,OF,@ SEA,1 ,Felix Hernandez,R,,,,,, ,12,8.5,-111,4.31,0.06,41,0.244,0.358,0.195,0.373,0.439,0.812,0.14,0.18,0.242,7.73,2.42
Miguel Rojas,$2.7K,R,MIA,SS,PIT,2 ,Ivan Nova,R, ,,,,,-100,3,8.5,135,3.84,-0.09,45,0.333,0.379,0.156,0.375,0.489,0.864,0.10,0.06,0.342,6.51,2.41
Danny Valencia,$2.7K,R,BAL,3B,@ BOS,5 ,Chris Sale,L,,,,,,500,5,6.5,188,2.59,2.59,15,0.200,0.332,0.267,0.294,0.467,0.761,0.18,0.12,0.182,6.49,2.4
Greg Garcia,$2.8K,L,STL,3B/SS,@ CIN,6 ,Homer Bailey,R,,,,,, ,5,9.0,-169,5.09,0.11,13,0.308,0.358,0.154,0.357,0.462,0.819,0.21,0.07,0.400,6.65,2.38
Moises Sierra,$2.3K,R,WAS,OF,COL,7 ,Tyler Anderson,L,,,,,,300, ,7.0,-201,4.14,-0.28,2,0.000,0.000,0.000,0.000,0.000,0.000,0.50,0.00,0.000,5.42,2.36
Cory Spangenberg,$3.0K,L,SDP,2B/3B,SFG,7 ,Tyler Beede,R,,,,,,900,-2,8.0,-128,4.2,0.06,30,0.167,0.214,0.166,0.167,0.333,0.500,0.33,0.00,0.211,7.06,2.35
Gerardo Parra,$2.9K,L,COL,OF,@ WAS,5 ,Stephen Strasburg,R,,,,,,400,5,7.0,178,2.86,-0.22,30,0.200,0.222,0.033,0.250,0.233,0.483,0.09,0.06,0.222,6.77,2.33
Evan Longoria,$2.9K,R,SFG,3B,@ SDP,5 ,Joey Lucchesi,L,,,,,,200,3,8.0,114,3.8,-0.06,26,0.231,0.355,0.346,0.259,0.577,0.836,0.26,0.04,0.235,6.74,2.32
Andrew McCutchen,$3.5K,R,SFG,OF,@ SDP,3 ,Joey Lucchesi,L,,,,,, ,10,8.0,114,3.8,-0.06,27,0.222,0.325,0.185,0.323,0.407,0.730,0.19,0.13,0.250,8.04,2.3
Billy Hamilton,$3.2K,S,CIN,OF,STL,1 ,Carlos Martinez,R,,,,,,300,5,9.0,152,3.91,-0.11,31,0.194,0.267,0.000,0.342,0.194,0.536,0.29,0.18,0.300,7.37,2.3
C.J. Cron,$3.0K,R,TBR,1B,PHI,4 ,Ben Lively,R, ,,,,,500, ,8.0,-136,4.27,-0.05,31,0.194,0.231,0.096,0.235,0.290,0.525,0.27,0.06,0.261,6.91,2.3
Austin Jackson,$2.8K,R,SFG,OF,@ SDP,1 ,Joey Lucchesi,L,,,,,,800,-6,8.0,114,3.8,-0.06,29,0.241,0.230,-0.000,0.267,0.241,0.508,0.20,0.03,0.304,6.4,2.29
Brandon Nimmo,$3.0K,L,NYM,OF,MIL,1 ,Jhoulys Chacin,R,,,,,,200,8,7.0,-198,4.12,-0.31,10,0.300,0.415,0.100,0.500,0.400,0.900,0.07,0.29,0.333,6.88,2.29
Jose Pirela,$3.2K,R,SDP,OF,SFG,1 ,Tyler Beede,R, ,,,,,400, ,8.0,-128,4.2,0.06,47,0.255,0.252,0.043,0.271,0.298,0.569,0.29,0.02,0.364,7.29,2.28
Wilmer Difo,$2.9K,S,WAS,2B/SS,COL,2 ,Tyler Anderson,L,,,,,,800,-1,7.0,-201,4.14,-0.28,8,0.250,0.317,0.125,0.333,0.375,0.708,0.33,0.11,0.400,6.59,2.27
Cameron Maybin,$2.9K,R,MIA,OF,PIT,6 ,Ivan Nova,R, ,,,,,800,-4,8.5,135,3.84,-0.09,22,0.182,0.258,0.045,0.308,0.227,0.535,0.27,0.15,0.267,6.57,2.27
Jose Reyes,$2.8K,S,NYM,3B/SS,MIL,7 ,Jhoulys Chacin,R,,,,,,800,-2,7.0,-198,4.12,-0.31,11,0.000,0.058,0.000,0.083,0.000,0.083,0.17,0.08,0.000,6.34,2.26
Joey Votto,$4.0K,L,CIN,1B,STL,3 ,Carlos Martinez,R,,,,,, ,7,9.0,152,3.91,-0.11,39,0.282,0.255,-0.000,0.293,0.282,0.575,0.02,0.02,0.282,8.99,2.25
Jose Peraza,$2.9K,R,CIN,SS,STL,2 ,Carlos Martinez,R, ,,,,,400,-3,9.0,152,3.91,-0.11,37,0.297,0.295,0.081,0.297,0.378,0.675,0.24,0.00,0.393,6.53,2.25
Michael Taylor,$3.1K,R,WAS,OF,COL,8 ,Tyler Anderson,L,,,,,,1000,-14,7.0,-201,4.14,-0.28,10,0.000,0.000,0.000,0.000,0.000,0.000,0.70,0.00,0.000,6.99,2.25
Franchy Cordero,$3.3K,L,SDP,OF,SFG,3 ,Tyler Beede,R,,,,,,700,-8,8.0,-128,4.2,0.06,9,0.222,0.467,0.667,0.222,0.889,1.111,0.22,0.00,0.000,7.42,2.25
Chad Wallach,$2.1K,R,MIA,C,PIT,8 ,Ivan Nova,R, ,,,,, ,-7,8.5,135,3.84,-0.09,19,0.105,0.093,-0.000,0.105,0.105,0.210,0.63,0.00,0.286,4.72,2.25
Mark Canha,$2.9K,R,OAK,OF,@ SEA,7 ,Felix Hernandez,R, ,,,,,800,-4,8.5,-111,4.31,0.06,3,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,6.53,2.25
Matt Wieters,$2.8K,S,WAS,C,COL,6 ,Tyler Anderson,L,,,,,,500,-13,7.0,-201,4.14,-0.28,1,0.000,0.345,0.000,0.500,0.000,0.500,0.00,0.50,0.000,6.28,2.24
Matt Duffy,$3.0K,R,TBR,3B,PHI,6 ,Ben Lively,R, ,,,,,400,-2,8.0,-136,4.27,-0.05,37,0.351,0.390,0.135,0.400,0.486,0.886,0.20,0.07,0.429,6.73,2.24
Marwin Gonzalez,$3.4K,S,HOU,1B/OF,TEX,7 ,Bartolo Colon,R,,,,,,300,6,8.0,-324,5.32,-0.37,31,0.194,0.311,0.161,0.333,0.355,0.688,0.15,0.18,0.200,7.49,2.2
Jesus Sucre,$2.4K,R,TBR,C,PHI,8 ,Ben Lively,R, ,,,,,300,-9,8.0,-136,4.27,-0.05,8,0.250,0.247,0.000,0.300,0.250,0.550,0.20,0.10,0.286,5.28,2.2
Shin-Soo Choo,$3.2K,L,TEX,OF,@ HOU,1 ,Justin Verlander,R,,,,,,200,9,8.0,272,2.68,-0.13,45,0.200,0.309,0.222,0.280,0.422,0.702,0.20,0.10,0.188,7.02,2.19
Carlos Tocci,$2.2K,R,TEX,OF,@ HOU,9 ,Justin Verlander,R, ,,,,,200,2,8.0,272,2.68,-0.13,3,0.000,0.000,0.000,0.000,0.000,0.000,0.67,0.00,0.000,4.78,2.17
Paul Goldschmidt,$4.0K,R,ARI,1B,@ LAD,3 ,Clayton Kershaw,L,,,,,, ,7,6.5,188,2.59,-0.26,18,0.389,0.563,0.500,0.476,0.889,1.365,0.14,0.14,0.385,8.68,2.17
Jackie Bradley,$3.4K,L,BOS,OF,BAL,1 ,Dylan Bundy,R,,,,,,600,-3,6.5,-216,3.91,3.91,36,0.194,0.264,0.084,0.293,0.278,0.571,0.15,0.12,0.233,7.33,2.16
Matt Olson,$4.3K,L,OAK,1B,@ SEA,5 ,Felix Hernandez,R,,,,,,800,-5,8.5,-111,4.31,0.06,38,0.316,0.377,0.158,0.381,0.474,0.855,0.41,0.10,0.526,9.24,2.15
Tomas Nido,$2.5K,R,NYM,C,MIL,8 ,Jhoulys Chacin,R, ,,,,,500,-17,7.0,-198,4.12,-0.31,1,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,5.36,2.14
Carlos Gomez,$3.4K,R,TBR,OF,PHI,2 ,Ben Lively,R, ,,,,,600,-3,8.0,-136,4.27,-0.05,36,0.194,0.232,0.056,0.256,0.250,0.506,0.31,0.08,0.292,7.27,2.14
Tucker Barnhart,$2.8K,S,CIN,C,STL,6 ,Carlos Martinez,R,,,,,,600,-14,9.0,152,3.91,-0.11,32,0.281,0.396,0.250,0.378,0.531,0.909,0.19,0.14,0.304,5.99,2.14
Adam Duvall,$3.1K,R,CIN,OF,STL,5 ,Carlos Martinez,R, ,,,,,1000,-14,9.0,152,3.91,-0.11,39,0.103,0.171,0.076,0.182,0.179,0.361,0.32,0.09,0.120,6.62,2.14
Ryan Zimmerman,$3.9K,R,WAS,1B,COL,4 ,Tyler Anderson,L,,,,,,1300,-7,7.0,-201,4.14,-0.28,9,0.222,0.287,-0.000,0.364,0.222,0.586,0.27,0.18,0.333,8.3,2.13
Harrison Bader,$2.8K,R,STL,OF,@ CIN,7 ,Homer Bailey,R, ,,,,,800,-6,9.0,-169,5.09,0.11,8,0.125,0.175,0.000,0.222,0.125,0.347,0.44,0.11,0.250,5.96,2.13
Brandon Crawford,$2.8K,L,SFG,SS,@ SDP, ,Joey Lucchesi,L, ,,,,,100,-1,8.0,114,3.8,-0.06,28,0.214,0.274,0.179,0.241,0.393,0.634,0.31,0.03,0.278,5.97,2.13
Nick Ahmed,$2.8K,R,ARI,SS,@ LAD,7 ,Clayton Kershaw,L,,,,,,-100,2,6.5,188,2.59,-0.26,16,0.188,0.313,0.251,0.278,0.438,0.716,0.17,0.11,0.167,5.97,2.13
Jose Martinez,$3.7K,R,STL,1B,@ CIN,4 ,Homer Bailey,R, ,,,,,200,6,9.0,-169,5.09,0.11,44,0.386,0.451,0.228,0.440,0.614,1.054,0.06,0.10,0.359,7.86,2.12
Jurickson Profar,$2.6K,S,TEX,2B/SS,@ HOU,2 ,Justin Verlander,R,,,,,,300,9,8.0,272,2.68,-0.13,25,0.280,0.359,0.080,0.419,0.360,0.779,0.19,0.19,0.368,5.52,2.12
Christopher Taylor,$3.8K,R,LAD,OF,ARI,1 ,Zack Godley,R, ,,,,,900,-4,6.5,-214,3.91,-0.24,37,0.189,0.218,0.108,0.205,0.297,0.502,0.28,0.03,0.231,8,2.11
Austin Hedges,$2.8K,R,SDP,C,SFG,8 ,Tyler Beede,R, ,,,,,600,-14,8.0,-128,4.2,0.06,30,0.167,0.244,0.166,0.219,0.333,0.552,0.34,0.06,0.222,5.92,2.11
Cody Bellinger,$4.2K,L,LAD,1B,ARI,4 ,Zack Godley,R,,,,,,300,1,6.5,-214,3.91,-0.24,32,0.375,0.392,0.125,0.394,0.500,0.894,0.15,0.03,0.423,8.88,2.11
Jean Segura,$3.7K,R,SEA,SS,OAK,2 ,Sean Manaea,L,,,,,, ,1,8.5,-101,4.19,-0.06,11,0.455,0.520,0.272,0.500,0.727,1.227,0.25,0.08,0.625,7.76,2.1
Nomar Mazara,$3.1K,L,TEX,OF,@ HOU,3 ,Justin Verlander,R,,,,,,800,-10,8.0,272,2.68,-0.13,39,0.256,0.260,0.026,0.293,0.282,0.575,0.22,0.05,0.333,6.5,2.1
Adrian Beltre,$3.0K,R,TEX,3B,@ HOU,4 ,Justin Verlander,R, ,,,,,100,2,8.0,272,2.68,-0.13,46,0.304,0.358,0.131,0.373,0.435,0.808,0.16,0.10,0.351,6.3,2.1
Daniel Descalso,$2.5K,L,ARI,2B/3B,@ LAD,5 ,Clayton Kershaw,L, ,,,,,300,11,6.5,188,2.59,-0.26,9,0.222,0.467,0.667,0.222,0.889,1.111,0.22,0.00,0.000,5.2,2.08
Aaron Altherr,$3.0K,R,PHI,OF,@ TBR,7 ,Ryan Yarbrough,L,,,,,,1000,-19,8.0,122,3.73,0.05,5,0.200,0.465,0.600,0.333,0.800,1.133,0.33,0.17,0.000,6.24,2.08
Wilmer Flores,$3.2K,R,NYM,2B/3B,MIL,5 ,Jhoulys Chacin,R, ,,,,,600,-5,7.0,-198,4.12,-0.31,11,0.273,0.413,0.363,0.333,0.636,0.969,0.17,0.08,0.250,6.62,2.07
Mallex Smith,$3.0K,L,TBR,OF,PHI,5 ,Ben Lively,R,,,,,,600,-4,8.0,-136,4.27,-0.05,32,0.281,0.319,0.063,0.361,0.344,0.705,0.11,0.11,0.321,6.21,2.07
Chase Headley,$2.8K,S,SDP,1B/3B,SFG,6 ,Tyler Beede,R,,,,,,800,3,8.0,-128,4.2,0.06,17,0.059,0.119,0.000,0.158,0.059,0.217,0.42,0.10,0.111,5.77,2.06
Marcus Semien,$3.5K,R,OAK,SS,@ SEA,2 ,Felix Hernandez,R, ,,,,,200,-1,8.5,-111,4.31,0.06,44,0.227,0.286,0.114,0.300,0.341,0.641,0.26,0.10,0.290,7.21,2.06
Andrew Benintendi,$4.2K,L,BOS,OF,BAL,2 ,Dylan Bundy,R,,,,,,100,9,6.5,-216,3.91,3.91,39,0.282,0.365,0.128,0.404,0.410,0.814,0.09,0.17,0.314,8.62,2.05
Mitch Moreland,$3.1K,L,BOS,1B,BAL,5 ,Dylan Bundy,R,,,,,,-100,9,6.5,-216,3.91,3.91,17,0.294,0.347,0.118,0.368,0.412,0.780,0.10,0.10,0.333,6.37,2.05
Jed Lowrie,$3.5K,S,OAK,2B,@ SEA,3 ,Felix Hernandez,R,,,,,, ,1,8.5,-111,4.31,0.06,40,0.325,0.428,0.250,0.413,0.575,0.988,0.17,0.13,0.345,7.17,2.05
Howie Kendrick,$3.5K,R,WAS,2B/OF,COL,5 ,Tyler Anderson,L,,,,,,500,-2,7.0,-201,4.14,-0.28,7,0.286,0.308,0.143,0.286,0.429,0.715,0.29,0.00,0.400,7.12,2.03
Kyle Seager,$3.4K,L,SEA,3B,OAK,5 ,Sean Manaea,L, ,,,,, ,3,8.5,-101,4.19,-0.06,17,0.353,0.337,0.059,0.368,0.412,0.780,0.10,0.05,0.375,6.86,2.02
Phillip Ervin,$2.7K,R,CIN,OF,STL,8 ,Carlos Martinez,R, ,,,,,600,5,9.0,152,3.91,-0.11,23,0.217,0.267,-0.000,0.333,0.217,0.550,0.22,0.15,0.294,5.45,2.02
Bruce Maxwell,$2.7K,L,OAK,C,@ SEA,9 ,Felix Hernandez,R,,,,,,500,-11,8.5,-111,4.31,0.06,11,0.273,0.311,0.091,0.333,0.364,0.697,0.25,0.08,0.375,5.43,2.01
Anthony Santander,$2.9K,S,BAL,OF,@ BOS,8 ,Chris Sale,L,,,,,,900,-12,6.5,188,2.59,2.59,11,0.182,0.243,0.000,0.308,0.182,0.490,0.54,0.15,0.500,5.8,2
Brandon Belt,$3.7K,L,SFG,1B,@ SDP,7 ,Joey Lucchesi,L, ,,,,,1000, ,8.0,114,3.8,-0.06,18,0.278,0.362,0.111,0.409,0.389,0.798,0.27,0.18,0.417,7.4,2
Chase Utley,$2.9K,L,LAD,2B,ARI,7 ,Zack Godley,R,,,,,,200,7,6.5,-214,3.91,-0.24,25,0.360,0.395,0.160,0.385,0.520,0.905,0.19,0.04,0.421,5.79,2
Cesar Hernandez,$4.1K,S,PHI,2B,@ TBR,1 ,Ryan Yarbrough,L,,,,,,400,1,8.0,122,3.73,0.05,6,0.500,0.567,0.000,0.750,0.500,1.250,0.00,0.50,0.500,8.14,1.99
