DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 21,vs NYM,W 7-6,1.0,0,0,0,0,0,0,2,0,9,2,-,-,Sv(1),4.25
Jul 20,vs NYM,L 7-5,1.1,2,0,0,0,0,1,0,4,18,5,-,-,-,4.37
Jul 13,@ CLE,L 6-5,2.0,2,0,0,0,1,3,2,3,43,9,-,-,-,4.54
Jul 11,@ BAL,W 9-0,1.0,0,0,0,0,0,2,1,0,16,3,-,-,-,4.83
Jul 7,@ TOR,W 8-5,0.2,1,1,1,1,0,1,1,1,10,3,-,-,-,4.99
Jul 6,@ TOR,L 6-2,0.1,0,0,0,0,0,0,1,0,3,1,-,-,-,4.80
Jul 3,vs ATL,W 8-5,0.2,0,0,0,0,0,1,1,0,8,2,-,-,H(3),4.85
Jun 30,vs BOS,L 11-0,1.0,2,1,1,0,0,2,1,2,20,5,-,-,-,4.97
Jun 29,vs BOS,W 8-1,1.0,0,0,0,0,0,2,1,0,14,3,-,-,-,4.82
Jun 26,@ PHI,W 6-0,1.0,0,0,0,0,1,0,2,1,21,4,-,-,-,5.00
Jun 24,@ TB,L 7-6,0.0,1,1,1,1,0,0,0,1,1,1,-,L(2-2),-,INF
Jun 23,@ TB,L 4-0,0.1,1,0,0,0,2,1,0,1,25,4,-,-,-,4.85
Jun 20,vs SEA,W 7-5,2.0,4,2,2,0,1,0,6,4,46,11,-,-,-,4.91
Jun 16,vs TB,W 4-1,0.0,2,1,1,1,0,0,0,2,12,2,-,-,-,INF
Jun 13,vs WSH,L 5-4,2.0,1,1,1,1,0,2,4,1,30,7,-,L(2-1),-,4.18
Jun 10,@ NYM,L 2-0,1.0,0,0,0,0,1,2,0,1,24,4,-,-,-,4.15
Jun 5,@ TOR,W 7-2,1.0,0,0,0,0,0,2,0,1,10,3,-,-,-,4.35
May 26,vs LAA,L 11-4,1.1,2,2,2,1,1,0,1,5,26,7,-,-,-,4.58
May 23,@ TEX,L 12-10,0.1,2,2,2,0,0,1,1,1,8,3,-,-,H(2),3.93
May 22,@ TEX,L 6-4,0.2,0,0,0,0,2,2,0,0,22,4,-,-,-,3.00
May 18,@ KC,L 5-2,1.0,0,0,0,0,0,0,1,2,10,3,-,-,-,3.12
May 15,@ WSH,L 5-3,1.0,1,0,0,0,1,1,2,0,16,4,-,-,-,3.31
May 13,vs OAK,W 6-2,1.0,3,1,1,1,0,2,2,2,26,6,-,-,-,3.52
May 10,vs BOS,L 5-4,1.0,0,0,0,0,1,1,1,1,19,4,-,-,-,3.14
May 9,vs BOS,W 9-6,0.1,1,0,0,0,1,1,1,0,12,3,-,-,-,3.38
May 6,vs CLE,W 7-4,1.0,0,0,0,0,0,2,0,1,18,3,-,W(2-0),-,3.46
May 4,vs CLE,W 7-6,0.0,3,4,4,1,1,0,2,1,16,4,-,-,-,INF
May 3,@ HOU,W 6-5,0.2,0,0,0,0,0,0,1,1,9,2,-,W(1-0),-,0.75
Apr 28,@ LAA,W 11-1,1.0,1,0,0,0,0,2,0,2,22,4,-,-,-,0.79
Apr 25,vs MIN,W 7-4,0.2,0,0,0,0,0,1,0,1,6,2,-,-,H(1),0.87
Apr 24,vs MIN,W 8-3,1.0,2,1,1,0,0,1,2,2,18,5,-,-,-,0.93
Apr 21,vs TOR,W 9-1,1.0,0,0,0,0,0,2,0,1,13,3,-,-,-,0.00
Apr 20,vs TOR,L 8-5,1.1,0,0,0,0,0,1,0,3,10,4,-,-,-,0.00
Apr 16,vs MIA,W 12-1,1.0,1,1,0,0,2,1,3,1,41,7,-,-,-,0.00
Apr 10,@ BOS,L 14-1,1.1,1,4,0,1,1,3,2,1,32,8,-,-,-,0.00
Apr 8,vs BAL,L 8-7,1.0,0,0,0,0,0,0,2,1,6,3,-,-,-,0.00
Apr 6,vs BAL,L 7-3,2.0,2,0,0,0,1,3,3,2,39,9,-,-,-,0.00
Apr 3,vs TB,W 11-4,1.0,0,0,0,0,0,2,0,1,12,3,-,-,-,0.00
