DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 21,@ LAA,W 7-0,6.0,5,0,0,0,2,11,5,6,92,24,71,W(10-5),-,2.19
Jul 15,vs DET,L 6-3,6.0,6,6,5,4,0,12,4,8,91,24,50,L(9-5),-,2.29
Jul 10,vs OAK,W 6-5,6.0,3,0,0,0,0,6,4,10,110,21,72,-,-,2.05
Jul 5,vs CHW,W 4-3,7.0,4,2,2,1,0,10,2,12,107,24,71,-,-,2.15
Jun 30,@ TB,L 5-2,5.0,9,5,5,0,1,8,7,9,97,26,36,L(9-4),-,2.12
Jun 25,vs TOR,L 6-3,6.2,7,4,4,2,2,6,6,15,112,29,48,L(9-3),-,1.82
Jun 19,vs TB,L 2-1,6.2,6,1,1,1,1,10,7,9,122,27,67,-,-,1.60
Jun 14,@ OAK,W 7-3,7.0,5,3,3,2,0,7,3,16,100,27,62,W(9-2),-,1.61
Jun 8,@ TEX,W 7-3,6.0,5,3,3,1,3,9,5,9,110,26,56,W(8-2),-,1.45
Jun 2,vs BOS,L 5-4,6.0,3,2,2,0,2,6,4,11,101,23,62,-,-,1.24
May 28,@ NYY,W 5-1,6.2,5,1,1,1,0,5,6,13,113,25,65,W(7-2),-,1.11
May 23,vs SF,W 4-1,6.0,3,1,1,0,1,9,3,9,97,22,70,W(6-2),-,1.08
May 16,@ LAA,W 2-0,9.0,5,0,0,0,1,7,9,16,118,33,83,W(5-2),-,1.05
May 11,vs TEX,L 1-0,6.0,3,1,1,0,2,7,5,9,101,23,67,L(4-2),-,1.21
May 6,@ ARI,L 3-1,6.0,3,2,1,0,3,8,3,10,92,24,65,L(4-1),-,1.17
May 1,vs NYY,L 4-0,8.0,3,0,0,0,0,14,4,9,105,28,90,-,-,1.13
Apr 25,vs LAA,W 5-2,7.0,4,2,2,1,0,9,5,11,97,25,70,W(4-0),-,1.36
Apr 20,@ CHW,W 10-0,6.0,2,0,0,0,3,5,6,8,96,22,70,W(3-0),-,1.10
Apr 15,vs TEX,L 3-1,8.0,1,1,1,1,1,11,4,10,100,27,86,-,-,1.35
Apr 9,@ MIN,W 2-0,7.0,4,0,0,0,1,9,5,11,109,26,77,W(2-0),-,1.45
Apr 3,vs BAL,W 10-6,5.2,6,4,3,2,1,9,4,11,103,25,-,-,-,2.31
Mar 29,@ TEX,W 4-1,6.0,4,0,0,0,2,5,4,11,90,23,67,W(1-0),-,0.00
