DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,@ KC,L 5-4,2.0,1,1,1,0,0,1,4,2,22,7,-,-,-,4.57
Jul 22,vs BOS,L 9-1,1.0,0,0,0,0,0,1,0,2,17,3,-,-,-,4.57
Jul 20,vs BOS,L 1-0,1.0,1,0,0,0,2,1,1,1,27,5,-,-,-,4.68
Jul 14,@ HOU,L 9-1,1.0,1,2,2,1,1,0,1,3,19,5,-,-,-,4.79
Jul 9,@ TB,L 10-9,1.0,2,0,0,0,0,0,2,3,14,5,-,-,-,4.46
Jul 8,vs TEX,L 3-0,0.1,1,0,0,0,1,0,0,2,14,3,-,-,-,4.58
Jul 5,vs TEX,L 7-5,1.0,0,0,0,0,0,0,1,2,11,3,-,-,-,4.62
Jul 2,@ TOR,W 3-2,0.0,1,0,0,0,0,0,1,0,3,1,-,-,-,4.74
Jun 29,@ TOR,L 3-2,1.0,1,0,0,0,1,1,0,3,29,5,-,-,-,4.74
Jun 26,vs OAK,L 9-7,2.0,0,0,0,0,0,2,1,2,20,5,-,-,-,4.86
Jun 22,@ CLE,L 10-0,1.0,0,0,0,0,0,1,0,2,12,3,-,-,-,5.14
Jun 19,@ CIN,L 9-5,1.1,2,0,0,0,1,1,1,4,40,8,-,-,-,5.29
Jun 16,@ CHW,W 7-5,1.0,1,0,0,0,2,1,2,1,24,6,-,W(3-3),-,5.51
Jun 15,@ CHW,W 4-3,0.1,0,0,0,0,0,0,0,1,2,1,-,W(2-3),-,5.68
Jun 13,vs MIN,W 5-2,1.0,0,0,0,0,1,2,0,1,19,4,-,-,-,5.74
Jun 10,vs CLE,L 9-2,1.0,0,0,0,0,1,0,0,3,28,4,-,-,-,5.93
Jun 9,vs CLE,W 4-2,1.0,0,0,0,0,2,0,3,0,24,5,-,-,-,6.14
Jun 6,@ BOS,L 7-1,1.0,2,1,1,1,0,0,3,2,14,5,-,-,-,6.35
Jun 5,@ BOS,L 6-0,1.0,0,0,0,0,0,1,1,1,9,3,-,-,-,6.26
Jun 1,vs TOR,W 5-2,1.0,2,0,0,0,0,0,2,3,15,5,-,-,H(7),6.49
May 29,vs LAA,L 9-2,1.0,4,3,3,2,0,1,1,5,27,7,-,-,-,6.75
May 28,vs LAA,W 9-3,0.2,3,2,2,0,1,0,3,2,25,6,-,-,-,5.92
May 25,vs CHW,W 5-4,1.0,0,0,0,0,0,2,1,0,9,3,-,W(1-3),-,5.32
May 22,@ MIN,L 6-0,2.0,4,3,3,0,0,4,1,5,40,10,-,-,-,5.56
May 20,@ SEA,L 3-2,0.0,2,1,1,0,0,0,2,0,6,2,-,L(0-3),-,INF
May 18,@ SEA,L 5-4,0.0,0,2,2,0,2,0,0,0,10,2,-,L(0-2),-,INF
May 17,@ SEA,W 3-2,0.1,1,0,0,0,1,0,1,1,16,3,-,-,-,3.48
May 13,vs SEA,W 5-4,1.0,0,0,0,0,0,0,1,2,14,3,-,-,H(6),3.54
May 12,vs SEA,L 9-5,0.1,0,0,0,0,0,0,1,0,6,1,-,-,-,3.72
May 12,vs SEA,W 4-3,1.0,0,0,0,0,0,0,3,0,9,3,-,-,H(5),3.79
May 8,@ TEX,W 7-4,1.1,0,0,0,0,0,2,1,1,16,4,-,-,H(4),4.00
May 7,@ TEX,L 7-6,0.2,0,1,0,0,0,1,1,1,9,3,-,-,H(3),4.32
May 6,@ KC,L 4-2,1.0,1,0,0,0,0,1,2,0,7,3,-,-,-,4.50
May 2,vs TB,W 3-2,2.0,0,0,0,0,1,2,3,0,23,6,-,-,-,4.80
Apr 30,vs TB,L 3-2,0.2,0,0,0,0,0,1,1,0,8,2,-,-,-,5.54
Apr 29,@ BAL,L 5-3,1.0,2,1,1,0,1,3,0,2,31,6,-,-,-,5.84
Apr 25,@ PIT,L 8-3,1.0,2,1,0,0,1,2,1,2,21,6,-,-,-,5.56
Apr 25,@ PIT,W 13-10,0.1,1,0,0,0,1,0,1,1,8,3,-,-,H(2),6.10
Apr 22,vs KC,L 8-5,1.2,4,1,1,1,0,0,3,5,20,8,-,-,-,6.30
Apr 20,vs KC,L 3-2,1.1,0,0,0,0,1,1,1,1,22,4,-,-,-,6.48
Apr 19,vs BAL,W 13-8,1.0,1,0,0,0,0,0,1,2,10,3,-,-,-,7.71
Apr 17,vs BAL,W 4-2,1.0,0,0,0,0,1,1,1,0,13,3,-,-,H(1),9.00
Apr 13,vs NYY,L 8-6,1.1,1,0,0,0,2,4,1,0,34,7,-,-,-,10.80
Apr 11,@ CLE,L 5-1,1.0,2,1,1,0,1,1,1,3,21,6,-,-,-,14.73
Apr 9,@ CLE,L 2-0,0.1,1,0,0,0,1,0,1,1,16,3,-,-,-,16.88
Apr 7,@ CHW,W 6-1,0.1,0,0,0,0,0,0,0,1,2,1,-,-,-,19.29
Apr 1,vs PIT,L 8-6,2.0,4,5,5,1,1,4,0,6,49,11,-,L(0-1),-,22.50
