DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,vs ARI,L 5-1,1.0,0,0,0,0,0,3,0,0,18,3,-,-,-,0.00
Jul 22,vs STL,W 7-2,1.0,0,0,0,0,0,2,1,0,16,3,-,-,H(1),0.00
Jul 21,vs STL,W 7-2,2.0,0,0,0,0,0,1,4,1,21,6,-,-,-,0.00
"Previously with TEX, Acquired by CHC"
Jul 15,@ BAL,L 6-5,1.0,1,0,0,0,0,0,4,0,16,4,-,-,-,3.51
Jul 13,@ BAL,W 5-4,0.2,2,0,0,0,1,1,0,3,19,5,-,-,H(3),3.58
Jul 11,@ BOS,L 4-2,1.0,2,0,0,0,0,0,2,2,10,4,-,-,-,3.62
Jul 9,@ BOS,L 5-0,1.0,3,3,3,1,0,1,3,2,24,6,-,-,-,3.69
Jul 3,vs HOU,L 5-3,1.0,0,0,0,0,1,1,0,1,16,3,-,-,-,3.25
Jun 30,vs CHW,W 13-4,2.0,3,1,1,1,0,1,3,4,20,8,-,-,H(2),3.31
Jun 26,vs SD,L 3-2,1.0,1,0,0,0,0,3,0,1,17,4,-,-,H(1),3.26
Jun 22,@ MIN,W 8-1,2.0,0,0,0,0,0,1,2,3,29,6,-,-,Sv(1),3.33
Jun 17,vs COL,W 13-12,2.2,3,2,2,1,0,4,0,7,42,11,-,W(3-1),-,3.47
Jun 13,@ LAD,L 3-2,2.1,1,1,0,0,3,1,4,2,36,10,-,L(2-1),-,3.27
Jun 10,vs HOU,L 8-7,4.0,2,1,1,1,0,2,6,6,42,14,-,-,-,3.46
Jun 7,vs HOU,L 5-2,1.2,2,0,0,0,0,0,2,5,20,7,-,-,-,3.58
Jun 1,@ LAA,L 6-0,5.0,3,0,0,0,1,4,5,9,60,19,-,-,-,3.75
May 31,@ SEA,L 6-1,1.0,0,0,0,0,0,1,2,0,11,3,-,-,-,4.35
May 27,vs KC,L 5-3,1.0,0,0,0,0,0,0,2,1,10,3,-,-,-,4.50
May 21,vs NYY,L 10-5,2.0,2,2,2,1,1,2,4,2,38,9,-,-,-,4.66
May 18,@ CHW,W 12-5,2.2,3,0,0,0,0,1,3,7,43,11,-,W(2-0),-,4.33
May 13,@ HOU,L 6-1,3.0,0,0,0,0,0,4,5,1,40,10,-,-,-,4.81
May 9,vs DET,W 5-4,0.2,3,1,1,0,0,1,1,3,20,5,-,-,-,5.48
May 6,vs BOS,L 6-1,1.2,1,0,0,0,0,1,4,1,33,6,-,-,-,5.23
May 4,vs BOS,L 5-1,1.0,1,0,0,0,0,2,2,0,16,4,-,-,-,5.68
May 2,@ CLE,L 12-4,2.0,2,2,2,2,0,3,1,4,31,8,-,-,-,6.00
Apr 30,@ CLE,L 7-5,0.1,1,0,0,0,0,1,0,1,8,2,-,-,-,5.63
Apr 25,vs OAK,W 4-2,1.1,0,0,0,0,0,2,1,1,14,4,-,W(1-0),-,5.74
Apr 23,vs OAK,L 9-4,0.1,3,2,2,0,0,0,3,1,14,4,-,-,-,6.28
Apr 16,@ TB,L 8-4,4.0,3,0,0,0,1,4,5,5,63,15,-,-,-,5.14
Apr 10,vs LAA,L 11-1,3.0,7,2,2,0,0,2,7,6,55,15,-,-,-,7.20
Apr 6,vs TOR,L 8-5,2.2,3,2,2,2,2,3,3,5,62,13,-,-,-,7.71
Apr 4,@ OAK,L 6-2,2.1,2,1,1,0,2,3,1,5,41,11,-,-,-,8.31
Mar 31,vs HOU,L 9-3,2.0,4,3,3,1,0,1,3,6,35,10,-,-,-,13.50
