DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 22,vs CLE,W 5-0,6.0,3,0,0,0,4,1,10,8,72,23,63,W(4-1),-,5.56
Jul 10,@ BOS,L 8-4,5.0,7,6,6,0,2,2,10,9,97,23,29,L(3-1),-,6.75
Jul 5,@ DET,W 7-5,5.1,8,4,3,1,1,2,14,6,92,23,39,W(3-0),-,5.87
Jun 29,vs CHW,W 11-3,7.1,4,3,3,0,1,7,11,8,90,27,64,W(2-0),-,6.11
Jun 23,@ MIN,W 9-6,5.1,6,4,4,2,2,3,4,14,102,23,41,W(1-0),-,7.84
Jun 17,vs COL,W 13-12,5.0,6,5,5,1,3,4,7,10,98,24,36,-,-,9.00
"Previously with CIN, Acquired by TEX"
Apr 8,@ PIT,L 5-0,1.0,1,0,0,0,1,1,1,2,20,5,-,-,-,30.86
Apr 6,@ PIT,L 14-3,0.1,4,6,6,0,2,0,2,3,24,7,-,-,-,54.00
Apr 1,vs WSH,L 6-5,1.0,3,2,2,1,1,1,0,5,28,7,-,-,-,18.00
