DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 23,@ TOR,W 8-3,5.1,8,1,1,1,2,3,7,14,97,26,49,W(1-0),-,4.82
Jun 30,@ CHC,L 14-9,4.0,6,4,4,0,3,1,7,9,79,20,32,-,-,9.00
