DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 21,vs CHW,L 5-0,5.0,5,4,3,1,2,7,5,7,80,22,48,L(8-8),-,5.14
Jul 6,vs COL,L 7-1,5.0,8,3,3,1,0,2,9,12,94,23,41,L(8-7),-,5.13
Jun 30,vs KC,W 6-4,5.0,6,3,3,1,1,5,7,9,81,22,47,W(8-6),-,5.11
Jun 25,@ BAL,W 5-3,6.0,4,3,3,1,3,4,12,6,81,26,53,W(7-6),-,5.10
Jun 20,@ NYY,L 7-5,5.0,6,2,1,0,1,6,8,6,95,21,54,-,-,5.14
Jun 14,vs BOS,L 2-1,7.0,7,2,1,1,1,6,10,11,104,28,62,L(6-6),-,5.34
Jun 9,@ TB,L 7-3,3.0,7,6,5,0,1,2,7,7,53,17,24,L(6-5),-,5.70
Jun 3,vs TB,W 2-1,8.0,5,1,1,0,1,7,16,6,106,32,74,W(6-4),-,5.33
May 29,vs TEX,L 9-5,5.0,6,5,5,1,2,4,8,8,91,24,37,-,-,5.83
May 24,@ OAK,L 4-3,6.0,5,4,4,0,1,2,11,10,89,24,47,L(5-4),-,5.58
May 18,vs DET,W 5-4,6.0,6,4,3,0,3,4,10,10,105,27,47,-,-,5.53
May 12,@ DET,W 9-5,5.0,8,5,5,1,2,7,3,13,95,27,36,W(5-3),-,5.66
May 6,vs LAA,L 8-2,5.2,7,5,5,2,4,5,9,10,101,28,36,L(4-3),-,5.28
May 1,vs OAK,W 6-3,6.0,3,3,3,1,4,7,6,6,101,23,57,W(4-2),-,4.89
Apr 25,@ CHW,W 4-3,6.0,7,3,3,1,2,6,4,14,95,26,50,W(3-2),-,4.96
Apr 20,@ TEX,W 6-2,5.1,4,2,2,0,2,5,7,7,91,22,55,-,-,5.06
Apr 15,vs OAK,L 2-1,6.1,5,2,2,1,0,7,5,12,97,26,62,L(2-2),-,5.48
Apr 10,@ KC,W 8-3,5.2,6,3,3,1,1,3,8,11,91,23,47,W(2-1),-,6.60
Apr 4,@ SF,L 10-1,4.0,6,8,8,3,5,1,8,9,87,23,14,L(1-1),-,7.71
Mar 29,vs CLE,W 2-1,5.1,2,0,0,0,2,4,6,7,83,20,66,W(1-0),-,0.00
