DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jun 21,@ LAA,L 8-5,0.2,1,1,1,0,3,1,1,1,17,6,-,-,-,4.60
Jun 19,vs ATL,L 11-4,1.2,3,3,3,0,1,0,2,6,33,9,-,-,-,4.40
Jun 16,vs WSH,W 2-0,0.2,0,0,0,0,0,0,1,1,3,2,-,-,H(7),3.67
Jun 13,@ TB,L 1-0,1.0,1,0,0,0,0,1,2,1,13,4,-,-,-,3.76
Jun 11,@ TB,L 8-4,1.2,0,0,0,0,0,3,0,2,19,5,-,-,-,3.91
Jun 9,vs BAL,W 4-3,0.2,1,0,0,0,0,1,2,0,9,3,-,-,BlSv(2),4.18
Jun 7,vs BAL,W 5-4,1.0,0,0,0,0,0,2,0,1,14,3,-,W(2-1),-,4.30
Jun 6,vs NYY,L 3-0,1.0,0,0,0,0,1,1,1,0,15,3,-,-,-,4.50
Jun 3,@ DET,W 8-4,0.1,1,2,2,0,1,0,0,2,15,3,-,-,-,4.71
Jun 1,@ DET,L 5-2,1.1,0,0,0,0,1,0,1,3,19,5,-,-,-,3.92
May 29,@ BOS,L 8-3,1.0,1,2,2,1,0,1,0,3,19,5,-,-,-,4.19
May 28,@ BOS,L 8-3,1.0,1,1,1,0,1,0,1,3,14,5,-,-,-,3.44
May 23,vs LAA,L 5-4,0.1,0,0,0,0,1,0,1,0,9,2,-,-,H(6),3.12
May 20,vs OAK,L 9-2,1.0,2,1,1,1,0,1,1,3,18,5,-,-,-,3.18
May 18,vs OAK,L 3-1,1.0,1,0,0,0,0,0,1,3,12,4,-,-,-,2.81
May 16,@ NYM,W 12-1,1.0,2,1,1,1,0,1,1,3,24,5,-,-,-,3.00
Apr 30,@ MIN,W 7-5,0.2,1,0,0,0,1,0,0,3,19,4,-,-,H(5),1.98
Apr 26,vs BOS,L 5-4,1.0,0,0,0,0,2,1,0,2,18,5,-,-,-,2.08
Apr 25,vs BOS,L 4-3,0.1,2,2,2,1,2,0,1,2,21,5,-,L(1-1),BlSv(1),2.25
Apr 22,@ NYY,L 5-1,1.0,1,1,0,0,0,0,1,3,16,4,-,-,-,0.77
Apr 20,@ NYY,W 8-5,1.0,1,0,0,0,0,1,1,2,22,4,-,-,H(4),0.84
Apr 18,vs KC,W 15-5,1.0,0,0,0,0,0,1,0,2,14,3,-,-,H(3),0.93
Apr 17,vs KC,W 5-4,1.1,0,0,0,0,1,2,1,1,23,5,-,-,-,1.04
Apr 13,@ CLE,W 8-4,1.0,2,0,0,0,0,2,2,0,23,4,-,W(1-0),-,1.23
Apr 11,@ BAL,L 5-3,1.0,0,0,0,0,0,2,0,1,14,3,-,-,-,1.42
Apr 9,@ BAL,W 7-1,1.0,2,0,0,0,0,1,2,2,18,5,-,-,H(2),1.69
Apr 7,@ TEX,L 5-1,1.1,2,0,0,0,0,2,2,2,25,6,-,-,-,2.08
Apr 3,vs CHW,W 14-5,0.2,0,0,0,0,0,1,2,0,13,3,-,-,H(1),3.00
Apr 1,vs NYY,W 7-4,1.0,1,0,0,0,0,1,0,3,16,4,-,-,-,3.86
Mar 30,vs NYY,L 4-2,0.1,0,0,0,0,0,0,0,1,6,1,-,-,-,6.75
Mar 29,vs NYY,L 6-1,1.0,2,1,1,1,0,1,1,2,18,4,-,-,-,9.00
