DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,vs CHW,L 4-2,6.0,4,2,2,0,3,2,8,13,84,26,55,L(1-1),-,3.34
Jul 13,@ LAD,L 3-2,4.0,3,1,1,1,3,5,5,4,74,17,54,-,-,3.42
Jul 6,vs LAD,W 3-2,5.1,3,2,2,0,1,8,7,5,76,21,61,-,-,3.63
Jun 29,@ BAL,W 7-1,5.1,5,0,0,0,1,5,9,5,76,20,-,W(1-0),-,3.71
Jun 24,vs TOR,L 7-6,5.0,8,3,3,1,1,6,6,11,83,24,44,-,-,5.40
Jun 19,vs ARI,W 5-4,4.0,2,1,1,0,3,6,5,3,74,18,-,-,-,5.40
May 17,vs TB,L 7-1,1.2,3,2,2,1,0,2,4,2,27,8,-,-,-,10.13
Apr 8,vs OAK,W 6-1,1.0,2,1,1,1,0,0,2,3,20,5,-,-,-,9.00
