DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 25,vs SF,W 3-2,6.1,4,2,2,0,0,2,10,7,78,24,59,-,-,4.15
Jul 15,@ COL,L 4-3,6.0,6,2,1,0,2,4,9,8,77,23,56,-,-,4.22
Jul 10,@ LAA,L 9-3,4.0,12,7,5,1,2,1,12,10,81,25,-,L(8-6),-,4.36
Jul 4,vs LAA,L 7-4,4.0,9,4,3,0,1,4,8,9,87,23,33,L(8-5),-,4.11
Jun 28,@ BAL,W 4-2,7.0,5,2,2,2,1,6,9,10,103,26,64,-,-,4.01
Jun 23,@ BOS,W 7-2,8.0,3,0,0,0,2,5,12,10,98,29,79,W(8-4),-,4.11
Jun 17,vs BOS,L 9-3,6.0,8,5,5,1,1,1,12,12,99,26,36,L(7-4),-,4.47
Jun 12,vs LAA,W 6-3,6.0,4,1,1,1,3,4,12,6,101,25,61,W(7-3),-,4.26
Jun 7,@ TB,W 5-4,8.0,8,2,2,1,1,3,13,14,100,31,60,W(6-3),-,4.46
Jun 1,vs TB,W 4-3,7.0,6,2,2,2,0,8,6,11,91,25,65,-,-,4.71
May 27,vs MIN,W 3-1,8.0,4,1,1,0,0,2,13,12,86,27,72,W(5-3),-,4.93
May 22,@ OAK,W 3-2,6.2,6,2,1,0,0,3,18,5,98,27,59,-,-,5.46
May 15,vs TEX,W 9-8,5.1,9,6,5,1,0,2,14,9,84,26,30,-,-,6.00
May 10,@ TOR,W 9-3,7.0,6,2,2,1,1,6,10,9,101,26,62,W(4-3),-,5.72
May 4,vs LAA,L 5-0,5.1,7,3,3,0,4,4,8,10,108,26,42,L(3-3),-,6.28
Apr 28,@ CLE,W 12-4,6.0,6,4,4,1,1,6,8,10,98,25,49,W(3-2),-,6.48
Apr 23,@ CHW,L 10-4,3.1,12,8,8,2,0,1,8,12,65,21,5,L(2-2),-,6.59
Apr 18,vs HOU,L 7-1,6.0,7,5,5,0,1,7,5,11,84,25,44,L(2-1),-,4.50
Apr 13,vs OAK,W 7-4,6.0,7,3,3,2,2,4,7,14,94,27,48,-,-,3.50
Apr 7,@ MIN,W 11-4,5.0,3,2,2,0,4,0,6,11,92,21,49,W(2-0),-,3.00
Apr 1,vs CLE,W 5-4,7.0,5,2,2,1,3,4,12,10,101,29,60,W(1-0),-,2.57
