DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 25,vs MIN,L 12-6,5.0,6,3,3,0,3,4,8,2,88,23,44,-,-,4.65
Jul 20,vs BAL,W 8-7,7.2,7,4,4,2,1,8,6,16,103,32,56,-,-,4.59
Jul 14,@ BOS,L 6-2,3.1,4,1,1,1,1,2,4,6,56,13,49,-,-,4.58
Jul 11,@ ATL,L 9-5,1.2,6,6,6,0,0,0,8,5,48,14,19,L(2-3),-,4.70
Jul 6,vs NYY,W 6-2,4.1,4,2,1,1,3,6,8,4,101,21,52,-,-,3.81
Jun 30,vs DET,W 4-3,7.0,4,3,3,2,3,5,11,8,97,27,59,-,-,3.97
Jun 24,@ LAA,W 7-6,4.2,5,3,3,1,0,5,7,7,71,19,47,-,-,3.98
Jun 17,vs WSH,W 8-6,4.0,6,3,2,0,2,6,5,6,77,19,-,-,-,3.75
Jun 11,@ TB,L 8-4,3.1,7,5,5,1,2,3,3,11,70,20,-,L(2-2),-,3.66
Jun 6,vs NYY,L 3-0,7.0,3,0,0,0,3,4,14,6,104,27,72,-,-,2.51
May 30,@ BOS,L 6-4,6.0,7,4,4,2,0,4,10,9,83,23,46,L(2-1),-,3.32
May 25,@ PHI,W 6-5,6.0,3,3,3,2,2,6,8,7,84,23,58,W(2-0),-,2.30
May 19,vs OAK,L 5-4,5.1,6,0,0,0,1,6,7,9,88,23,61,-,-,0.93
May 13,vs BOS,L 5-3,1.1,1,1,1,0,1,3,1,1,33,6,-,-,-,2.08
May 11,vs BOS,W 5-3,3.0,1,0,0,0,0,3,2,6,44,12,-,W(1-0),-,0.00
