DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,vs HOU,L 8-2,7.1,3,2,1,1,3,4,10,9,90,26,67,-,-,3.57
Jul 15,vs SEA,W 4-3,6.0,5,2,2,0,1,6,10,7,91,24,59,-,-,3.72
Jul 10,vs ARI,L 5-3,6.0,3,1,1,1,4,8,6,7,109,25,66,-,-,3.76
Jul 4,vs SF,W 1-0,8.0,2,0,0,0,2,9,9,7,93,27,85,W(6-3),-,3.90
Jun 29,@ LAD,W 3-1,8.0,4,0,0,0,1,8,4,14,96,27,81,W(5-3),-,4.23
Jun 23,vs MIA,L 6-2,6.0,7,4,4,1,2,8,8,9,95,27,48,L(4-3),-,4.62
Jun 18,vs NYM,L 12-2,5.1,7,3,3,2,2,5,8,9,104,25,45,L(4-2),-,4.52
Jun 13,@ PHI,W 7-2,7.0,6,1,1,1,0,6,8,13,104,27,67,W(4-1),-,4.48
Jun 7,@ CIN,L 7-5,7.0,5,2,2,0,1,5,10,10,105,26,63,-,-,4.81
Jun 1,vs LAD,L 11-8,5.0,7,5,5,1,3,4,4,14,100,25,34,-,-,5.07
May 26,vs CIN,L 6-5,6.0,6,3,3,2,3,2,4,16,101,25,47,-,-,4.72
May 20,@ SF,L 9-5,5.1,6,5,5,1,1,4,6,12,90,24,39,-,-,4.74
May 14,@ SD,W 6-4,5.2,7,4,3,0,1,3,14,7,99,25,43,W(3-1),-,4.30
May 9,vs LAA,L 8-0,5.0,6,4,4,2,1,3,8,9,80,21,41,L(2-1),-,4.23
May 2,@ CHC,W 11-2,7.0,3,2,2,2,1,9,8,7,100,25,71,W(2-0),-,3.78
Apr 27,@ MIA,W 1-0,1.1,1,0,0,0,1,1,2,2,27,6,52,-,-,4.10
Apr 21,vs CHC,W 5-2,6.0,6,2,2,0,2,6,5,11,89,24,56,W(1-0),-,4.32
Apr 15,@ WSH,W 6-5,4.2,2,3,1,1,6,6,2,7,94,21,52,-,-,4.74
Apr 10,vs SD,L 5-2,6.0,7,2,2,1,2,8,3,13,88,26,56,-,-,5.65
Apr 5,@ SD,W 3-1,6.0,4,0,0,0,0,4,4,14,84,22,68,-,-,7.56
Mar 30,@ ARI,L 9-8,2.1,5,7,7,1,4,3,2,7,71,16,18,-,-,27.00
