DATE,OPP,RESULT,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,OBP,SLG,OPS,AVG
Mar 29,@ KC,W 14-7,1,1,0,0,0,0,0,2,0,0,0,.667,.000,.667,.000
Mar 31,@ KC,W 4-3,4,0,0,0,0,0,0,0,0,0,0,.286,.000,.286,.000
May 1,@ STL,L 3-2,4,0,1,0,0,0,0,0,1,0,0,.349,.333,.682,.253
May 2,@ STL,L 3-2,4,0,0,0,0,0,0,0,2,0,0,.333,.316,.649,.241
May 3,vs MIN,W 6-5,3,1,1,0,0,0,0,0,1,0,1,.340,.317,.657,.244
May 4,vs MIN,L 6-4,2,0,0,0,0,0,0,2,0,0,0,.347,.310,.657,.238
May 5,vs MIN,L 8-4,4,0,2,1,0,0,0,0,1,0,0,.353,.330,.683,.250
May 6,vs MIN,L 5-3,3,0,0,0,0,0,0,1,1,0,0,.349,.319,.668,.242
May 8,vs PIT,L 10-6,3,1,0,0,0,0,0,1,1,0,0,.345,.309,.654,.234
May 9,vs PIT,L 6-5,2,0,1,0,0,0,0,0,0,0,0,.348,.313,.661,.240
May 11,@ CHC,L 11-2,3,0,0,0,0,0,0,1,0,0,0,.345,.303,.648,.232
May 12,@ CHC,L 8-4,1,0,0,0,0,0,0,0,0,0,0,.342,.300,.642,.230
May 13,@ CHC,W 5-3,4,1,1,0,1,0,1,0,2,0,0,.339,.317,.656,.231
May 15,@ PIT,L 7-0,4,0,0,0,0,0,0,0,0,0,0,.328,.306,.634,.222
May 16,@ PIT,L 3-2,4,0,1,0,0,0,0,0,0,0,0,.326,.304,.630,.223
May 17,vs TEX,W 4-2,3,1,1,0,0,0,0,1,0,0,0,.331,.304,.635,.226
May 18,vs TEX,L 12-5,1,0,0,0,0,0,0,0,0,0,0,.333,.302,.635,.224
May 19,vs TEX,W 5-3,Did not play
May 20,vs TEX,W 3-0,Did not play
May 21,vs BAL,L 3-2,Did not play
May 22,vs BAL,W 3-2,Did not play
May 23,vs BAL,W 11-1,Did not play
May 24,vs BAL,L 9-3,Did not play
May 25,@ DET,L 5-4,Did not play
May 26,@ DET,W 8-4,Did not play
May 27,@ DET,L 3-2,Did not play
May 28,@ CLE,L 9-6,Did not play
May 29,@ CLE,L 7-3,Did not play
May 30,@ CLE,L 9-1,Did not play
Jun 1,vs MIL,W 8-3,Did not play
Jun 2,vs MIL,L 5-0,Did not play
Jun 3,vs MIL,W 6-1,Did not play
Jun 5,@ MIN,L 4-2,Did not play
Jun 5,@ MIN,W 6-3,Did not play
Jun 6,@ MIN,W 5-2,Did not play
Jun 7,@ MIN,L 7-2,Did not play
Jun 8,@ BOS,W 1-0,Did not play
Jun 9,@ BOS,L 4-2,Did not play
Jun 10,@ BOS,W 5-2,Did not play
Jun 11,vs CLE,L 4-0,Did not play
Jun 12,vs CLE,W 5-1,Did not play
Jun 13,vs CLE,W 3-2,Did not play
Jun 14,vs CLE,L 5-2,Did not play
Jun 15,vs DET,L 4-3,Did not play
Jun 16,vs DET,L 7-5,Did not play
Jun 17,vs DET,L 3-1,Did not play
Jun 18,@ CLE,L 6-2,Did not play
Jun 19,@ CLE,L 6-3,Did not play
Jun 20,@ CLE,L 12-0,Did not play
Jun 22,vs OAK,L 11-2,Did not play
Jun 22,vs OAK,W 6-4,Did not play
Jun 23,vs OAK,L 7-6,Did not play
Jun 24,vs OAK,W 10-3,Did not play
Jun 26,vs MIN,W 8-4,Did not play
Jun 27,vs MIN,W 6-1,Did not play
Jun 28,vs MIN,L 2-1,Did not play
Jun 29,@ TEX,L 11-3,Did not play
Jun 30,@ TEX,L 13-4,Did not play
Jul 1,@ TEX,W 10-5,Did not play
Jul 2,@ CIN,L 5-3,Did not play
Jul 3,@ CIN,W 12-8,Did not play
Jul 4,@ CIN,L 7-4,Did not play
Jul 5,@ HOU,L 4-3,Did not play
Jul 6,@ HOU,L 11-4,Did not play
Jul 7,@ HOU,L 12-6,Did not play
Jul 8,@ HOU,L 2-1,Did not play
Jul 10,vs STL,L 14-2,Did not play
Jul 11,vs STL,W 4-0,Did not play
Jul 13,vs KC,W 9-6,Did not play
Jul 14,vs KC,L 5-0,Did not play
Jul 15,vs KC,W 10-1,Did not play
Jul 20,@ SEA,L 3-1,4,0,0,0,0,0,0,0,2,0,0,.324,.292,.616,.217
Jul 21,@ SEA,W 5-0,4,0,1,1,0,0,0,0,2,0,0,.322,.298,.620,.218
Jul 22,@ SEA,L 8-2,Did not play
Jul 23,@ LAA,W 5-3,Did not play
Jul 24,@ LAA,W 4-2,4,0,1,0,0,0,1,0,0,0,0,.320,.297,.617,.219
