DATE,OPP,RESULT,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,OBP,SLG,OPS,AVG
Mar 29,@ KC,W 14-7,1,1,0,0,0,0,0,2,0,0,0,.667,.000,.667,.000
Mar 31,@ KC,W 4-3,4,0,0,0,0,0,0,0,0,0,0,.286,.000,.286,.000
Apr 2,@ TOR,L 4-2,Did not play
Apr 3,@ TOR,L 14-5,4,0,1,0,0,0,1,0,3,0,0,.273,.111,.384,.111
Apr 4,@ TOR,W 4-3,4,0,1,0,0,0,0,0,1,0,0,.267,.154,.421,.154
Apr 5,vs DET,L 9-7,0,0,0,0,0,0,0,0,0,0,0,.313,.154,.467,.154
Apr 7,vs DET,L 6-1,4,0,2,1,0,0,0,0,1,0,0,.350,.294,.644,.235
Apr 8,vs DET,L 1-0,2,0,0,0,0,0,0,1,0,0,0,.348,.263,.611,.211
Apr 9,vs TB,L 5-4,4,1,2,0,0,1,2,1,1,0,0,.393,.435,.828,.261
Apr 10,vs TB,L 6-5,3,1,0,0,0,0,0,1,2,0,0,.375,.385,.760,.231
Apr 11,vs TB,W 2-1,3,0,2,0,0,0,0,1,0,0,0,.417,.414,.831,.276
Apr 12,@ MIN,L 4-0,3,0,1,0,0,0,0,0,1,0,0,.410,.406,.816,.281
Apr 16,@ OAK,L 8-1,3,0,0,0,0,0,0,0,0,0,0,.381,.371,.752,.257
Apr 17,@ OAK,L 10-2,4,0,1,0,0,0,0,0,1,0,0,.370,.359,.729,.256
Apr 18,@ OAK,L 12-11,7,0,3,0,0,0,1,0,1,1,0,.377,.370,.747,.283
Apr 20,vs HOU,L 10-0,3,0,0,0,0,0,0,1,0,0,0,.368,.347,.715,.265
Apr 21,vs HOU,L 10-1,Did not play
Apr 22,vs HOU,L 7-1,4,0,0,0,0,0,0,0,0,0,0,.344,.321,.665,.245
Apr 23,vs SEA,W 10-4,5,1,1,0,0,0,0,0,1,0,0,.333,.310,.643,.241
Apr 24,vs SEA,L 1-0,1,0,0,0,0,0,0,0,0,0,0,.328,.305,.633,.237
Apr 25,vs SEA,L 4-3,2,0,1,0,0,0,0,2,1,0,0,.352,.311,.663,.246
Apr 26,@ KC,W 6-3,Did not play
Apr 27,@ KC,W 7-4,Did not play
Apr 28,@ KC,W 8-0,4,1,0,0,0,0,0,1,2,0,0,.342,.292,.634,.231
Apr 28,@ KC,L 5-2,1,0,1,0,0,0,1,0,0,0,0,.351,.303,.654,.242
Apr 29,@ KC,L 5-4,5,1,2,2,0,0,1,0,0,0,0,.354,.338,.692,.254
