DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 20,@ LAA,W 3-1,7.2,2,1,1,0,1,5,7,14,102,27,75,W(8-8),-,3.60
Jul 13,vs DET,W 3-0,6.0,6,0,0,0,1,4,9,10,98,24,63,W(7-8),-,3.75
Jul 8,vs CHW,W 2-1,7.0,6,1,1,0,3,2,17,7,104,29,60,W(6-8),-,3.95
Jul 3,@ TEX,W 5-3,7.0,5,2,2,0,1,7,11,8,111,27,-,W(5-8),-,4.12
Jun 27,vs TOR,W 7-6,5.1,7,6,6,0,3,3,12,9,96,27,30,-,-,4.22
Jun 22,vs KC,L 1-0,6.0,6,0,0,0,2,6,7,11,98,26,64,-,-,3.90
Jun 16,@ KC,W 10-2,6.0,6,2,0,0,1,5,14,5,101,25,60,W(4-8),-,4.15
Jun 10,@ TEX,W 8-7,4.1,13,6,5,0,0,3,11,12,106,27,18,-,-,4.45
Jun 5,vs SEA,L 7-1,6.2,7,7,7,3,1,3,14,10,107,28,34,L(3-8),-,4.13
May 30,@ NYY,L 5-3,5.0,7,4,4,0,3,7,5,10,106,25,41,L(3-7),-,3.65
May 25,@ CLE,W 11-2,6.0,8,2,2,0,1,5,12,9,103,27,52,-,-,3.39
May 19,vs CLE,L 5-4,5.0,6,4,4,1,2,3,12,5,98,22,40,L(3-6),-,3.43
May 13,vs TEX,W 6-1,7.0,3,0,0,0,1,8,8,8,103,25,78,W(3-5),-,3.10
May 7,@ OAK,W 16-2,8.0,5,1,1,0,2,4,15,10,101,31,70,W(2-5),-,3.53
May 2,vs NYY,L 4-0,7.0,6,3,3,2,0,5,12,10,105,27,58,L(1-5),-,3.98
Apr 27,vs OAK,L 8-1,7.0,7,6,6,3,0,3,14,10,98,27,42,L(1-4),-,4.00
Apr 21,@ CHW,W 10-1,6.0,4,1,1,1,2,6,7,9,95,24,-,W(1-3),-,3.10
Apr 16,@ SEA,L 2-1,8.0,6,2,2,1,1,6,15,9,96,31,67,L(0-3),-,3.52
Apr 10,@ MIN,L 4-1,4.0,6,3,3,0,4,6,9,3,101,22,42,L(0-2),-,4.20
Apr 4,vs BAL,W 3-2,5.0,5,2,1,0,4,3,9,8,104,24,50,-,-,3.27
Mar 30,@ TEX,L 5-1,6.0,7,3,3,1,1,4,12,8,99,25,49,L(0-1),-,4.50
