DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 22,@ TOR,L 5-4,5.2,6,1,1,0,1,2,7,12,79,22,-,-,-,4.40
Jul 10,vs NYY,W 6-5,6.1,5,5,5,1,1,7,10,6,96,24,49,-,-,4.56
Jul 5,@ MIN,L 5-2,6.0,6,3,2,1,2,3,8,14,107,27,51,L(2-9),-,4.39
Jun 30,vs LAA,L 6-2,6.0,4,1,1,0,2,4,9,9,105,24,-,-,-,4.48
Jun 25,vs SEA,L 5-3,6.0,4,3,3,1,4,3,9,10,100,26,51,-,-,4.70
Jun 20,@ WSH,W 3-0,4.0,3,0,0,0,0,2,6,6,62,14,58,-,-,4.72
Jun 8,@ TOR,L 5-1,6.0,9,3,3,2,2,4,11,9,95,26,44,L(2-8),-,4.98
Jun 1,vs NYY,L 4-1,6.0,9,3,3,0,1,4,9,13,98,27,-,L(2-7),-,5.02
May 26,@ TB,L 5-1,5.0,11,5,5,0,4,4,7,12,93,27,25,L(2-6),-,5.07
May 21,@ CHW,W 3-2,5.0,8,2,2,0,3,4,7,10,96,24,44,W(2-5),-,4.72
May 16,vs PHI,L 4-1,5.2,5,3,3,1,3,6,5,10,103,24,50,L(1-5),-,4.83
May 9,vs KC,W 5-3,6.0,6,3,3,1,2,3,10,11,111,26,49,-,-,4.84
May 4,@ OAK,L 6-4,4.2,6,4,3,2,3,5,6,10,114,24,-,-,-,4.89
Apr 28,vs DET,L 9-5,4.0,7,7,6,1,3,4,8,8,87,23,23,L(1-4),-,4.76
Apr 22,vs CLE,L 7-3,6.0,8,4,4,1,2,7,5,15,112,29,45,L(1-3),-,3.60
Apr 17,@ DET,L 4-2,6.0,7,3,3,1,3,5,8,10,93,26,48,L(1-2),-,3.00
Apr 10,vs TOR,L 2-1,7.0,4,0,0,0,3,6,6,12,104,28,72,-,-,2.50
Apr 5,@ NYY,W 5-2,6.0,2,1,1,1,3,5,5,8,100,21,66,W(1-1),-,4.09
Mar 31,vs MIN,L 6-2,5.0,6,5,4,3,2,5,7,8,79,22,40,L(0-1),-,7.20
