DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jun 26,vs SEA,L 3-2,0.0,2,2,2,0,0,0,2,0,6,2,-,L(0-2),-,INF
Jun 25,vs SEA,L 5-3,0.0,1,0,0,0,1,0,0,1,11,2,-,-,-,2.70
Jun 22,@ ATL,W 10-7,1.2,2,0,0,0,1,2,1,3,24,7,-,-,-,2.70
Jun 20,@ WSH,W 3-0,1.0,0,0,0,0,0,2,0,1,18,3,-,-,H(4),2.95
Jun 15,vs MIA,L 2-0,1.0,1,0,0,0,0,1,0,3,17,4,-,-,-,3.12
Jun 12,vs BOS,L 6-4,1.0,0,0,0,0,0,2,0,1,15,3,-,-,-,3.31
Jun 10,@ TOR,L 13-3,1.0,0,0,0,0,0,2,1,0,17,3,-,-,-,3.52
May 4,@ OAK,L 6-4,1.2,2,1,1,0,0,2,1,4,31,7,-,-,-,3.77
May 3,@ LAA,L 12-3,1.0,0,0,0,0,0,1,0,2,11,3,-,-,-,3.55
Apr 29,vs DET,W 5-3,1.0,0,0,0,0,0,2,1,0,17,3,-,-,Sv(2),3.86
Apr 28,vs DET,L 9-5,1.0,2,1,1,1,0,1,0,4,16,5,-,-,-,4.22
Apr 26,vs TB,L 9-5,1.0,1,1,0,0,0,1,0,3,11,4,-,-,-,3.72
Apr 20,vs CLE,W 3-1,1.0,0,0,0,0,0,2,0,1,16,4,-,-,Sv(1),4.15
Apr 18,@ DET,L 6-5,1.0,3,3,3,1,0,2,1,3,18,6,-,-,BlSv(2),4.70
Apr 11,vs TOR,W 5-3,1.0,0,0,0,0,0,1,1,1,18,3,-,-,H(3),1.35
Apr 10,vs TOR,L 2-1,1.0,2,1,1,1,1,0,2,3,15,6,-,L(0-1),-,1.59
Apr 8,@ NYY,W 8-7,1.1,2,0,0,0,0,2,1,2,22,5,-,-,BlSv(1),0.00
Apr 5,@ NYY,W 5-2,1.1,0,0,0,0,1,1,1,2,28,7,-,-,H(2),0.00
Apr 2,@ HOU,L 6-1,1.0,0,0,0,0,0,2,0,1,9,3,-,-,-,0.00
Mar 29,vs MIN,W 3-2,1.0,0,0,0,0,0,1,1,1,12,3,-,-,H(1),0.00
