DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 23,@ LAA,W 5-3,0.1,0,0,0,0,0,1,0,0,6,1,-,-,H(10),3.86
Jul 20,@ SEA,L 3-1,0.2,0,0,0,0,0,0,2,0,4,2,-,-,-,3.90
Jul 14,vs KC,L 5-0,1.0,0,0,0,0,0,2,0,1,12,3,-,-,-,3.99
Jul 10,vs STL,L 14-2,0.1,1,2,2,0,1,1,1,0,12,3,-,-,-,4.13
Jul 7,@ HOU,L 12-6,0.2,4,3,3,0,0,1,3,2,18,6,-,-,-,3.54
Jul 3,@ CIN,W 12-8,2.0,1,1,1,0,0,1,3,3,19,7,-,-,-,2.63
Jul 1,@ TEX,W 10-5,0.2,1,2,2,0,1,0,1,2,13,4,-,-,-,2.49
Jun 30,@ TEX,L 13-4,0.2,0,0,0,0,1,1,0,1,22,3,-,-,-,1.82
Jun 28,vs MIN,L 2-1,1.0,0,0,0,0,0,1,1,1,8,3,-,-,-,1.88
Jun 26,vs MIN,W 8-4,1.0,0,0,0,0,0,2,0,1,17,3,-,-,H(9),1.96
Jun 23,vs OAK,L 7-6,2.0,1,0,0,0,0,2,1,3,28,6,-,-,-,2.05
Jun 22,vs OAK,W 6-4,0.0,0,0,0,0,1,0,0,0,4,1,-,-,-,2.25
Jun 16,vs DET,L 7-5,1.0,1,1,1,0,0,2,0,2,19,4,-,L(0-1),-,2.25
Jun 13,vs CLE,W 3-2,1.0,2,0,0,0,0,2,2,1,15,5,-,-,H(8),1.89
Jun 12,vs CLE,W 5-1,1.0,0,0,0,0,0,2,1,0,16,3,-,-,-,2.00
Jun 10,@ BOS,W 5-2,1.1,1,0,0,0,0,1,2,3,19,6,-,-,H(7),2.12
Jun 8,@ BOS,W 1-0,1.0,0,0,0,0,0,2,2,0,16,4,-,-,H(6),2.30
Jun 6,@ MIN,W 5-2,0.2,0,0,0,0,1,1,0,1,16,3,-,-,H(5),2.45
Jun 5,@ MIN,W 6-3,0.0,1,1,1,0,1,0,0,1,10,2,-,-,-,INF
Jun 3,vs MIL,W 6-1,1.0,0,0,0,0,0,0,2,1,8,3,-,-,H(4),1.93
Jun 2,vs MIL,L 5-0,1.0,1,2,2,1,1,1,1,2,17,5,-,-,-,2.08
May 30,@ CLE,L 9-1,1.0,0,0,0,0,2,2,1,1,24,6,-,-,-,0.75
May 28,@ CLE,L 9-6,1.0,3,2,1,0,0,1,3,3,23,7,-,-,-,0.82
May 25,@ DET,L 5-4,0.2,1,0,0,0,0,0,1,2,6,3,-,-,-,0.00
May 24,vs BAL,L 9-3,1.0,1,0,0,0,1,0,2,1,15,4,-,-,-,0.00
May 20,vs TEX,W 3-0,1.0,0,0,0,0,0,2,0,1,14,3,-,-,Sv(1),0.00
May 19,vs TEX,W 5-3,1.1,0,0,0,0,0,2,1,1,12,4,-,-,H(3),0.00
May 16,@ PIT,L 3-2,1.0,0,0,0,0,1,2,0,1,17,4,-,-,-,0.00
May 13,@ CHC,W 5-3,1.1,0,0,0,0,0,1,1,2,18,4,-,-,H(2),0.00
May 9,vs PIT,L 6-5,0.2,0,0,0,0,0,2,0,0,10,2,-,-,H(1),0.00
May 5,vs MIN,L 8-4,2.0,0,0,0,0,0,2,1,3,22,6,-,-,-,0.00
May 4,vs MIN,L 6-4,1.0,0,0,0,0,1,1,2,0,14,4,-,-,-,0.00
