DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jun 22,vs SEA,W 14-10,3.1,10,10,10,3,2,2,8,10,59,22,-,-,-,3.38
Jun 16,@ SEA,L 1-0,7.0,5,1,1,0,2,4,12,9,106,27,-,L(2-1),-,1.23
Jun 11,@ BAL,W 2-0,6.2,4,0,0,0,3,5,12,7,93,28,68,-,-,1.21
Jun 5,vs DET,W 6-0,7.0,2,0,0,0,3,6,10,5,96,24,76,W(2-0),-,1.57
May 31,@ HOU,L 4-2,3.0,1,0,0,0,3,4,4,1,56,12,-,-,-,2.25
May 28,vs TOR,W 8-3,2.0,1,0,0,0,0,2,4,1,20,7,-,-,-,2.77
May 26,vs ATL,W 8-6,3.0,2,0,0,0,1,1,3,6,40,11,-,W(1-0),-,3.27
May 24,@ TB,L 6-3,1.0,0,0,0,0,1,1,0,2,18,4,-,-,-,4.50
May 18,vs BAL,L 7-4,4.2,3,2,2,1,2,5,6,6,68,19,-,-,-,5.14
May 15,vs OAK,L 5-3,2.1,2,2,2,0,3,1,4,3,49,11,-,-,-,7.71
