DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 25,@ KC,W 8-4,1.0,3,2,2,0,0,1,0,2,19,6,-,-,-,4.19
Jul 23,@ KC,W 5-4,1.0,1,0,0,0,0,0,2,2,12,4,-,-,Sv(20),3.86
Jul 21,vs BOS,W 5-0,1.0,1,0,0,0,0,2,2,0,18,4,-,-,-,3.95
Jul 15,@ HOU,W 6-3,1.0,1,1,1,0,0,0,0,4,12,4,-,-,-,4.05
Jul 13,@ HOU,L 3-0,1.0,2,0,0,0,0,1,2,2,15,5,-,-,-,3.92
Jul 1,@ TOR,W 9-1,1.0,0,0,0,0,0,0,2,1,8,3,-,-,-,4.03
Jun 26,vs OAK,L 9-7,0.1,3,2,2,0,0,0,1,3,20,4,-,L(2-5),-,4.14
Jun 25,vs OAK,L 5-4,1.1,1,1,1,1,1,2,0,3,25,6,-,L(2-4),-,3.68
Jun 16,@ CHW,W 7-5,1.0,0,0,0,0,0,2,1,0,20,3,-,-,Sv(19),3.57
Jun 15,@ CHW,W 4-3,1.0,1,0,0,0,0,0,2,2,13,4,-,-,Sv(18),3.67
Jun 14,vs MIN,W 3-1,1.0,1,0,0,0,0,2,2,0,12,4,-,-,Sv(17),3.78
Jun 13,vs MIN,W 5-2,1.0,0,0,0,0,0,2,0,1,18,3,-,-,Sv(16),3.90
Jun 9,vs CLE,W 4-2,1.0,0,0,0,0,0,0,1,2,7,3,-,-,-,4.02
Jun 8,vs CLE,L 4-1,1.0,2,3,3,1,1,0,0,5,22,6,-,L(2-3),-,4.15
Jun 7,@ BOS,W 7-2,1.0,1,0,0,0,0,0,1,3,10,4,-,-,-,3.38
Jun 4,vs NYY,W 4-2,1.0,1,0,0,0,0,3,0,1,17,4,-,-,Sv(15),3.49
Jun 1,vs TOR,W 5-2,1.0,1,0,0,0,0,1,2,1,12,4,-,-,Sv(14),3.62
May 31,vs LAA,W 6-2,1.0,1,0,0,0,1,2,1,1,21,5,-,-,-,3.76
May 30,vs LAA,W 6-1,1.0,0,0,0,0,0,1,1,1,6,3,-,-,-,3.91
May 27,vs CHW,W 3-2,1.0,2,1,1,1,0,1,2,2,20,5,-,-,Sv(13),4.07
May 25,vs CHW,W 5-4,1.0,1,0,0,0,0,1,2,0,17,3,-,-,Sv(12),3.86
May 23,@ MIN,W 4-1,1.0,0,0,0,0,0,0,1,2,8,3,-,-,Sv(11),4.03
May 20,@ SEA,L 3-2,1.0,2,2,2,1,0,0,2,3,16,5,-,-,BlSv(3),4.22
May 17,@ SEA,W 3-2,1.0,0,0,0,0,0,1,2,0,10,3,-,-,Sv(10),3.54
May 15,vs CLE,W 9-8,1.0,0,0,0,0,0,0,3,1,17,4,-,-,Sv(9),3.72
May 14,vs CLE,W 6-3,1.0,2,1,1,0,1,1,1,3,23,6,-,-,-,3.93
May 13,vs SEA,W 5-4,1.0,0,0,0,0,0,2,0,1,11,3,-,W(2-2),-,3.63
May 12,vs SEA,W 4-3,1.0,1,0,0,0,2,0,2,2,25,6,-,-,Sv(8),3.86
May 8,@ TEX,W 7-4,1.1,1,0,0,0,0,3,2,0,20,5,-,-,Sv(7),4.11
May 5,@ KC,W 3-2,1.0,2,1,0,0,0,3,1,2,25,6,-,-,Sv(6),4.50
May 2,vs TB,W 3-2,1.0,1,0,0,0,0,0,3,0,7,3,-,-,-,4.85
May 1,vs TB,W 2-1,1.0,0,0,0,0,0,2,1,0,12,3,-,-,Sv(5),5.25
Apr 30,vs TB,L 3-2,0.1,2,3,3,2,1,0,0,3,18,4,-,L(1-2),-,5.73
Apr 28,@ BAL,W 9-5,1.0,1,0,0,0,1,2,1,1,26,5,-,-,-,3.38
Apr 25,@ PIT,W 13-10,1.0,0,0,0,0,0,0,1,2,12,3,-,-,Sv(4),3.72
Apr 20,vs KC,L 3-2,1.0,3,2,1,0,1,2,1,4,26,8,-,L(1-1),BlSv(2),4.15
Apr 20,vs KC,W 3-2,1.0,0,0,0,0,0,1,1,1,12,3,-,-,-,3.52
Apr 18,vs BAL,W 6-5,1.0,1,1,1,1,0,2,1,1,19,4,-,W(1-0),BlSv(1),4.05
Apr 17,vs BAL,W 4-2,1.0,0,0,0,0,0,0,2,1,12,3,-,-,Sv(3),3.18
Apr 13,vs NYY,L 8-6,1.0,0,0,0,0,0,0,1,2,8,3,-,-,-,3.86
Apr 8,@ CHW,W 1-0,1.0,0,0,0,0,0,1,2,0,14,3,-,-,Sv(2),4.91
Apr 5,@ CHW,W 9-7,1.0,0,0,0,0,1,3,0,0,19,5,-,-,Sv(1),6.75
Apr 1,vs PIT,L 1-0,1.0,2,0,0,0,1,1,2,1,23,5,-,-,-,10.80
Mar 30,vs PIT,L 13-10,0.2,3,3,2,0,0,1,2,2,16,5,-,-,-,27.00
