DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,vs MIN,L 5-0,1.0,0,0,0,0,0,1,0,2,14,3,-,-,-,2.68
Jul 21,vs BAL,W 4-1,1.0,0,0,0,0,0,0,0,3,10,3,-,-,H(13),2.74
Jul 20,vs BAL,W 8-7,0.1,0,0,0,0,0,1,0,0,6,1,-,-,H(12),2.80
Jul 13,@ BOS,W 13-7,1.0,1,0,0,0,0,2,0,2,21,4,-,-,H(11),2.82
Jul 12,@ BOS,L 6-4,1.0,1,0,0,0,0,1,1,2,24,4,-,-,-,2.89
Jul 10,@ ATL,W 6-2,0.2,0,0,0,0,0,1,1,0,6,2,-,-,-,2.95
Jul 8,vs NYY,L 2-1,2.0,1,0,0,0,0,1,1,4,20,6,-,-,-,3.00
Jul 6,vs NYY,W 6-2,0.2,0,0,0,0,0,1,1,0,12,2,-,-,H(10),3.15
Jul 2,vs DET,L 3-2,1.0,1,1,1,0,0,1,1,2,14,4,-,L(4-3),-,3.20
Jun 30,vs DET,W 4-3,1.0,1,0,0,0,0,1,1,2,16,4,-,W(4-2),-,3.05
Jun 29,vs DET,W 3-2,1.0,0,0,0,0,0,3,0,0,18,3,-,-,H(9),3.13
Jun 25,@ HOU,W 6-3,1.0,1,0,0,0,1,2,1,1,25,5,-,-,Sv(2),3.22
Jun 24,@ LAA,W 7-6,1.0,0,0,0,0,0,1,1,1,13,3,-,-,H(8),3.31
Jun 23,@ LAA,W 4-1,1.0,1,1,1,1,0,3,0,1,19,4,-,W(3-2),BlSv(3),3.41
Jun 21,@ LAA,L 8-5,1.0,0,0,0,0,0,3,0,0,13,3,-,-,-,3.24
Jun 17,vs WSH,W 8-6,0.2,1,0,0,0,0,0,1,1,5,2,-,-,BlSv(2),3.34
Jun 15,vs WSH,W 6-5,1.0,0,0,0,0,0,1,2,0,16,3,-,W(2-2),-,3.41
Jun 13,@ TB,L 1-0,1.0,0,0,0,0,0,2,1,0,14,4,-,-,-,3.52
Jun 11,@ TB,L 8-4,1.0,1,0,0,0,0,1,0,3,13,4,-,-,-,3.64
Jun 8,vs BAL,W 5-1,0.2,2,0,0,0,0,0,1,3,10,4,-,-,H(7),3.77
Jun 7,vs BAL,W 5-4,1.0,0,0,0,0,0,0,1,2,9,3,-,-,-,3.86
Jun 5,vs NYY,L 7-2,1.0,1,3,3,1,1,1,0,3,29,6,-,L(1-2),BlSv(1),4.00
Jun 2,@ DET,L 7-4,0.2,4,3,3,0,1,0,1,5,27,7,-,L(1-1),-,3.12
May 30,@ BOS,L 6-4,1.0,1,0,0,0,1,2,1,1,21,5,-,-,-,2.13
May 27,@ PHI,W 5-3,1.1,0,0,0,0,0,2,1,1,15,4,-,-,H(6),2.22
May 25,@ PHI,W 6-5,1.0,0,0,0,0,1,2,0,1,21,4,-,-,H(5),2.35
May 23,vs LAA,L 5-4,1.0,1,0,0,0,0,1,0,2,19,3,-,-,H(4),2.45
May 19,vs OAK,L 5-4,1.2,0,0,0,0,1,1,1,3,25,6,-,-,H(3),2.57
May 17,vs OAK,L 10-5,0.2,4,3,3,1,1,0,1,5,30,7,-,-,-,2.79
May 12,vs BOS,L 5-2,1.1,1,0,0,0,0,2,1,2,18,5,-,-,-,1.45
May 11,vs BOS,W 5-3,1.0,0,0,0,0,0,2,1,0,13,3,-,-,-,1.56
May 9,vs SEA,W 5-2,1.0,0,0,0,0,0,1,1,1,7,3,-,-,-,1.65
May 5,@ TB,L 5-3,2.0,0,0,0,0,1,0,1,5,26,7,-,-,-,1.76
May 3,@ CLE,W 13-11,1.0,0,0,0,0,0,1,0,2,19,3,-,-,-,2.03
May 1,@ MIN,W 7-4,1.0,0,0,0,0,0,2,1,0,18,3,-,-,-,2.19
Apr 28,vs TEX,L 7-4,1.0,1,1,1,1,0,2,0,2,15,4,-,-,-,2.38
Apr 26,vs BOS,L 5-4,1.0,0,0,0,0,0,1,0,2,14,3,-,-,-,1.74
Apr 25,vs BOS,L 4-3,0.2,0,0,0,0,1,0,1,1,10,3,-,-,-,1.93
Apr 22,@ NYY,L 5-1,0.2,1,0,0,0,0,0,0,3,17,3,-,-,-,2.08
Apr 20,@ NYY,W 8-5,1.0,1,0,0,0,0,2,2,0,24,4,-,-,H(2),2.25
Apr 17,vs KC,W 11-3,1.0,1,0,0,0,0,1,2,1,19,4,-,-,H(1),2.57
Apr 11,@ BAL,L 5-3,1.0,2,0,0,0,0,2,1,2,22,5,-,-,-,3.00
Apr 8,@ TEX,W 7-4,0.1,2,0,0,0,0,0,2,1,17,3,-,-,-,3.60
Apr 6,@ TEX,W 8-5,0.2,2,1,1,0,0,0,0,4,17,4,-,-,-,3.86
Apr 4,vs CHW,L 4-3,1.0,1,0,0,0,0,2,1,1,17,4,-,-,-,2.25
Apr 2,vs CHW,W 4-2,1.0,1,1,1,1,1,0,1,3,23,6,-,W(1-0),-,3.00
Apr 1,vs NYY,W 7-4,1.0,1,0,0,0,0,1,0,3,16,4,-,-,Sv(1),0.00
Mar 29,vs NYY,L 6-1,1.0,1,0,0,0,0,1,3,1,12,5,-,-,-,0.00
