DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,@ KC,L 5-4,1.0,1,0,0,0,0,3,0,1,17,4,-,-,-,2.60
Jul 20,vs BOS,L 1-0,1.0,0,0,0,0,0,2,0,1,12,3,-,-,-,2.66
Jul 15,@ HOU,W 6-3,1.0,0,0,0,0,0,1,1,1,11,3,-,-,-,2.72
Jul 14,@ HOU,L 9-1,1.0,0,0,0,0,0,1,1,1,15,3,-,-,-,2.79
Jul 6,vs TEX,W 3-1,1.0,1,0,0,0,0,1,2,1,19,4,-,-,Sv(3),2.85
Jul 2,@ TOR,W 3-2,1.0,1,1,1,0,3,1,1,2,27,7,-,W(4-1),BlSv(3),2.93
Jun 30,@ TOR,L 4-3,0.2,2,1,1,1,0,1,0,2,10,3,-,L(3-1),-,2.77
Jun 27,vs OAK,L 3-0,1.0,1,0,0,0,0,2,2,1,37,5,-,-,-,2.58
Jun 25,vs OAK,L 5-4,1.0,3,3,3,0,1,0,0,6,33,8,-,-,-,2.65
Jun 23,@ CLE,L 4-1,1.0,0,0,0,0,0,1,1,1,15,3,-,-,-,1.98
Jun 17,@ CHW,W 3-1,1.0,0,0,0,0,0,3,0,0,14,3,-,-,Sv(2),2.04
Jun 16,@ CHW,W 7-5,1.0,0,0,0,0,0,1,0,2,12,3,-,-,H(13),2.10
Jun 14,vs MIN,W 3-1,1.0,0,0,0,0,0,1,1,1,17,3,-,-,H(12),2.16
Jun 13,vs MIN,W 5-2,1.0,1,0,0,0,0,1,1,2,14,4,-,W(3-0),-,2.23
Jun 8,vs CLE,L 4-1,1.0,0,0,0,0,0,2,1,0,13,3,-,-,-,2.30
Jun 7,@ BOS,W 7-2,1.0,2,0,0,0,1,2,1,2,23,6,-,-,-,2.37
Jun 4,vs NYY,W 4-2,1.0,0,0,0,0,0,2,1,0,12,3,-,-,H(11),2.45
Jun 2,vs TOR,W 7-4,1.0,0,0,0,0,0,0,2,1,13,3,-,-,Sv(1),2.54
May 31,vs LAA,W 6-2,1.0,2,1,1,0,0,0,3,1,17,4,-,-,-,2.63
May 30,vs LAA,W 6-1,1.0,0,0,0,0,0,1,0,2,8,3,-,-,-,2.39
May 28,vs LAA,W 9-3,0.2,0,0,0,0,0,0,0,2,6,2,-,-,-,2.49
May 27,vs CHW,W 3-2,1.0,0,0,0,0,0,3,0,0,12,3,-,-,H(10),2.55
May 23,@ MIN,W 4-1,1.0,1,0,0,0,1,1,1,1,19,4,-,-,H(9),2.66
May 20,@ SEA,L 3-2,1.0,1,0,0,0,0,1,1,2,15,4,-,-,-,2.78
May 17,@ SEA,W 3-2,1.0,0,0,0,0,0,3,0,0,14,3,-,-,H(8),2.91
May 14,vs CLE,W 6-3,0.2,1,1,0,0,0,1,1,2,16,4,-,-,H(7),3.05
May 13,vs SEA,W 5-4,1.0,2,2,0,0,0,1,3,2,28,7,-,-,BlSv(2),3.15
May 12,vs SEA,W 4-3,1.0,0,0,0,0,0,1,2,0,8,3,-,-,H(6),3.32
May 9,@ TEX,L 5-4,1.0,0,0,0,0,0,3,0,0,12,3,-,-,-,3.50
May 8,@ TEX,W 7-4,0.1,3,2,2,0,0,0,3,1,18,4,-,-,-,3.71
May 5,@ KC,W 3-2,0.1,0,0,0,0,0,0,0,1,2,1,-,-,H(5),2.70
May 4,@ KC,L 4-2,0.2,1,1,1,0,1,0,1,2,13,4,-,-,BlSv(1),2.76
May 2,vs TB,W 3-2,0.2,0,0,0,0,0,0,1,1,3,2,-,-,-,2.30
May 1,vs TB,W 2-1,1.0,0,0,0,0,0,2,1,0,14,3,-,-,H(4),2.40
Apr 29,@ BAL,L 5-3,1.0,2,1,1,1,0,1,1,3,23,5,-,-,-,2.57
Apr 28,@ BAL,W 9-5,1.1,1,0,0,0,0,1,2,2,20,5,-,-,H(3),2.08
Apr 26,@ PIT,L 1-0,1.0,1,0,0,0,1,1,1,2,19,5,-,-,-,2.31
Apr 25,@ PIT,W 13-10,1.0,3,3,3,0,1,0,1,5,28,7,-,-,-,2.53
Apr 22,vs KC,L 8-5,1.0,0,0,0,0,1,0,0,3,19,4,-,-,-,0.00
Apr 20,vs KC,W 3-2,1.0,2,0,0,0,0,1,0,4,25,5,-,W(2-0),-,0.00
Apr 17,vs BAL,W 4-2,1.1,1,0,0,0,0,3,0,2,23,5,-,-,H(2),0.00
Apr 12,@ CLE,L 9-3,1.0,1,0,0,0,0,0,2,2,17,4,-,-,-,0.00
Apr 8,@ CHW,W 1-0,1.0,0,0,0,0,0,2,0,1,11,3,-,-,H(1),0.00
Apr 7,@ CHW,W 6-1,1.0,1,0,0,0,0,2,1,1,19,4,-,-,-,0.00
Apr 5,@ CHW,W 9-7,1.0,0,0,0,0,0,0,2,1,13,3,-,W(1-0),-,0.00
Apr 2,vs KC,W 6-1,0.2,0,0,0,0,0,0,0,2,12,2,-,-,-,0.00
Apr 1,vs PIT,L 8-6,1.0,0,0,0,0,0,0,0,3,15,3,-,-,-,0.00
Mar 30,vs PIT,L 13-10,0.2,1,1,0,0,2,0,1,2,21,6,-,-,-,0.00
