DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jun 21,@ LAA,L 8-5,1.0,2,2,2,0,1,1,2,2,25,6,41,-,-,4.52
Jun 15,vs WSH,W 6-5,6.0,6,3,3,0,2,8,8,8,104,26,54,-,-,4.35
Jun 9,vs BAL,W 4-3,6.1,6,2,2,0,4,5,9,10,101,28,-,-,-,4.33
Jun 3,@ DET,W 8-4,6.0,2,1,1,1,3,7,5,8,100,23,68,W(3-5),-,4.48
May 28,@ BOS,L 8-3,5.0,9,7,7,2,1,4,10,10,82,25,24,L(2-5),-,4.77
May 23,vs LAA,L 5-4,5.0,2,0,0,0,5,2,6,10,97,23,60,-,-,4.07
May 17,vs OAK,L 10-5,4.0,5,4,4,1,4,8,4,5,97,21,40,L(2-4),-,4.47
May 11,vs BOS,W 5-3,5.0,5,3,2,1,3,4,7,9,96,23,48,-,-,4.08
May 5,@ TB,L 5-3,3.2,5,4,2,0,4,3,9,5,85,21,38,L(2-3),-,4.14
Apr 30,@ MIN,W 7-5,6.0,6,4,4,1,3,2,12,10,93,28,43,W(2-2),-,4.06
Apr 25,vs BOS,L 4-3,6.0,3,2,2,1,2,8,7,6,96,25,64,-,-,3.69
Apr 19,@ NYY,L 4-3,6.0,7,3,3,0,2,2,15,8,99,27,46,L(1-2),-,3.86
Apr 10,@ BAL,W 2-1,8.0,3,1,1,0,5,4,10,10,98,30,71,W(1-1),-,3.66
Apr 4,vs CHW,L 4-3,6.0,6,3,3,1,2,7,9,5,98,25,-,-,-,5.40
Mar 30,vs NYY,L 4-2,5.2,8,4,4,0,4,2,11,10,89,27,35,L(0-1),-,6.35
