DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,vs DET,W 5-4,1.2,0,0,0,0,0,1,4,0,16,5,-,-,H(8),3.43
Jul 23,vs DET,L 5-4,1.1,1,0,0,0,0,0,6,0,17,6,-,-,H(7),3.57
Jul 13,@ CHW,L 9-6,1.0,2,2,2,1,0,0,2,3,16,5,-,-,-,3.69
Jul 9,@ MIN,L 3-1,0.2,1,0,0,0,1,0,1,2,24,4,-,-,-,3.32
Jul 7,vs BOS,L 15-4,1.0,1,1,1,1,1,2,1,1,22,5,-,-,-,3.38
Jul 3,vs CLE,L 6-4,1.0,1,0,0,0,1,1,2,1,12,5,-,-,-,3.22
Jun 27,@ MIL,W 5-4,2.0,1,0,0,0,1,1,4,1,29,7,-,-,-,3.31
Jun 25,vs LAA,W 2-0,1.0,0,0,0,0,0,1,2,0,9,3,-,-,H(6),3.51
Jun 22,@ HOU,W 1-0,1.0,0,0,0,0,2,0,3,0,24,5,-,-,-,3.62
Jun 20,vs TEX,L 3-2,1.0,0,0,0,0,2,0,2,1,22,5,-,-,-,3.73
Jun 17,vs HOU,L 7-4,1.0,0,0,0,0,0,0,3,0,5,3,-,-,H(5),3.86
Jun 16,vs HOU,L 10-2,1.0,0,0,0,0,0,1,2,0,12,3,-,-,-,3.99
Jun 12,vs CIN,L 5-1,1.0,4,4,4,0,1,0,5,3,15,9,-,L(4-3),-,4.13
Jun 9,@ OAK,W 2-0,1.0,0,0,0,0,0,1,1,1,10,3,-,-,H(4),2.96
Jun 5,@ LAA,L 1-0,0.2,0,0,0,0,0,0,0,1,3,1,-,-,-,3.08
Jun 4,@ LAA,L 9-6,1.0,3,2,2,0,1,1,3,1,31,6,-,-,BlSv(2),3.16
Jun 2,vs OAK,W 5-4,1.0,0,0,0,0,1,0,1,2,12,4,-,-,H(3),2.55
May 30,vs MIN,W 11-8,1.1,0,0,0,0,0,1,2,1,12,4,-,W(4-2),-,2.66
May 29,vs MIN,W 2-1,1.0,1,0,0,0,0,2,1,1,11,4,-,-,-,2.82
May 27,@ TEX,W 5-3,0.2,0,0,0,0,0,0,2,0,4,2,-,-,H(2),2.95
May 26,@ TEX,L 4-3,1.0,1,1,1,1,0,0,2,2,20,4,-,L(3-2),-,3.05
May 23,@ STL,W 5-2,2.0,0,0,0,0,0,2,3,1,17,6,-,-,-,2.75
May 18,vs NYY,W 5-2,1.0,0,0,0,0,0,2,1,0,12,3,-,-,H(1),3.06
May 15,vs TB,L 6-5,1.0,0,0,0,0,0,2,0,1,13,3,-,-,-,3.24
May 12,@ CLE,L 6-2,1.0,3,2,1,1,1,0,3,3,33,7,-,-,-,3.45
May 9,@ BAL,L 5-3,1.1,4,2,2,0,0,0,7,1,23,8,-,L(3-1),-,3.07
May 4,vs DET,W 4-2,1.0,1,0,0,0,0,0,1,2,9,3,-,-,-,2.03
May 3,vs DET,W 10-6,1.2,0,0,0,0,0,1,1,2,12,4,-,W(3-0),-,2.19
May 1,@ BOS,W 7-6,3.0,0,0,0,0,0,2,5,2,24,9,-,-,-,2.53
Apr 29,vs CHW,W 5-4,1.1,2,0,0,0,1,0,3,3,31,7,-,W(2-0),-,3.52
Apr 27,vs CHW,L 7-4,1.0,1,0,0,0,0,0,2,1,8,3,-,-,-,4.26
Apr 25,vs MIL,L 6-2,1.0,1,0,0,0,0,1,3,0,19,4,-,-,-,5.06
Apr 22,@ DET,W 8-5,1.0,2,1,0,0,0,1,1,3,17,5,-,W(1-0),BlSv(1),6.23
Apr 21,@ DET,L 12-4,0.1,0,0,0,0,0,0,0,1,5,1,-,-,-,8.10
Apr 18,@ TOR,L 15-5,1.2,2,3,3,0,2,1,1,4,36,9,-,-,-,9.00
Apr 17,@ TOR,L 5-4,0.1,2,0,0,0,0,1,2,0,13,3,-,-,-,0.00
Apr 13,vs LAA,L 5-4,1.0,0,0,0,0,0,0,3,0,6,3,-,-,-,0.00
