DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,vs BOS,W 7-6,1.1,2,1,1,0,0,1,3,2,25,6,-,-,-,2.25
Jul 22,@ TOR,L 5-4,0.2,0,0,0,0,0,0,1,1,6,2,-,-,H(2),1.69
Jul 20,@ TOR,L 8-7,1.0,2,1,1,0,1,2,3,0,27,6,-,L(0-1),-,1.80
Jul 15,vs TEX,W 6-5,1.2,0,0,0,0,0,1,2,1,25,5,-,-,H(1),1.00
Jul 13,vs TEX,L 5-4,1.0,0,0,0,0,0,2,1,0,15,3,-,-,-,1.23
Jul 12,vs PHI,L 5-4,1.0,2,0,0,0,0,0,1,3,12,4,-,-,-,1.42
Jul 9,vs NYY,L 10-2,0.1,0,0,0,0,0,0,0,1,3,1,-,-,-,1.69
Jul 8,@ MIN,L 10-1,0.2,3,4,1,0,0,1,2,3,15,6,-,-,-,1.80
Jul 6,@ MIN,L 6-2,2.1,0,0,0,0,0,4,2,1,23,7,-,-,-,0.00
Jul 3,@ PHI,L 3-2,0.1,0,0,0,0,0,0,1,0,2,1,-,-,-,0.00
Jun 29,vs LAA,L 7-1,1.2,2,0,0,0,0,2,2,2,27,6,-,-,-,0.00
