DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 14,@ CLE,W 5-4,5.2,4,4,4,1,2,2,14,5,92,23,45,-,-,3.51
Jul 9,@ BAL,L 5-4,5.0,7,5,5,2,3,4,9,8,99,24,34,L(6-4),-,3.34
Jul 4,vs ATL,W 6-2,6.0,5,2,2,1,3,5,7,10,103,27,56,W(6-3),-,3.02
Jun 29,vs BOS,W 8-1,7.0,6,1,1,0,1,5,8,13,97,28,65,W(5-3),-,3.02
Jun 22,@ TB,L 2-1,5.1,9,2,1,0,1,4,11,8,92,25,47,L(4-3),-,3.18
Jun 17,vs TB,L 3-1,7.2,10,3,3,0,1,10,9,12,102,33,56,L(4-2),-,3.30
Jun 12,vs WSH,W 3-0,5.2,4,0,0,0,3,3,7,11,101,25,61,W(4-1),-,3.27
Jun 5,@ TOR,W 7-2,7.0,3,2,2,2,1,6,4,14,89,25,68,W(3-1),-,3.59
May 29,vs HOU,W 6-5,5.0,8,5,3,1,2,4,9,10,99,25,37,-,-,3.73
May 23,@ TEX,L 12-10,4.1,6,7,7,2,3,1,6,12,91,22,21,-,-,3.55
May 18,@ KC,L 5-2,5.0,4,4,2,1,4,5,7,8,99,24,48,L(2-1),-,2.40
May 10,vs BOS,L 5-4,4.0,9,4,4,1,0,5,10,6,80,21,33,-,-,2.23
May 4,vs CLE,W 7-6,6.0,3,0,0,0,0,7,2,11,92,20,73,-,-,1.39
Apr 29,@ LAA,W 2-1,7.0,5,1,1,0,1,4,11,12,97,28,66,W(2-0),-,1.71
Apr 24,vs MIN,W 8-3,6.0,2,1,0,0,1,4,7,9,82,21,69,W(1-0),-,1.86
Apr 19,vs TOR,W 4-3,4.1,4,2,0,0,1,1,10,7,71,20,51,-,-,2.70
Apr 6,vs BAL,L 7-3,4.0,4,3,3,3,0,3,4,9,58,17,45,-,-,4.00
Mar 31,@ TOR,L 5-3,5.0,5,2,1,0,2,4,8,8,84,22,53,-,-,1.80
