DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,vs DET,W 5-4,6.1,1,2,2,0,2,6,7,7,96,22,67,W(1-1),-,5.58
Jul 15,@ CHW,L 10-1,2.0,3,2,2,1,0,2,4,3,30,9,44,L(0-1),-,5.98
Jul 11,@ MIN,L 8-5,3.1,7,4,4,0,1,4,6,6,71,17,33,-,-,5.83
Jul 6,vs BOS,L 10-5,4.0,2,0,0,0,0,3,4,6,50,13,-,-,-,5.40
Jun 29,@ SEA,L 4-1,1.0,1,0,0,0,0,1,1,2,15,4,-,-,-,6.03
Jun 26,@ MIL,L 5-1,1.0,0,0,0,0,0,1,1,1,13,3,-,-,-,6.21
Jun 23,@ HOU,L 4-3,2.0,0,0,0,0,2,2,5,0,30,9,-,-,-,6.40
Jun 19,vs TEX,L 4-1,2.0,3,0,0,0,0,2,2,4,22,8,-,-,-,6.82
Jun 16,vs HOU,L 10-2,1.0,3,3,3,1,1,1,2,2,26,6,-,-,-,7.31
Jun 15,vs HOU,L 7-3,1.0,3,1,1,0,0,1,2,2,21,5,-,-,-,6.59
Jun 4,@ LAA,L 9-6,0.2,1,0,0,0,0,0,1,1,7,2,-,-,-,6.49
Jun 3,vs OAK,L 5-1,0.2,1,2,2,1,2,1,0,2,22,5,-,-,-,6.66
May 30,vs MIN,W 11-8,1.0,2,4,4,1,2,1,2,2,33,7,-,-,-,6.12
May 28,vs MIN,L 8-5,2.0,3,3,3,0,1,2,2,5,39,10,-,-,-,4.88
May 19,vs NYY,L 8-3,3.0,5,1,1,1,0,3,3,6,42,12,-,-,-,4.09
May 13,@ CLE,L 11-2,1.2,0,0,0,0,0,2,1,2,26,5,-,-,-,4.26
May 11,@ CLE,W 10-9,1.0,0,0,0,0,3,2,0,1,34,6,-,-,-,4.67
May 8,@ BAL,W 15-7,2.2,4,2,2,2,1,3,3,6,46,13,-,-,-,4.96
May 1,@ BOS,W 7-6,0.1,1,2,2,0,0,0,1,1,14,3,-,-,H(1),4.61
Apr 28,vs CHW,L 8-0,2.2,1,1,1,1,1,3,1,5,38,10,-,-,-,3.38
Apr 24,vs MIL,L 5-2,3.0,3,1,1,1,2,2,4,5,48,13,-,-,-,3.38
Apr 21,@ DET,L 12-4,1.2,2,2,2,0,2,1,3,2,32,8,-,-,-,3.52
Apr 17,@ TOR,L 11-3,2.2,1,0,0,0,1,4,2,3,50,11,-,-,-,1.50
Apr 14,vs LAA,L 5-3,2.0,1,0,0,0,0,3,2,2,31,7,-,-,-,2.70
Apr 12,vs LAA,L 7-1,0.1,0,0,0,0,0,0,0,1,1,1,-,-,-,6.75
Apr 10,vs SEA,L 8-3,1.0,0,0,0,0,1,1,0,2,17,4,-,-,-,9.00
Mar 29,vs CHW,L 14-7,0.0,1,1,1,0,2,0,1,0,15,3,-,-,-,INF
