DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 23,vs WSH,W 6-1,5.2,2,1,1,1,0,9,8,4,100,22,70,W(9-3),-,3.58
Jul 15,@ PIT,L 7-6,5.1,1,2,1,1,0,2,10,7,73,20,62,-,-,3.68
Jul 10,@ MIA,W 8-4,5.2,7,4,4,0,3,3,10,11,94,27,39,W(8-3),-,3.78
Jul 5,vs ATL,W 7-2,7.0,3,2,2,0,1,7,7,9,93,26,69,W(7-3),-,3.63
Jun 30,@ CIN,L 12-3,5.0,4,1,1,0,3,5,9,4,87,21,57,-,-,3.71
Jun 24,vs STL,L 8-2,4.1,9,8,8,1,5,5,3,14,89,27,13,L(6-3),-,3.82
Jun 18,@ PIT,L 1-0,6.1,6,1,1,0,2,2,10,10,74,24,57,L(6-2),-,3.18
Jun 13,vs CHC,W 1-0,6.0,4,0,0,0,3,7,9,6,100,25,68,W(6-1),-,3.32
Jun 8,@ PHI,W 12-4,6.1,5,4,4,1,1,7,3,14,93,26,53,W(5-1),-,3.58
Jun 2,@ CHW,W 5-0,5.2,3,0,0,0,1,5,7,8,79,21,67,W(4-1),-,3.39
May 27,vs NYM,W 8-7,6.1,8,5,5,0,1,3,5,17,89,27,39,-,-,3.69
May 22,vs ARI,W 1-0,5.0,2,0,0,0,4,6,3,6,86,19,65,-,-,3.32
May 15,@ ARI,L 2-1,7.0,2,1,1,0,2,7,10,6,96,25,74,-,-,3.63
May 10,@ COL,W 5-2,5.1,4,2,2,1,2,5,5,9,74,21,55,W(3-1),-,4.00
May 5,vs PIT,W 5-3,6.0,3,1,1,0,2,4,4,13,93,23,64,-,-,4.08
Apr 30,@ CIN,W 6-5,4.1,5,4,4,0,3,1,8,7,62,20,35,-,-,4.54
Apr 25,@ KC,W 6-2,5.2,4,2,2,1,1,3,6,12,64,22,55,W(2-1),-,3.99
Apr 20,vs MIA,W 8-0,6.0,4,0,0,0,3,5,8,9,102,25,-,W(1-1),-,4.18
Apr 15,@ NYM,L 3-2,4.0,5,1,1,0,3,4,3,11,85,21,49,-,-,5.60
Apr 9,@ STL,W 5-4,4.2,5,3,3,0,3,1,11,6,83,21,40,-,-,6.59
Apr 4,vs STL,L 6-0,5.2,7,6,3,1,2,5,12,7,91,26,40,L(0-1),-,7.00
Mar 30,@ SD,W 8-6,3.1,7,4,4,2,2,1,9,7,69,20,29,-,-,10.80
